#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

demand_kingdom_title;Demand that §Y[Root.Liege.GetTitledFirstName]§W grant §Y[Root.GetTitledFirstName]§W the §Y[Root.Capital.Kingdom.GetFullName]§W;;Forderung, dass §Y[Root.Liege.GetTitledFirstName]§W §Y[Root.GetTitledFirstName]§W das §Y[Root.Capital.Kingdom.GetFullName]§W gewährt;;;;;;;;;;;x
EVTDESC_Plus_1815;You've been worrying about the fate of Prince [random_hausa_name.GetFirstName] for weeks now. But one morning, your messenger brings you a new letter from the prince.\nHe says that the plan worked, and he managed to get every single coin out. He's very grateful and has also sent back the money you've loaned him, plus a little extra... A big extra.;;Ihr macht Euch nun schon seit Wochen Gedanken über das Schicksal von Prinz [random_hausa_name.GetFirstName]. Doch eines Morgens bringt Euch Euer Bote einen neuen Brief des Prinzen.\nEr sagt, dass der Plan funktioniert hat und er es geschafft hat, jede einzelne Münze herauszuholen. Er ist sehr dankbar und hat auch das Geld zurückgeschickt, das du ihm geliehen hast, plus ein kleines Extra... Ein großes Extra.;;;;;;;;;;;x
EVTOPTA_Plus_1806;How terrible, I must help him immediately!;;Wie schrecklich, ich muss ihm sofort helfen!;;;;;;;;;;;x
EVTOPTC_Plus_1806;What a great idea!;;Was für eine tolle Idee!;;;;;;;;;;;x
EVTOPTD_Plus_1806;Such nonsense!;;So ein Blödsinn!;;;;;;;;;;;x
EVTDESC_Plus_1807;After a few weeks, another letter from Prince [random_hausa_name.GetFirstName] has arrived. He goes further into details of his story. He also mentions other family members that managed to escape and are now in the hiding throughout the realm. In the end he asks you to send a certain amount of money to him so he can bribe the palace guards and allow him to take back his wealth.;;Nach ein paar Wochen ist ein weiterer Brief von Prinz [random_hausa_name.GetFirstName] eingetroffen. Er geht weiter auf die Einzelheiten seiner Geschichte ein. Er erwähnt auch andere Familienmitglieder, denen die Flucht gelungen ist und die sich nun im ganzen Reich versteckt halten. Am Ende bittet er dich, ihm einen bestimmten Geldbetrag zu schicken, damit er die Palastwachen bestechen kann und sein Vermögen zurückerhalten kann.;;;;;;;;;;;x
EVTOPTA_Plus_1807;Send the money immediately!;;Schicken Sie das Geld sofort!;;;;;;;;;;;x
EVTOPTB_Plus_1807;I'm not falling for that;;Darauf falle ich nicht herein;;;;;;;;;;;x
EVTDESC_Plus_1808;As you wake up one morning, you have a sudden realization. There was no prince, it was a scam!;;Als du eines Morgens aufwachst, wird dir plötzlich klar. Es gab keinen Prinzen, es war ein Schwindel!;;;;;;;;;;;x
EVTOPTA_Plus_1808;Easy come, easy go.;;Wie gewonnen, so zerronnen.;;;;;;;;;;;x
EVTOPTB_Plus_1808;Someone around here can surely help me.;;Irgendjemand hier kann mir sicher helfen.;;;;;;;;;;;x
EVTDESC_Plus_1809;It seems my 'brilliant' liege has lost some money on a scam. And now it's my job to find someone to blame.;;"Es scheint, als hätte mein ""brillanter"" Lehnsherr etwas Geld durch einen Betrug verloren. Und jetzt ist es meine Aufgabe, jemanden zu finden, der dafür verantwortlich ist.";;;;;;;;;;;x
EVTOPTA_Plus_1809;Blame it on a random rich landowner;;Schiebt es auf einen beliebigen reichen Landbesitzer.;;;;;;;;;;;x
EVTOPTB_Plus_1809;I already know who did it;;Ich weiß bereits, wer es war.;;;;;;;;;;;x
EVTDESC_Plus_1810;Your spymaster has informed you that one of the farm owners near your capital was actually the 'prince'. He has already been executed, but not all of the money was found.;;"Euer Spionagemeister hat Euch darüber informiert, dass einer der Bauernhofbesitzer in der Nähe Eurer Hauptstadt in Wirklichkeit der ""Prinz"" war. Er wurde bereits hingerichtet, aber nicht das gesamte Geld wurde gefunden.";;;;;;;;;;;x
EVTDESC_Plus_1811;Your spymaster enters victoriously to your throne room and presents you his prisoner, the 'Prince' [nigerian_prince.GetBestName].;;"Ihr Spionagemeister betritt siegreich Ihren Thronsaal und präsentiert Ihnen seinen Gefangenen, den ""Prinzen"" [nigerian_prince.GetBestName].";;;;;;;;;;;x
EVTDESC_Plus_1814;Your spymaster enters your throne room and informs you that your rival [nigerian_prince.GetBestName] is to be blamed for your misfortune.;;Ihr Spionagemeister betritt Ihren Thronsaal und teilt Ihnen mit, dass Ihr Rivale [nigerian_prince.GetBestName] für Ihr Unglück verantwortlich gemacht wird.;;;;;;;;;;;x
EVTDESC_Plus_1812;It appears that your rival [wealthy_target.GetBestName] believed every word from the letter you had sent him in the name of 'prince' [random_hausa_name.GetBestName]. Now you just have to get [wealthy_target.GetHerHim] to send some money to the 'poor, unfortunate prince'.;;"Es scheint, dass Ihr Rivale [wealthy_target.GetBestName] jedes Wort des Briefes geglaubt hat, den Sie ihm im Namen von 'Prinz' [random_hausa_name.GetBestName] geschickt hatten. Jetzt müsst Ihr nur noch [wealthy_target.GetHerHim] dazu bringen, dem ""armen, unglücklichen Prinzen"" etwas Geld zu schicken.";;;;;;;;;;;x
EVTDESC_Plus_1813;That imbecile, [wealthy_target.GetBestName] actually paid the huge amount your requested as help. You probably could've asked for more.;;Dieser Schwachkopf, [wealthy_target.GetBestName], hat tatsächlich die riesige Summe bezahlt, um die Ihr gebeten habt. Ihr hättet wahrscheinlich noch mehr verlangen können.;;;;;;;;;;;x
EVTDESC_Plus_1816;My rival [From.GetBestName] figured out the Princely scheme. [From.GetSheHeCap] backed out in the last minute and decided not to send me the money. Fortunately, [From.GetSheHe] has no idea who actually sent [From.GetHerHim] the letter.;;Mein Rivale [From.GetBestName] hat den fürstlichen Plan durchschaut. [From.GetSheHeCap] machte in letzter Minute einen Rückzieher und beschloss, mir das Geld nicht zu schicken. Glücklicherweise hat [From.GetSheHe] keine Ahnung, wer [From.GetHerHim] den Brief tatsächlich geschickt hat.;;;;;;;;;;;x
