#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
bogomilist_church_group;Faith Organization;Faith Organization;Faith Organization;;Faith Organization;;;;;;;;;x
bogomilist_church_group_desc;In its inception, the Bogomilist faith was only loosely organized. It didn't believe in formal churches, and opposed any kind of formal hierarchy -- indeed, the hierarchy and tyranny of the Orthodox Church is partly what prompted its creation. Its anarchical nature also makes the faithful difficult to control with the traditional feudal structure. It is possible, however, for a powerful Bogomilist ruler to slowly organize and reform the faith into something permanent and lasting...but it will not be easy, and the common folk are likely to resist any such attempt.;In its inception, the Bogomilist faith was only loosely organized. It didn't believe in formal churches, and opposed any kind of formal hierarchy -- indeed, the hierarchy and tyranny of the Orthodox Church is partly what prompted its creation. Its anarchical nature also makes the faithful difficult to control with the traditional feudal structure. It is possible, however, for a powerful Bogomilist ruler to slowly organize and reform the faith into something permanent and lasting...but it will not be easy, and the common folk are likely to resist any such attempt.;In its inception, the Bogomilist faith was only loosely organized. It didn't believe in formal churches, and opposed any kind of formal hierarchy -- indeed, the hierarchy and tyranny of the Orthodox Church is partly what prompted its creation. Its anarchical nature also makes the faithful difficult to control with the traditional feudal structure. It is possible, however, for a powerful Bogomilist ruler to slowly organize and reform the faith into something permanent and lasting...but it will not be easy, and the common folk are likely to resist any such attempt.;;In its inception, the Bogomilist faith was only loosely organized. It didn't believe in formal churches, and opposed any kind of formal hierarchy -- indeed, the hierarchy and tyranny of the Orthodox Church is partly what prompted its creation. Its anarchical nature also makes the faithful difficult to control with the traditional feudal structure. It is possible, however, for a powerful Bogomilist ruler to slowly organize and reform the faith into something permanent and lasting...but it will not be easy, and the common folk are likely to resist any such attempt.;;;;;;;;;x
bogomilist_church_0;No Bogomilist Organization;No Bogomilist Organization;No Bogomilist Organization;;No Bogomilist Organization;;;;;;;;;x
bogomilist_church_0_desc;The Bogomilist faith is a movement which exists independent of, and sometimes opposed to, the structure of a feudal state.;The Bogomilist faith is a movement which exists independent of, and sometimes opposed to, the structure of a feudal state.;The Bogomilist faith is a movement which exists independent of, and sometimes opposed to, the structure of a feudal state.;;The Bogomilist faith is a movement which exists independent of, and sometimes opposed to, the structure of a feudal state.;;;;;;;;;x
bogomilist_church_0_option;None;None;None;;None;;;;;;;;;x
bogomilist_church_1;Bogmilism Supported;Bogmilism Supported;Bogmilism Supported;;Bogmilism Supported;;;;;;;;;x
bogomilist_church_1_desc;The Bogomilist faithful recognize that feudal rulers are on their side, and are willing to co-operate to a large extent. The missionary work of the Perfecti is supported by the state, but beyond that the faithful still resist any notion of formal organization.;The Bogomilist faithful recognize that feudal rulers are on their side, and are willing to co-operate to a large extent. The missionary work of the Perfecti is supported by the state, but beyond that the faithful still resist any notion of formal organization.;The Bogomilist faithful recognize that feudal rulers are on their side, and are willing to co-operate to a large extent. The missionary work of the Perfecti is supported by the state, but beyond that the faithful still resist any notion of formal organization.;;The Bogomilist faithful recognize that feudal rulers are on their side, and are willing to co-operate to a large extent. The missionary work of the Perfecti is supported by the state, but beyond that the faithful still resist any notion of formal organization.;;;;;;;;;x
bogomilist_church_1_option;Supported;Supported;Supported;;Supported;;;;;;;;;x
bogomilist_church_2;Bogomilism Organized;Bogomilism Organized;Bogomilism Organized;;Bogomilism Organized;;;;;;;;;x
bogomilist_church_2_desc;The Bogomilist faith now has a standardized set of liturgy and texts, and the various members of the movement have agreed to work together -- and not oppose their feudal rulers. They still operate outside of formal temples, and they still operate seperately from the state.;The Bogomilist faith now has a standardized set of liturgy and texts, and the various members of the movement have agreed to work together -- and not oppose their feudal rulers. They still operate outside of formal temples, and they still operate seperately from the state.;The Bogomilist faith now has a standardized set of liturgy and texts, and the various members of the movement have agreed to work together -- and not oppose their feudal rulers. They still operate outside of formal temples, and they still operate seperately from the state.;;The Bogomilist faith now has a standardized set of liturgy and texts, and the various members of the movement have agreed to work together -- and not oppose their feudal rulers. They still operate outside of formal temples, and they still operate seperately from the state.;;;;;;;;;x
bogomilist_church_2_option;Organized;Organized;Organized;;Organized;;;;;;;;;x
bogomilist_church_3;Bogomilism Formalized;Bogomilism Formalized;Bogomilism Formalized;;Bogomilism Formalized;;;;;;;;;x
bogomilist_church_3_desc;The Bogomilist faith now operates out of temples, and are willing to work directly with feudal rulers in their councils. They have been entwined enough with the state that there is no lingering sense of opposition -- as far as many are concerned, the two are inseparable.;The Bogomilist faith now operates out of temples, and are willing to work directly with feudal rulers in their councils. They have been entwined enough with the state that there is no lingering sense of opposition -- as far as many are concerned, the two are inseparable.;The Bogomilist faith now operates out of temples, and are willing to work directly with feudal rulers in their councils. They have been entwined enough with the state that there is no lingering sense of opposition -- as far as many are concerned, the two are inseparable.;;The Bogomilist faith now operates out of temples, and are willing to work directly with feudal rulers in their councils. They have been entwined enough with the state that there is no lingering sense of opposition -- as far as many are concerned, the two are inseparable.;;;;;;;;;x
bogomilist_church_3_option;Formalized;Formalized;Formalized;;Formalized;;;;;;;;;x
bogomilist_church_4;Pemanently Established;Pemanently Established;Pemanently Established;;Pemanently Established;;;;;;;;;x
bogomilist_church_4_desc;A formal head of the Bogomilist faith has been established, creating a true Church of Bogomilism. More than that, Bogomilism will be recognized as an independent faith by fellow Christians, looked upon more as a schism from Orthodoxy than a heresy.;A formal head of the Bogomilist faith has been established, creating a true Church of Bogomilism. More than that, Bogomilism will be recognized as an independent faith by fellow Christians, looked upon more as a schism from Orthodoxy than a heresy.;A formal head of the Bogomilist faith has been established, creating a true Church of Bogomilism. More than that, Bogomilism will be recognized as an independent faith by fellow Christians, looked upon more as a schism from Orthodoxy than a heresy.;;A formal head of the Bogomilist faith has been established, creating a true Church of Bogomilism. More than that, Bogomilism will be recognized as an independent faith by fellow Christians, looked upon more as a schism from Orthodoxy than a heresy.;;;;;;;;;x
bogomilist_church_4_option;Permanent;Permanent;Permanent;;Permanent;;;;;;;;;x
bureaucratic_infighting;Court Infighting;Court Infighting;Court Infighting;;Court Infighting;;;;;;;;;x
bureaucratic_infighting_desc;If a ruler's court grows out of his control, the results can be devastating. It's entirely possible for the empire to fly apart at the seams. Even if it doesn't, it will become increasingly difficult for the ruler to exert influence over members of his court -- or keep them within the empire after his death.;If a ruler's court grows out of his control, the results can be devastating. It's entirely possible for the empire to fly apart at the seams. Even if it doesn't, it will become increasingly difficult for the ruler to exert influence over members of his court -- or keep them within the empire after his death.;If a ruler's court grows out of his control, the results can be devastating. It's entirely possible for the empire to fly apart at the seams. Even if it doesn't, it will become increasingly difficult for the ruler to exert influence over members of his court -- or keep them within the empire after his death.;;If a ruler's court grows out of his control, the results can be devastating. It's entirely possible for the empire to fly apart at the seams. Even if it doesn't, it will become increasingly difficult for the ruler to exert influence over members of his court -- or keep them within the empire after his death;;;;;;;;;x
city_tax_0;Small City Taxes;Imposts des Bourgs Faibles;Kleine Stadtsteuern;;Small City Taxes;;;;;;;;;x
city_tax_0_desc;The Burghers are expected to make a small financial contribution to the greater good of the realm.;On attend une faible contribution financière de la part des Bourgeois pour le bien du Royaume.;Wie man erwartet, leisten die Bürger einen kleinen Finanzbeitrag zum größeren Nutzen des Bereichs.;;The Burghers are expected to make a small financial contribution to the greater good of the realm.;;;;;;;;;x;;
succ_elective_to_primogeniture;Vote on Primogeniture;Voter Primogéniture;Abstimmen über Primogenitur;;Votar por Primogenitura;;;;;;;;;x;;
succ_elective_to_primogeniture_desc;The oldest child of the ruler inherits all titles. Your successor will like the law, but other members of your dynasty will slightly disapprove.;L’aisné du souverain hérite de tous ses titres. Votre successeur appréciera cette loi, mais les aultres membres de votre dynastie la désapprouveront.;Das älteste Kind des Herrschers erbt sämtliche Titel. Eurem Nachfolger wird das Gesetz gefallen, die anderen Mitglieder Eurer Dynastie werden es eher leicht missbilligen.;;El hijo mayor del soberano hereda todos los títulos. A tu sucesor le gustará la ley, mientras que a otros miembros de tu dinastía no les parecerá del todo bien.;;;;;;;;;x
succ_elective_to_seniority;Vote on Seniority;Voter Séniorité;Abstimmen über Senioratserbrecht;;Votar por Veteranía;;;;;;;;;x;;
succ_elective_to_seniority_desc;The oldest member of the dynasty inherits all titles. Your oldest child will greatly disapprove of this law, but all other members of the dynasty will approve.;Le plus vieux membre de la dynastie hérite de tous les titres. Contrairement aulx aultres membres de la dynastie, votre aisné désapprouvera cette loi.;Das älteste Mitglied der Dynastie erbt sämtliche Titel. Euer ältestes Kind wird dieses Gesetz stark missbilligen, allen anderen Mitgliedern der Dynastie dagegen wird es gefallen.;;El miembro más antiguo hereda todos los títulos. El hijo mayor no estará nada de acuerdo con esta ley, pero sí los demás miembros de la dinastía.;;;;;;;;;x
succ_elective_to_tanistry;Vote on Tanistry;Vote on Tanistry;Vote on Tanistry;;Vote on Tanistry;;;;;;;;;x
succ_elective_to_tanistry_desc;The ruler and all vassals at one and two ranks below can nominate an heir - the Tanist - from among the members of the ruler's dynasty. Vassals will tend to favor older members from other branches of the family, especially claimants.;Le dirigeant et tous les vassaulx qui sont un ou deux rangs plus bas peuvent nommer un héritier, le taniste, parmi les membres de la dynastie du dirigeant. Les vassaulx auront tendance à favoriser des membres plus asgés issus d’aultres branches de la Famille, et plus particulièrement les prétendants.;Der Herrscher und alle Vassallen ein oder zwei Ränge darunter können einen Erben - den Than - aus den Mitgliedern der Dynastie des Herrschers nominieren. Vassallen bevorzugen ältere Mitglieder aus entfernten Zweigen der Dynastie, vor allem wenn ein Anspruch besteht.;;El gobernante y todos los vasallos de uno o dos rangos inferiores pueden nombrar un heredero -el tanista- entre los miembros de la dinastía del gobernante. Los vasallos tenderán a favorecer a miembros más ancianos de otras ramas de la familia, especialmente a los pretendientes.;;;;;;;;;x
succ_gavelkind_desc;The titles of the ruler are divided among his children, with the oldest getting the primary title. If the ruler has no children who can inherit, the law defaults to Primogeniture. You get no Prestige penalty for having unlanded sons, and can have a §Y33%§! larger demesne. Gavelkind is a very popular law with everyone except the oldest child.;Les titres du souverain sont répartis entre ses enfants, l’aisné héritant du titre principal. Si le souverain n’a point d’enfants, la loi basée sur la primogéniture s’applique. Vous ne subissez nulle pénalité de prestige lorsque vous avez des fils sans terres, et pouvez posséder un domaine §Y33%§! plus grand. La loi basée sur le partage salique est très appréciée de tous, sauf de l’aisné des enfants.;Die Titel des Herrschers werden unter seinen Kindern verteilt, wobei das älteste Kind den Primärtitel erhält. Hat der Herrscher keine Kinder, die seine Nachfolge antreten können, gilt das Ältestenrecht. Ihr erleidet durch landlose Söhne keine Prestigeverluste, und Eure Domäne kann um §Y33%§! größer sein. Außer beim ältesten Kind ist Gavelkind ein bei jedermann sehr beliebtes Gesetz.;;Los títulos del gobernante se dividen entre sus hijos, siendo el mayor el que obtiene el título principal. Si el gobernante no tiene hijos que puedan heredar, la ley remite por defecto a la primogenitura. No pierdes prestigio por tener hijos sin tierras y tu heredad puede ser un §Y33%§! mayor. La sucesión a partes iguales es una ley muy aceptada por todos salvo por el hijo mayor.;;;;;;;;;x
succ_institute_elective_gavelkind;Elective Gavelkind;Gavelkind électif;Wahlweise Realteilung;;Gavelkind Electiva;;;;;;;;;x;;
succ_institute_elective_gavelkind_desc;The titles of the ruler are divided among his children and the primary heir, who is elected from among the members of the ruling dynasty. The law defaults to Primogeniture. You get no Prestige penalty for having unlanded sons, and can have a §Y30%§! larger demesne. Destruction of titles under any form of Gavelkind succession is not allowed. On succession in kingdoms and empires, new kingdoms might be created for younger sons if possible. Junior heirs always get the choice to declare independence without a war.;Les titres du dirigeant sont répartis parmi ses enfants et son héritier principal, qui est élu parmi les membres de la dynastie dirigeante. La loi basée sur la primogéniture s'applique Vous ne perdez pas de Prestige si vous avez des fils sans terres et vous pouvez avoir un domaine §Y30%§! plus grand. Il n'est pas permis de détruire des titres qui sont régis par la succession Gavelkind. Concernant la succession des royaumes et des empires, de nouveaux royaumes peuvent être créés pour les plus jeunes fils dans la mesure du possible. Les héritiers plus jeunes ont toujours le choix de déclarer l'indépendance sans guerre.;Die Titel des Herrschers werden unter seinen Kinder und den Haupterben verteilt, der aus den Mitgliedern der herrschenden Dynastie gewählt wird. Nach der Gesetzesregel erbt der Erstgeborene. Wenn Ihr landlose Söhne habt, bekommt Ihr keine Prestigestrafe und dürft eine um §Y30%§! größere Domäne haben. Die Vernichtung von Titeln, durch welche Form der Realteilung auch immer, ist nicht erlaubt. Bei der Nachfolge in König- und Kaiserreichen können, falls möglich, für jüngere Söhne neue Königreiche gegründet werden. Jüngere Erben bekommen immer die Wahl, ohne Krieg die Unabhängigkeit zu erklären.;;Los títulos del gobernante se reparten entre sus hijos y su principal heredero, que es elegido de entre los miembros de la dinastía reinante. La ley señala, por defecto, al primogénito. Aunque tengas hijos sin tierras, no recibirás ninguna penalización de Prestigio, y puedes obtener una terratenencia un ¡§Y30%§! mayor. No se permite la destrucción de títulos bajo ninguna forma de la sucesión Gavelkind. En la sucesión en reinos e imperios, se pueden crear nuevos reinos destinados a los hijos menores, a ser posible. Los herederos más pequeños siempre tienen la opción de declarar la independencia sin una guerra.;;;;;;;;;x;;
succ_institute_feudal_elective;Elective Monarchy;Monarchie Élective;Feudalwahl;;Elección;;;;;;;;;x;;
succ_institute_feudal_elective_desc;The ruler and each lower rank vassal (i.e. the dukes if the ruler is a king) can nominate a successor from among themselves and legitimate children and siblings of the ruler. Dukes are valid electors in both kingdoms and empires. Elective Succession is very popular with the vassals, but they will not approve if their liege personally holds too many elector titles.;Le Suzerain et chaque vassal de rang inférieur (à savoir, les ducs si le souverain est un roi) peuvent nommer un successeur et légitimer les enfants ou frères et sœurs du souverain. Les ducs sont des électeurs dans les royaumes comme dans les empires. La succession élective est très appréciée des vassaulx, sauf si leur suzerain détient un trop grand nombre de titres d’électeur.;Der Herrscher und alle im Rang niederen Vasallen (z. B. Grafen, wenn der Herrscher ein König ist) können einen Nachfolger aus ihren eigenen Reihen, den legitimen Kindern und den Geschwistern des Herrschers nominieren. Herzöge sind in König- und Kaiserreichen gültige Kurfürsten. Die Feudalwahl-Nachfolge ist bei den Vasallen äußerst beliebt, aber es gefällt ihnen nicht, wenn ihr Lehnsherr zu viele Kurfürstentitel bekleidet.;;El soberano y cada vasallo de rango inferior (por ejemplo, los duques si el soberano es un rey) pueden nominar a un sucesor entre ellos y conceder derechos a los hijos y hermanos del soberano. Los duques son electores válidos en reinos e imperios. La sucesión por elección es muy popular entre los vasallos, pero no estarán de acuerdo si su señor posee demasiados títulos de elección.;;;;;;;;;x;;
succ_institute_gavelkind;Gavelkind;Partage Salique;Gavelkind;;Partes iguales;;;;;;;;;x;;
succ_institute_gavelkind_desc;The titles of the ruler are divided among his children, with the oldest getting the primary title. If the ruler has no children who can inherit, the law defaults to Primogeniture. You get no Prestige penalty for having unlanded sons, and can have a §Y30%§! larger demesne. Gavelkind is a very popular law with everyone except the oldest child.;Les titres du Suzerain sont répartis entre ses enfants, l’aisné héritant du titre principal. Si le Suzerain n’a point d’enfants, la loi basée sur la primogéniture s’applique. Vous ne subissez nulle pénalité de prestige lorsque vous avez des fils sans terres, et pouvez posséder un Domaine §Y30%§! plus grand. La loi de partage salique est très appréciée de tous, sauf de l’aisné des enfants.;Die Titel des Herrschers werden unter seinen Kindern verteilt, wobei das älteste Kind den Primärtitel erhält. Hat der Herrscher keine Kinder, die seine Nachfolge antreten können, gilt das Ältestenrecht. Ihr erleidet durch landlose Söhne keine Prestigeverluste, und Eure Domäne kann um §Y30%§! größer sein. Außer beim ältesten Kind ist Gavelkind ein bei jedermann sehr beliebtes Gesetz.;;Los títulos del gobernante se dividen entre sus hijos, siendo el mayor el que obtiene el título principal. Si el gobernante no tiene hijos que puedan heredar, la ley remite por defecto a la primogenitura. No pierdes prestigio por tener hijos sin tierras y tu heredad puede ser un §Y30%§! mayor. La sucesión a partes iguales es una ley muy aceptada por todos salvo por el hijo mayor.;;;;;;;;;x
succ_institute_primogeniture;Primogeniture;Primogéniture;Ältestenrecht;;Primogenitura;;;;;;;;;x;;
succ_institute_primogeniture_desc;The oldest child of the ruler inherits all titles. Your successor will like the law, but other members of your dynasty will slightly disapprove.;L’aisné du souverain hérite de tous ses titres. Votre successeur appréciera cette loi, mais les aultres membres de votre dynastie la désapprouveront.;Das älteste Kind des Herrschers erbt sämtliche Titel. Eurem Nachfolger wird das Gesetz gefallen, die anderen Mitglieder Eurer Dynastie werden es eher leicht missbilligen.;;El hijo mayor del soberano hereda todos los títulos. A tu sucesor le gustará la ley, mientras que a otros miembros de tu dinastía no les parecerá del todo bien.;;;;;;;;;x
succ_institute_seniority;Seniority;Ancienneté;Alter;;Veteranía;;;;;;;;;x;;
succ_institute_seniority_desc;The oldest member of the dynasty inherits all titles. Your oldest child will greatly disapprove of this law, but all other members of the dynasty will approve.;Le plus vieux membre de la dynastie hérite de tous les titres. Contrairement aulx aultres membres de la dynastie, votre aisné désapprouvera cette loi.;Das älteste Mitglied der Dynastie erbt sämtliche Titel. Euer ältestes Kind wird dieses Gesetz stark missbilligen, allen anderen Mitgliedern der Dynastie dagegen wird es gefallen.;;El miembro más antiguo hereda todos los títulos. El hijo mayor no estará nada de acuerdo con esta ley, pero sí los demás miembros de la dinastía.;;;;;;;;;x
succ_institute_tanistry;Tanistry;Tanistrie;Thanwahl;;Tanistría;;;;;;;;;x;;
succ_institute_tanistry_desc;The ruler and all vassals at one and two ranks below can nominate an heir - the Tanist - from among the members of the ruler's dynasty. Vassals will tend to favor older members from other branches of the family, especially claimants.;Le dirigeant et tous les vassaulx qui sont un ou deux rangs plus bas peuvent nommer un héritier, le taniste, parmi les membres de la dynastie du dirigeant. Les vassaulx auront tendance à favoriser des membres plus asgés issus d’aultres branches de la Famille, et plus particulièrement les prétendants.;Der Herrscher und alle Vassallen ein oder zwei Ränge darunter können einen Erben - den Than - aus den Mitgliedern der Dynastie des Herrschers nominieren. Vassallen bevorzugen ältere Mitglieder aus entfernten Zweigen der Dynastie, vor allem wenn ein Anspruch besteht.;;El gobernante y todos los vasallos de uno o dos rangos inferiores pueden nombrar un heredero -el tanista- entre los miembros de la dinastía del gobernante. Los vasallos tenderán a favorecer a miembros más ancianos de otras ramas de la familia, especialmente a los pretendientes.;;;;;;;;;x
succ_institute_ultimogeniture;Ultimogeniture;Ultimogéniture;Ultimogenitur;;Ultimogenitura;;;;;;;;;x;;
succ_institute_ultimogeniture_desc;This succession law is the opposite of the far more common Primogeniture. With Ultimogeniture, the youngest child inherits.;Cette règle de dévolution successorale est l’inverse de la primogéniture habituelle. Dans le cas de l’ultimogéniture, c’est le plus jeune enfant qui devient l’héritier.;Dieses Erbfolgerecht ist das Gegenteil der Primogenitur. Bei der Ultimogenitur erbt das jüngste Kind.;;Esta ley de sucesión se opone a la mucho más frecuente primogenitura. En la ultimogenitura, el heredero es el hijo más joven.;;;;;;;;;x;;
succ_placeholder_message;CK2+ is Loading...;CK2+ est en cours de chargement...;CK2+ lädt...;;CK2+ is Loading...;;;;;;;;;x
succ_placeholder_message_desc;Succession laws will become available in a few weeks of game time.;Les lois de succession deviendront valables en quelques semaines de temps dans le jeu;Erbrechtsänderungen werden nach ein paar Wochen Spielzeit verfügbar sein.;;Succession laws will become available in a few weeks of game time.;;;;;;;;;x;;
succ_papal_succession;Religious Elective;Religious Elective;Religious Elective;;Religious Elective;;;;;;;;;x;;
succ_papal_succession_desc;The religion head is elected by a group of appointed peers depending on age, piety, popularity and other factors.;The religion head is elected by a group of appointed peers depending on age, piety, popularity and other factors.;The religion head is elected by a group of appointed peers depending on age, piety, popularity and other factors.;;The religion head is elected by a group of appointed peers depending on age, piety, popularity and other factors.;;;;;;;;;x;;
succ_turkish_succession;Open;Ouvert;Offen;;Open;;;;;;;;;x;;
tax_privileges;Tax Privileges;Régimes fiscaulx privilégiés;Steuerprivilegien;;Tax Privileges;;;;;;;;;x;;
tax_privileges_0;Crown Tax Privileges;Privilèges d'impôts pour la Couronne;Kronensteuerprivilegien;;Crown Tax Privileges;;;;;;;;;x;;
tax_privileges_0_desc;Crown revenues are increased at the expense of the vassals.;Les revenus de la Couronne sont augmentés au détriment de celui des vassals.;Kroneneinnahmen werden auf Kosten der Vasallen erhöht.;;Crown revenues are increased at the expense of the vassals.;;;;;;;;;x;;
tax_privileges_0_option;Crown;Couronne;Krone;;Crown;;;;;;;;;x;;
tax_privileges_0_vassal;Crown Privileges;Privilèges de la Couronne;Kronprivilegien;;Crown Privileges;;;;;;;;;x;;
tax_privileges_0_vassal_desc;Our liege's laws require us to pay an additional portion of our revenues to the crown.;Les loix de notre suzerain exigent que nous payons une part supplémentaire d'impôts à la Couronne.;Unser Lehnsherr's Gesetze erfordern, dass wir einen zusätzlichen Teil unserer Einnahmen an die Krone zahle.;;Our liege's laws require us to pay an additional portion of our revenues to the crown.;;;;;;;;;x;;
tax_privileges_1;Balanced Taxation;Imposition équilibrée;Ausgewogene Besteuerung;;Balanced Taxation;;;;;;;;;x;;
tax_privileges_1_desc;Vassal and crown revenues are set at the same level.;Les revenus de la Couronne et des vassaulx sont équilibrés.;Vasall- und Kronumsätze werden auf dem gleichen Niveau eingestellt.;;Vassal and crown revenues are set at the same level.;;;;;;;;;x;;
tax_privileges_1_option;Balance;Équilibre;Ausgewogen;;Balance;;;;;;;;;x;;
tax_privileges_2;Vassal Tax Privileges;Privilèges d'impôts pour les vassaulx;Vasallsteuerprivilegien;;Vassal Tax Privileges;;;;;;;;;x;;
tax_privileges_2_desc;Vassal revenues are increased at the expense of the crown.;Les revenus des vassaulx sont augmentés au détriment de ceulx de la Couronne.;Vasalleinnahmen werden auf Kosten der Krone erhöht.;;Vassal revenues are increased at the expense of the crown.;;;;;;;;;x
tax_privileges_2_option;Vassal;Vassal;Vasall;;Vassal;;;;;;;;;x;;
tax_privileges_2_vassal;Vassal Privileges;Privilèges aulx vassaulx;Vasallprivilegien;;Vassal Privileges;;;;;;;;;x
tax_privileges_2_vassal_desc;Our liege's laws allow us to raise additional revenues at the expense of the crown.;Les loix de notre suzerain nous permettent de conserver une part supplémentaire de notre revenu,au détriment de la Couronne.;Unser Lehnsherr's Gesetze ermöglichen es uns, zusätzliche Einnahmen auf Kosten der Krone zu erhöhen.;;Our liege's laws allow us to raise additional revenues at the expense of the crown.;;;;;;;;;x;;
tax_privileges_group;Tax Privileges;Privilèges d'impôts;Steuerprivilegien;;Tax Privileges;;;;;;;;;x;;
tax_privileges_group_desc;This law determines who is favored in the realm's taxation.;Cette loi détermine qui est favorisé dans la taxation du royaume.;Dieses Gesetz bestimmt, wer im Reich der Steuerpolitik begünstigt.;;This law determines who is favored in the realm's taxation.;;;;;;;;;x;;
tax_reduction;Tax Reduction;Réduction de taxes;Steuerermäßigung;;Tax Reduction;;;;;;;;;x;;
teaching_daughter;Training Female Heir;Elève une fille comme héritière;Training Female Heir;;Training Female Heir;;;;;;;;;x
teaching_daughter_desc;This ruler is bringing up a daughter as a proper heir.;Ce dirigeant élève une fille comme sa vraie héritière.;This ruler is bringing up a daughter as a proper heir.;;This ruler is bringing up a daughter as a proper heir.;;;;;;;;;x
temple_tax_0;Small Church Taxes;Impôts de l'Eglise Faibles;Kleine Kirchensteuern;;Small Church Taxes;;;;;;;;;x;;
temple_tax_0_desc;Landed Priests are expected to make a small financial contribution to the greater good of the realm.;On attend une faible contribution financière de la part des Seigneurs ecclésiastiques pour le plus grand bien du Royaume.;Wie man erwartet, leisten Landpriester einen kleinen Finanzbeitrag zum größeren Nutzen des Bereichs.;;Landed Priests are expected to make a small financial contribution to the greater good of the realm.;;;;;;;;;x;;
temple_tax_0_option;Small;Faibles;Klein;;Small.;;;;;;;;;x;;
temple_tax_1;Medium Church Taxes;Impôts de l'Eglise Normaulx;Mittlere Kirchensteuern;;Medium Church Taxes;;;;;;;;;x;;
temple_tax_1_desc;Landed Priests are expected to make a moderate financial contribution to the greater good of the realm.;On attend une contribution financière normale de la part des Seigneurs ecclésiastiques pour le plus grand bien du Royaume.;Wie man erwartet, leisten Landpriester einen gemäßigten Finanzbeitrag zum größeren Nutzen des Bereichs.;;Landed Priests are expected to make a moderate financial contribution to the greater good of the realm.;;;;;;;;;x;;
temple_tax_1_option;Medium;Normaulx;Mittel;;Medium;;;;;;;;;x;;
temple_tax_2;Large Church Tax;Impôts de l'Eglise importants;Hohe Kirchensteuern;;Large Church Tax;;;;;;;;;x;;
temple_tax_2_desc;Landed Priests are expected to make a substantial financial contribution to the greater good of the realm.;On attend une contribution financière substantielle de la part des Seigneurs ecclésiastiques pour le plus grand bien du Royaume.;Wie man erwartet, leisten Landpriester einen wesentlichen Finanzbeitrag zum größeren Nutzen des Bereichs.;;Landed Priests are expected to make a substantial financial contribution to the greater good of the realm.;;;;;;;;;x;;
temple_tax_2_option;Large;Importants;Hoch;;Large;;;;;;;;;x;;
true_cognatic_succession;Cognatic;Succession cognatique;Kognatisch;;Cognación;;;;;;;;;x;;
waldensian_charity_law;Waldensian Charity;Waldensian Charity;Waldensian Charity;;Waldensian Charity;;;;;;;;;x
waldensian_charity_law_desc;All Waldensian rulers are required to give a healthy amount of their wealth to the poor. The question is whether the act is an optional one, or whether such charity will be required by law amongst the ruler's vassals.;All Waldensian rulers are required to give a healthy amount of their wealth to the poor. The question is whether the act is an optional one, or whether such charity will be required by law amongst the ruler's vassals.;All Waldensian rulers are required to give a healthy amount of their wealth to the poor. The question is whether the act is an optional one, or whether such charity will be required by law amongst the ruler's vassals.;;All Waldensian rulers are required to give a healthy amount of their wealth to the poor. The question is whether the act is an optional one, or whether such charity will be required by law amongst the ruler's vassals.;;;;;;;;;x
wald_charity_0;Optional Charity;Optional Charity;Optional Charity;;Optional Charity;;;;;;;;;x
wald_charity_0_option;Optional;Optional;Optional;;Optional;;;;;;;;;x
wald_charity_0_desc;All charity amongst rulers is provided at their own volition. Unsurprisingly, this does not happen very often.;All charity amongst rulers is provided at their own volition. Unsurprisingly, this does not happen very often.;All charity amongst rulers is provided at their own volition. Unsurprisingly, this does not happen very often.;;All charity amongst rulers is provided at their own volition. Unsurprisingly, this does not happen very often.;;;;;;;;;x
wald_charity_1;Enforced Charity;Enforced Charity;Enforced Charity;;Enforced Charity;;;;;;;;;x
wald_charity_1_option;Enforced;Enforced;Enforced;;Enforced;;;;;;;;;x
wald_charity_1_desc;Charity amongst rulers is required by law -- a portion of all taxes are given to the poor, something that is appreciated by the Waldensian Church but rather disliked among feudal vassals.;Charity amongst rulers is required by law -- a portion of all taxes are given to the poor, something that is appreciated by the Waldensian Church but rather disliked among feudal vassals.;Charity amongst rulers is required by law -- a portion of all taxes are given to the poor, something that is appreciated by the Waldensian Church but rather disliked among feudal vassals.;;Charity amongst rulers is required by law -- a portion of all taxes are given to the poor, something that is appreciated by the Waldensian Church but rather disliked among feudal vassals.;;;;;;;;;x
