#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
# Plus Traits:
#
#
# Total: 164
##########################
minus_4_age_desc;This will reduce your ruler's starting age by 4. It disappears once the game begins.;;Verringert das Anfangsalter deines Herrschers um 4 und verschwindet, sobald das Spiel beginnt.;;;x
minus_8_age;-8 Age;;-8 Alter;;;x
minus_8_age_desc;This will reduce your ruler's starting age by 8. It disappears once the game begins.;;Das Startalter des Herrschers wird um 8 Jahre reduziert und verschwindet bei Spielbeginn.;;;x
minus_12_age;-12 Age;;-12 Alter;;;x
minus_12_age_desc;This will reduce your ruler's starting age by 12. It disappears once the game begins.;;Verringert das Startalter des Herrschers um 12 Jahre. Er verschwindet, sobald das Spiel beginnt.;;;x
minus_16_age;-16 Age;;-16 Alter;;;x
minus_16_age_desc;This will reduce your ruler's starting age by 16. It disappears once the game begins.;;Das Startalter des Herrschers wird um 16 Jahre verringert. Er verschwindet, sobald das Spiel beginnt.;;;x
minus_20_age;-20 Age;;-20 Alter;;;x
minus_20_age_desc;This will reduce your ruler's starting age by 20. It disappears once the game begins.;;Das Startalter des Herrschers wird um 20 Jahre verringert. Er verschwindet, sobald das Spiel beginnt.;;;x
minus_50_age;-50 Age;;-50 Alter;;;x
minus_50_age_desc;This will reduce your ruler's starting age by 50. It disappears once the game begins.;;Das Startalter des Herrschers wird um 50 Jahre reduziert. Er verschwindet, sobald das Spiel beginnt.;;;x
minus_100_age;-100 Age;;-100 Alter;;;x
minus_100_age_desc;This will reduce your ruler's starting age by 100. It disappears once the game begins.;;Verringert das Anfangsalter deines Herrschers um 100. Er verschwindet, sobald das Spiel beginnt.;;;x
montu;Mighty Bull of Montu;;;;;x
montu_desc;This character is a veteran of a Kemetic Great Holy War.;;;;;x
mujahid;Mujahid;;Mudschahid;;;x
mujahid_desc;This character is a veteran Mujahid.;;Dieser Charakter ist ein altgedienter Mudschahid.;;;x
mystery_mithras_corax;Corax;;Corax;;;x
mystery_mithras_corax_desc;This character has been initiated into the Mysteries of Mithras at the Corax level.;;Dieser Charakter wurde in die Mysterien des Mithras auf der Stufe Corax eingeweiht.;;;x
mystery_mithras_heliodromus;Heliodromus;;Heliodromus;;;x
mystery_mithras_heliodromus_desc;This character has been initiated into the Mysteries of Mithras at the Heliodromus level.;;Dieser Charakter wurde in die Mysterien des Mithras auf der Stufe Heliodromus eingeweiht.;;;x
mystery_mithras_leo;Leo;;Löwe;;;x
mystery_mithras_leo_desc;This character has been initiated into the Mysteries of Mithras at the Leo level.;;Dieser Charakter wurde auf der Stufe Löwe in die Mysterien des Mithras eingeweiht.;;;x
mystery_mithras_miles;Miles;;Miles;;;x
mystery_mithras_miles_desc;This character has been initiated into the Mysteries of Mithras at the Miles level.;;Dieser Charakter wurde auf der Stufe Miles in die Mysterien des Mithras eingeweiht.;;;x
mystery_mithras_nymphus;Nymphus;;Nymphus;;;x
mystery_mithras_nymphus_desc;This character has been initiated into the Mysteries of Mithras at the Nymphus level.;;Dieser Charakter wurde auf der Stufe Nymphus in die Mysterien des Mithras eingeweiht.;;;x
mystery_mithras_pater;Pater;;Pater;;;x
mystery_mithras_pater_desc;This character has been initiated into the Mysteries of Mithras at the Pater level.;;Dieser Charakter wurde auf der Stufe Pater in die Mysterien des Mithras eingeweiht.;;;x
mystery_mithras_perses;Perses;;Perses;;;x
mystery_mithras_perses_desc;This character has been initiated into the Mysteries of Mithras at the Perses level.;;Dieser Charakter wurde auf der Stufe Perses in die Mysterien des Mithras eingeweiht.;;;x
novellani;Novellani;;Novellani;;;x
novellani_desc;The Novellani typically travel town to town, preaching the Waldensian faith.;;Die Novellani reisen normalerweise von Stadt zu Stadt und predigen den waldensischen Glauben.;;;x
on_hajj_pagan;On Hajj;En pèlerinage;Auf Haddsch;;En el Hajj;x
on_hajj_pagan_desc;This [GetGirlWomanBoyMan] is on a pilgrimage to Mecca.;Ce personnage est en pèlerinage à La Mecque.;Dieser Charakter ist auf Pilgerreise nach Mekka.;;Este personaje está de peregrinación a La Meca.;x
paragon;Paragon;;Paragon;;;x
paragon_desc;This character is considered extremely pious and an example by others of their religion.;;Dieser Charakter gilt als äußerst fromm und ist für andere ein Beispiel für seine Religion.;;;x
perceptive;Perceptive;;Scharfsinnig;;;x
perceptive_desc;This character is sharp, possessing excellent senses and intuition.;;Dieser Charakter ist scharfsinnig und verfügt über ausgezeichnete Sinne und Intuition.;;;x
perfecti;Perfecti;;Perfekt;;;x
perfecti_desc;This member of the faithful has taken the sacrament of Consolamentum, thus purging them of their mortal sins and setting them on a path of zealotry, celibacy, and asceticism.;;Dieses Mitglied der Gläubigen hat das Sakrament des Consolamentum empfangen, wodurch es von seinen Todsünden gereinigt wurde und einen Weg des Eifers, des Zölibats und der Askese eingeschlagen hat.;;;x
perfecti_death;of extreme unnatural asceticism;;der extremen unnatürlichen Askese;;;x
poor_warrior;Novice Fighter;;Novize Kämpfer;;;x
poor_warrior_desc;This character understands the basics of combat, but is sloppy, overconfident, and inexperienced.;;Dieser Charakter versteht die Grundlagen des Kampfes, ist aber schlampig, übermütig und unerfahren.;;;x
powerful_voice;Powerful Voice;;Mächtige Stimme;;;x
powerful_voice_desc;This character speaks in an imposing tone that can persuade friends, frighten enemies, and inspire subordinates.;;Dieser Charakter spricht in einem imposanten Ton, der Freunde überzeugen, Feinde erschrecken und Untergebene inspirieren kann.;;;x
raider;Raider;;Räuber;;;x
raider_desc;A skilled and experienced raider, this character is known throughout the civilized world for their deeds.;;Dieser Charakter ist ein geschickter und erfahrener Räuber, der in der gesamten zivilisierten Welt für seine Taten bekannt ist.;;;x
raider_not_pagan;Raider;;Plünderer;;;x
raider_not_pagan_desc;A skilled and experienced raider, this character is known throughout the civilized world for their deeds.;;Dieser Charakter ist ein geschickter und erfahrener Plünderer, der in der ganzen zivilisierten Welt für seine Taten bekannt ist.;;;x
recognised_by_basileus;Recognized by Basileus;;Anerkannt vom Basileus;;;x
recognised_by_basileus_desc;This ruler has been recognized by the Basileus as the rightful Imperial governor of his theme.;;Dieser Herrscher ist vom Basileus als rechtmäßiger kaiserlicher Gouverneur seines Themas anerkannt worden.;;;x
saint;Saint;;Heiliger;;;x
saint_desc;This character is revered as a Christian saint, having been officially canonized by the head of their religion.;;Dieser Charakter wird als christlicher Heiliger verehrt, da er vom Oberhaupt seiner Religion offiziell heiliggesprochen wurde.;;;x
sandaliati;Sandaliati;;Sandaliati;;;x
sandaliati_desc;The Sandaliati are the underground agents of the Waldensian Church.;;Die Sandaliati sind die Untergrundagenten der Waldenserkirche.;;;x
scarred_female;Scarred;;Vernarbt;;;x
scarred_female_desc;This character's warlike ways have left their mark upon her.;;Die kriegerische Lebensweise dieses Charakters hat ihre Spuren hinterlassen.;;;x
shiite_claimant;Imamah;;Imamah;;;x
shiite_claimant_desc;According to Shiite Muslims, this character is the rightful inheritor to Muhammad as the eldest male descendant of Ali.;;Nach Ansicht der schiitischen Muslime ist dieser Charakter als ältester männlicher Nachkomme Alis der rechtmäßige Erbe Muhammads.;;;x
skilled_warrior;Skilled Fighter;;Geschickter Kämpfer;;;x
skilled_warrior_desc;This character possesses a certain talent for battle and swordplay.;;Dieser Charakter besitzt ein gewisses Talent für den Kampf und den Umgang mit dem Schwert.;;;x
strong_basileus;Strong Basileus;;Starker Basileus;;;x
strong_basileus_desc;This ruler of the Byzantine Empire is recognized throughout the realm as strong and powerful.;;Dieser Herrscher des Byzantinischen Reiches ist im ganzen Reich als stark und mächtig anerkannt.;;;x
tall;Tall;;Groß;;;x
tall_desc;This character is of unusually tall and impressive stature.;;Dieser Charakter ist von ungewöhnlich großer und beeindruckender Statur.;;;x
tournament_winner;Tourney Champion;;Turniersieger;;;x
tournament_winner_desc;This character vanquished their foes at a grand tournament, and was named the champion.;;Dieser Charakter hat seine Feinde in einem großen Turnier besiegt und wurde zum Champion ernannt.;;;x
trained_warrior;Trained Fighter;;Ausgebildeter Kämpfer;;;x
trained_warrior_desc;This character has received training in the art of combat. While no master, they can hold their own in a fight.;;Dieser Charakter hat eine Ausbildung in der Kunst des Kampfes erhalten. Obwohl er kein Meister ist, kann er sich in einem Kampf behaupten.;;;x
teaching_daughter;Training Female Heir;Elève une fille comme héritière;Ausbildung eines weiblichen Erben;;;x
teaching_daughter_desc;This ruler is bringing up a daughter as a proper heir.;Ce dirigeant élève une fille comme sa vraie héritière.;Dieser Herrscher erzieht eine Tochter zu einer richtigen Erbin.;;;x
underhanded_rogue;Gruff Diplomat;;Grobschlächtiger Diplomat;;;x
underhanded_rogue_desc;The Gruff Diplomat is a rough but decently effective diplomat.;;Der ruppige Diplomat ist ein rauer, aber recht effektiver Diplomat.;;;x
vestalis;Vestalis;;Vestalis;;;x
vestalis_desc;This character is a member of the College of the Vestales, and has dedicated 30 years of her life in service to the goddess Vesta.;;Dieser Charakter ist Mitglied des Kollegiums der Vestalen und hat 30 Jahre seines Lebens in den Dienst der Göttin Vesta gestellt.;;;x
veteran;Veteran;;Veteran;;;x
veteran_desc;This character is a proven warrior.;;Dieser Charakter ist ein bewährter Krieger.;;;x
weak_basileus;Coronated Basileus;;Gekrönter Basileus;;;x
weak_basileus_desc;The ruler of the Byzantine Empire has been coronated, but is not considered strong enough to truly unify the support of the empire.;;Der Herrscher des Byzantinischen Reiches wurde gekrönt, wird aber nicht als stark genug angesehen, um die Unterstützung des Reiches wirklich zu vereinen.;;;x
wolf_warrior;Wolf Warrior;;Wolfskrieger;;;x
wolf_warrior_desc;This character is a veteran of the Sons of Gwydion.;;Dieser Charakter ist ein Veteran der Söhne von Gwydion.;;;x
wrymouth;Wrymouth;;Wrymouth;;;x
wrymouth_desc;This character was born with an oddly-shaped chin or jaw - perhaps it is too big, or too small. Hopefully, this facial feature won't spread with interbreeding.;;Dieser Charakter wurde mit einem seltsam geformten Kinn oder Kiefer geboren - vielleicht ist es zu groß oder zu klein. Hoffentlich breitet sich dieses Gesichtsmerkmal nicht durch Kreuzung aus.;;;x
tyrant1;Tyrant;;Tyrann;;;x
tyrant1_desc;This character has accumulated §R10§! points of tyranny. Tyranny goes away at the rate of §Y1§! points every §Y5§! years.;;Dieser Charakter hat §R10§! Punkte der Tyrannei angesammelt. Die Tyrannei schwindet alle §Y5§! Jahre um §Y1§! Punkte.;;;x
tyrant2;Tyrant;;Tyrann;;;x
tyrant2_desc;This character has accumulated §R20§! points of tyranny. Tyranny goes away at the rate of §Y1§! points every §Y5§! years.;;Dieser Charakter hat §R20§! Punkte an Tyrannei angesammelt. Die Tyrannei verschwindet mit einer Rate von §Y1§! Punkten alle §Y5§! Jahre.;;;x
tyrant3;Tyrant;;Tyrann;;;x
tyrant3_desc;This character has accumulated §R30§! points of tyranny. Tyranny goes away at the rate of §Y1§! points every §Y5§! years.;;Dieser Charakter hat §R30§! Punkte Tyrannei angesammelt. Die Tyrannei verschwindet mit einer Rate von §Y1§! Punkten alle §Y5§! Jahre.;;;x
tyrant4;Tyrant;;Tyrann;;;x
tyrant4_desc;This character has accumulated §R40§! points of tyranny. Tyranny goes away at the rate of §Y1§! points every §Y5§! years.;;Dieser Charakter hat §R40§! Punkte Tyrannei angesammelt. Die Tyrannei verschwindet mit einer Rate von §Y1§! Punkten alle §Y5§! Jahre.;;;x
tyrant5;Tyrant;;Tyrann;;;x
tyrant5_desc;This character has accumulated §R50§! points of tyranny. Tyranny goes away at the rate of §Y1§! points every §Y5§! years.;;Dieser Charakter hat §R50§! Punkte Tyrannei angesammelt. Die Tyrannei verschwindet mit einer Rate von §Y1§! Punkten alle §Y5§! Jahre.;;;x
minority_culture;Minority Culture;;Minderheitenkultur;;;x
minority_culture_desc;If selected using the Ruler Designer and if no top-realm provinces share your character's culture, your capital will be converted to character's culture. Any demesne province that's bordering your capital will have a 33% chance of conversion. This conversion will happen two weeks after game start.;;Wenn du mit dem Herrscherdesigner ausgewählt hast und keine Provinzen des oberen Reiches die Kultur deines Charakters teilen, wird deine Hauptstadt in die Kultur deines Charakters umgewandelt. Jede Provinz, die an deine Hauptstadt grenzt, hat eine 33%ige Chance auf Umwandlung. Diese Umwandlung findet zwei Wochen nach Spielbeginn statt.;;;x
baby_boy_fair;Baby (Boy);;Baby (Junge);;;x
baby_boy_tanned;Baby (Boy);;Baby (Junge);;;x
baby_boy_dark;Baby (Boy);;Baby (Junge);;;x
baby_boy_darker;Baby (Boy);;Baby (Junge);;;x
baby_girl_fair;Baby (Girl);;Baby (Mädchen);;;x
baby_girl_tanned;Baby (Girl);;Baby (Mädchen);;;x
baby_girl_dark;Baby (Girl);;Baby (Mädchen);;;x
baby_girl_darker;Baby (Girl);;Baby (Mädchen);;;x
uncrowned;Uncrowned;;Ungekrönt;;;x
uncrowned_desc;The character has not yet been officially coronated, and thus there remain vassals who claim they are not the rightful ruler.;;Der Charakter ist noch nicht offiziell gekrönt worden, so dass es noch Vasallen gibt, die behaupten, er sei nicht der rechtmäßige Herrscher.;;;x
chalc_cardinal;Cardinal;;Kardinal;;;x
chalc_cardinal_desc;This character is a Latin Cardinal, and thus in line to assume the office of Pope.;;Dieser Charakter ist ein lateinischer Kardinal und damit in der Warteschlange für das Amt des Papstes.;;;x
counterspy;Informant;;Informant;;;x
counterspy_desc;This character has revealed a plot.;;Dieser Charakter hat eine Verschwörung aufgedeckt.;;;x
customize_ruler;Customize Ruler Dynasty;;Herrscherdynastie anpassen;;;x
customize_ruler_desc;If selected using the Ruler Designer, you will be able to select any character of your culture and assign their relation to you, if one is valid, or just assume their dynasty as a 'distant relation', provided you are not also a bastard (in which case you will keep your current dynasty). To do so, right-click on their portrait and select the 'Assume Dynasty' decision in their diplomatic menu. You will have the option to back out, if you so choose, and you may only use this option within the first 15 days of the game. After that, the trait is useless.;;Wenn ihr den Herrscherdesigner benutzt, könnt ihr einen beliebigen Charakter eurer Kultur auswählen und dessen Verwandtschaft zu euch zuordnen, sofern eine solche besteht, oder einfach dessen Dynastie als 'entfernter Verwandter' übernehmen, sofern ihr nicht auch ein Bastard seid (in diesem Fall behaltet ihr eure aktuelle Dynastie). Klicken Sie dazu mit der rechten Maustaste auf ihr Porträt und wählen Sie im diplomatischen Menü die Option 'Dynastie übernehmen'. Sie haben die Möglichkeit, die Entscheidung rückgängig zu machen, wenn Sie dies wünschen, und Sie können diese Option nur innerhalb der ersten 15 Tage des Spiels nutzen. Danach ist die Eigenschaft nutzlos.;;;x
doctores;Doctores;;Doktoren;;;x
doctores_desc;The Doctores are considered the wisest of the Waldensian Church, those who train the Novellani.;;Die Doctores gelten als die Weisesten der Waldenserkirche und bilden die Novellani aus.;;;x
druid;Druid;;Druide;;;x
druid_desc;The druid's knowledge of the ancient Celtic ballads and of sacred traditions is great and their power among the Celts is without equal.;;Das Wissen der Druiden um die alten keltischen Balladen und heiligen Traditionen ist groß und ihre Macht unter den Kelten ist unvergleichlich.;;;x
druze_ajawid;Ajawid;;Ajawid;;;x
druze_ajawid_desc;A Druze initiate who has risen in rank and is thus now recognized as an authority amongst other Druze. This is the closest the Druze come to having true clergy or religious leadership.;;Ein drusischer Eingeweihter, der im Rang aufgestiegen ist und daher von anderen Drusen als Autorität anerkannt wird. Dies kommt einer echten klerikalen oder religiösen Führung der Drusen am nächsten.;;;x
druze_juhhal;Juhhal;;Juhhal;;;x
druze_juhhal_desc;Known as 'the Ignorant', Juhhal are members of the Druze faith who have taken the Pact of Time, but have not been initiated. These are the majority of the faithful: they are not granted access to the Druze holy literature or allowed to attend the initiated religious meetings of the 'uqqal.;;Juhhal, auch bekannt als "die Unwissenden", sind Mitglieder des drusischen Glaubens, die den Pakt der Zeit geschlossen haben, aber nicht initiiert wurden. Sie sind die Mehrheit der Gläubigen: Sie haben keinen Zugang zur heiligen Literatur der Drusen und dürfen nicht an den religiösen Versammlungen der Eingeweihten teilnehmen.;;;x
druze_uqqal;Uqqal;;Uqqal;;;x
druze_uqqal_desc;A member of the Druze initiates, known as 'uqqal, who alone know Druze doctrine, participate fully in the Druze religious services, and have access to Druze scripture.;;Ein Mitglied der drusischen Eingeweihten, bekannt als 'uqqal, das allein die drusische Lehre kennt, in vollem Umfang an den drusischen Gottesdiensten teilnimmt und Zugang zu den drusischen Schriften hat.;;;x
exalted1;Exalted;;Erhabener;;;x
exalted1_desc;This character is considered extremely impressive, having earned a place in history for their feats.;;Dieser Charakter gilt als äußerst beeindruckend und hat sich durch seine Taten einen Platz in der Geschichte verdient.;;;x
exalted2;Exalted;;Erhaben;;;x
exalted2_desc;This character is considered extremely impressive, having earned a place in history for their feats.;;Dieser Charakter gilt als äußerst beeindruckend und hat sich durch seine Taten einen Platz in der Geschichte verdient.;;;x
exalted3;Exalted;;Herausragend;;;x
exalted3_desc;This character is considered extremely impressive, having earned a place in history for their feats.;;Dieser Charakter gilt als äußerst beeindruckend und hat sich durch seine Taten einen Platz in der Geschichte verdient.;;;x
exalted4;Exalted;;Herausragend;;;x
exalted4_desc;This character is considered extremely impressive, having earned a place in history for their feats.;;Dieser Charakter gilt als äußerst beeindruckend und hat sich durch seine Taten einen Platz in der Geschichte verdient.;;;x
guelf;Guelf;;Guelf;;;x
guelf_desc;This character is supporting the true Pope against his liege's claimant to St. Peter's throne.;;Dieser Charakter unterstützt den wahren Papst gegen den Anspruch seines Lehnsherren auf den Thron des heiligen Petrus.;;;x
kharijite_kafir;Kafir;;Kafir;;;x
kharijite_kafir_desc;This character has been declared 'kafir', or an apostate to the Kharijite faith.;;Dieser Charakter wurde zum "Kafir" erklärt, also zum Abtrünnigen des kharidschitischen Glaubens.;;;x
retired_vestalis;Retired Vestalis;;Vestalis im Ruhestand;;;x
retired_vestalis_desc;This character has completed her 30 years of service in the College of the Vestales.;;Dieser Charakter hat seinen 30-jährigen Dienst im Kollegium der Vestalinnen beendet.;;;x
yazidi_pilgrim;Yazidi Pilgrim;;Yazidischer Pilger;;;x
yazidi_pilgrim_desc;This character made the long journey to Lalish to attend the Feast of Assembly.;;Dieser Charakter hat die lange Reise nach Lalish unternommen, um am Fest der Versammlung teilzunehmen.;;;x
# Unused
old50;Old;;Alte;;;x
old50_death;a natural death;;ein natürlicher Tod;;;x
old50_desc;This character has reached old age with all the aches and pains but also wisdom that it brings.;;Diese Figur hat das Alter erreicht, mit all den Beschwerden und Schmerzen, aber auch der Weisheit, die es mit sich bringt.;;;x
old60;Old;;Alt;;;x
old60_death;a natural death;;ein natürlicher Tod;;;x
old60_desc;This character has reached old age with all the aches and pains but also wisdom that it brings.;;Diese Figur hat das Alter erreicht, mit all den Schmerzen, aber auch mit der Weisheit, die es mit sich bringt.;;;x
old70;Old;;Alt;;;x
old70_death;a natural death;;ein natürlicher Tod;;;x
old70_desc;This character has reached old age with all the aches and pains but also wisdom that it brings.;;Diese Figur hat das Alter erreicht, mit all den Schmerzen, aber auch mit der Weisheit, die es mit sich bringt.;;;x
old80;Old;;Alt;;;x
old80_death;a natural death;;ein natürlicher Tod;;;x
old80_desc;This character has reached old age with all the aches and pains but also wisdom that it brings.;;Diese Figur hat das Alter erreicht, mit all den Schmerzen, aber auch mit der Weisheit, die es mit sich bringt.;;;x
old90;Old;;Alt;;;x
old90_death;a natural death;;ein natürlicher Tod;;;x
old90_desc;This character has reached old age with all the aches and pains but also wisdom that it brings.;;Dieser Charakter hat ein hohes Alter erreicht, mit allen Schmerzen und Leiden, aber auch mit der Weisheit, die es mit sich bringt.;;;x
shattered_realm_victim_trait;Shattered Realm Victim;;Opfer des Zerschmetterten Reiches;;;x
shattered_realm_victim_trait_desc;This poor person will not survive the shattering.;;Diese arme Person wird die Zertrümmerung nicht überleben.;;;x
young1;Toddler;;Kleinkind;;;x
young1_desc;This character is a very young child. Toddlers are especially vulnerable to illnesses, and having one as a ruler is a recipe for an unstable realm.;;Dieser Charakter ist ein sehr junges Kind. Kleinkinder sind besonders anfällig für Krankheiten, und ein solches Kind als Herrscher zu haben, ist ein Rezept für ein instabiles Reich.;;;x
young6;Child;;Kind;;;x
young6_desc;This character has survived the most dangerous years of childhood. Nonetheless they are still a child, and will face dissent if they become the ruler of a realm.;;Diese Figur hat die gefährlichsten Jahre der Kindheit überlebt. Dennoch ist er immer noch ein Kind und wird auf Ablehnung stoßen, wenn er der Herrscher eines Reiches wird.;;;x
young16;Young;;Jung;;;x
young16_desc;This character is young and full of life. Though healthier, young characters are not as experienced and respected as their older peers.;;Dieser Charakter ist jung und voller Leben. Obwohl sie gesünder sind, sind junge Charaktere nicht so erfahren und respektiert wie ihre älteren Mitstreiter.;;;x
# Vanilla addition
lunatic_death;from self inflicted wounds;;aus selbst zugefügten Wunden;;;x
