ca_culture_group_iberian_4;Large Caballero Training Ground;Lice des cabelleros;Großer Cabarello-Übungsplatz;;Zona de entrenamiento de caballeros grande;;;;;;;;;x
ca_culture_group_iberian_5;Great Caballero Training Ground;Lice des cabelleros;Großer Cabarello-Übungsplatz;;Zona de entrenamiento de caballeros grande;;;;;;;;;x
ca_culture_group_north_germanic_1;Small Housecarl Training Ground;Petit terrain d'entraînement des housecarls;Kleines Huscarl-Übungsgelände;;Pequeño campo de entrenamiento de huscarlesx;;;;;;;;;x
ca_culture_group_north_germanic_2;Housecarl Training Ground;Terrain d'entraînement des housecarls;Huscarl-Übungsgelände;;Campo de entrenamiento de huscarlesx;;;;;;;;;x
ca_culture_group_north_germanic_3;Medium Housecarl Training Ground;Grand terrain d'entraînement des housecarls;Großes Huscarl-Übungsgelände;;Gran campo de entrenamiento de huscarlesx;;;;;;;;;x
ca_culture_group_north_germanic_4;Large Housecarl Training Ground;Très grand terrain d'entraînement des housecarls;Sehr großes Huscarl-Übungsgelände;;Enorme campo de entrenamiento de huscarlesx;;;;;;;;;x
ca_culture_group_north_germanic_5;Great Housecarl Training Ground;Très grand terrain d'entraînement des housecarls;Sehr großes Huscarl-Übungsgelände;;Enorme campo de entrenamiento de huscarlesx;;;;;;;;;x
ca_culture_group_south_slavic_1;Small Gusar Training Ground;Petit terrain d'entraînement des gusars;Kleines Gusaren-Reitgelände;;Pequeño campo de entrenamiento de Gusarx;;;;;;;;;x
ca_culture_group_south_slavic_2;Gusar Training Ground;Terrain d'entraînement des gusars;Gusaren-Reitgelände;;Campo de entrenamiento de Gusarx;;;;;;;;;x
ca_culture_group_south_slavic_3;Medium Gusar Training Ground;Grand terrain d'entraînement des gusars;Großes Gusaren-Reitgelände;;Gran campo de entrenamiento de Gusarx;;;;;;;;;x
ca_culture_group_south_slavic_4;Large Gusar Training Ground;Très grand terrain d'entraînement des gusars;Sehr großes Gusaren-Reitgelände;;Enorme campo de entrenamiento de Gusarx;;;;;;;;;x
ca_culture_group_south_slavic_5;Great Gusar Training Ground;Très grand terrain d'entraînement des gusars;Sehr großes Gusaren-Reitgelände;;Enorme campo de entrenamiento de Gusarx;;;;;;;;;x
ca_culture_hungarian_1;Small Hussar Training Ground;Petit terrain d'entraînement des hussards;Kleines Huscarl-Übungsgelände;;Pequeño campo de entrenamiento de húsaresx;;;;;;;;;x
ca_culture_hungarian_2;Hussar Training Ground;Terrain d'entraînement des hussards;Husaren-Übungsgelände;;Campo de entrenamiento de húsaresx;;;;;;;;;x
ca_culture_hungarian_3;Medium Hussar Training Ground;Grand terrain d'entraînement des hussards;Großes Husaren-Übungsgelände;;Gran campo de entrenamiento de húsaresx;;;;;;;;;x
ca_culture_hungarian_4;Large Hussar Training Ground;Très grand terrain d'entraînement des hussards;Sehr großes Husaren-Übungsgelände;;Enorme campo de entrenamiento de húsaresx;;;;;;;;;x
ca_culture_hungarian_5;Great Hussar Training Ground;Très grand terrain d'entraînement des hussards;Sehr großes Husaren-Übungsgelände;;Enorme campo de entrenamiento de húsaresx;;;;;;;;;x
ca_culture_irish_1;Small Gallowglass Training Ground;Petit terrain d'entraînement des mercenaires irlandais;Kleines Gallowglass-Reitgelände;;Pequeño campo de entrenamiento de Gallowglassx;;;;;;;;;x
ca_culture_irish_2;Gallowglass Training Ground;Terrain d'entraînement des mercenaires irlandais;Gallowglass-Reitgelände;;Campo de entrenamiento de Gallowglassx;;;;;;;;;x
ca_culture_irish_3;Medium Gallowglass Training Ground;Grand terrain d'entraînement des mercenaires irlandais;Großes Gallowglass-Reitgelände;;Gran campo de entrenamiento de Gallowglassx;;;;;;;;;x
ca_culture_irish_4;Large Gallowglass Training Ground;Très grand terrain d'entraînement des mercenaires irlandais;Sehr großes Gallowglass-Reitgelände;;Enorme campo de entrenamiento de Gallowglassx;;;;;;;;;x
ca_culture_irish_5;Great Gallowglass Training Ground;Très grand terrain d'entraînement des mercenaires irlandais;Sehr großes Gallowglass-Reitgelände;;Enorme campo de entrenamiento de Gallowglassx;;;;;;;;;x
ca_culture_italian_1;Small Pike Training Ground;Terrain des picchiere;Kleiner Pikenier-Übungsplatz;;Zona de entrenamiento con lanza pequeñax;;;;;;;;;x
ca_culture_italian_2;Pike Training Ground;Camp des picchiere;Pikenier-Übungsplatz;;Zona de entrenamiento con lanzax;;;;;;;;;x
ca_culture_italian_3;Medium Pike Training Ground;Quartier des picchiere;Großer Pikenier-Übungsplatz;;Zona de entrenamiento con lanza grandex;;;;;;;;;x
ca_culture_italian_4;Large Pike Training Ground;Quartier des picchiere;Großer Pikenier-Übungsplatz;;Zona de entrenamiento con lanza grandex;;;;;;;;;x
ca_culture_italian_5;Great Pike Training Ground;Quartier des picchiere;Großer Pikenier-Übungsplatz;;Zona de entrenamiento con lanza grandex;;;;;;;;;x
ca_culture_jewish_1;Jewish Heavy Infantry Barracks;Caserne d’infanterie lourde juive;Übungsplatz für Judische Schwere Infanterie;;Barracas de Infantería Pesada judia;;;;;;;;;x
ca_culture_jewish_1_desc;This is where the elite infantry serving a Jewish ruler is trained. Special care is taken to equip the soldiers with the finest heavy armor that money can buy. This, combined with rigorous training and iron discipline, makes them an elite force to be truly feared.;C’est là que l’infanterie d’élite au service d’un seigneur juif s’entraîne. Une attention spéciale est donnée pour équiper les soldats avec les meilleures armures lourdes qui puissent être achetées. Cela, combiné avec l’entraînement rigoureux et une discipline de fer, font de ces soldats une terrifiante force d’élite.;;;Aquí es donde se entrena la infantería de élite que sirve a los señores judios. Se pone especial atención en equipar a los soldados con la mejor armadura que el dinero pueda comprar. Combinado esto con el entrenamiento riguroso y la disciplina férrea, hacen que estas fuerzas de élite sean realmente temidas.;;;;;;;;;x
ca_culture_jewish_2;Jewish Heavy Infantry Barracks;Caserne d’infanterie lourde juive;Übungsplatz für Judische Schwere Infanterie;;Barracas de Infantería Pesada judia;;;;;;;;;x
ca_culture_jewish_3;Jewish Heavy Infantry Barracks;Caserne d’infanterie lourde juive;Übungsplatz für Judische Schwere Infanterie;;Barracas de Infantería Pesada judia;;;;;;;;;x
ca_culture_jewish_4;Jewish Heavy Infantry Barracks;Caserne d’infanterie lourde juive;Übungsplatz für Judische Schwere Infanterie;;Barracas de Infantería Pesada judia;;;;;;;;;x
ca_culture_jewish_5;Jewish Heavy Infantry Barracks;Caserne d’infanterie lourde juive;Übungsplatz für Judische Schwere Infanterie;;Barracas de Infantería Pesada judia;;;;;;;;;x
ca_culture_levantine_arabic_1;Small Levant Training Field;Petite piste d'entraînement pour chameaux;Kleines Kamel-Reitgelände;;Pequeño campo de monta de camellos;;;;;;;;;x
ca_culture_levantine_arabic_2;Levant Training Field;Piste d'entraînement pour chameaux;Kamel-Reitgelände;;Campo de monta de camellos;;;;;;;;;x
ca_culture_levantine_arabic_3;Medium Levant Training Field;Grande piste d'entraînement pour chameaux;Großes Kamel-Reitgelände;;Gran campo de monta de camellos;;;;;;;;;x
ca_culture_levantine_arabic_4;Large Levant Training Field;Très grande piste d'entraînement pour chameaux;Sehr großes Kamel-Reitgelände;;Enorme campo de monta de camellos;;;;;;;;;x
ca_culture_levantine_arabic_5;Great Levant Training Field;Très grande piste d'entraînement pour chameaux;Sehr großes Kamel-Reitgelände;;Enorme campo de monta de camellos;;;;;;;;;x
ca_culture_maghreb_arabic_1;Small Maghreb Gathering Grounds;Petite piste d'entraînement pour chameaux;Kleines Kamel-Reitgelände;;Pequeño campo de monta de camellos;;;;;;;;;x
ca_culture_maghreb_arabic_2;Maghreb Gathering Grounds;Piste d'entraînement pour chameaux;Kamel-Reitgelände;;Campo de monta de camellos;;;;;;;;;x
ca_culture_maghreb_arabic_3;Medium Maghreb Gathering Grounds;Grande piste d'entraînement pour chameaux;Großes Kamel-Reitgelände;;Gran campo de monta de camellos;;;;;;;;;x
ca_culture_maghreb_arabic_4;Large Maghreb Gathering Grounds;Très grande piste d'entraînement pour chameaux;Sehr großes Kamel-Reitgelände;;Enorme campo de monta de camellos;;;;;;;;;x
ca_culture_maghreb_arabic_5;Great Maghreb Gathering Grounds;Très grande piste d'entraînement pour chameaux;Sehr großes Kamel-Reitgelände;;Enorme campo de monta de camellos;;;;;;;;;x
ca_culture_nahuatl_1;Tiny Aztec Pyramid;Petite piste d'entraînement pour chameaux;Kleines Kamel-Reitgelände;;Pequeño campo de monta de camellos;;;;;;;;;x
ca_culture_nahuatl_2;Small Aztec Pyramid;Piste d'entraînement pour chameaux;Kamel-Reitgelände;;Campo de monta de camellos;;;;;;;;;x
ca_culture_nahuatl_3;Aztec Pyramid;Grande piste d'entraînement pour chameaux;Großes Kamel-Reitgelände;;Gran campo de monta de camellos;;;;;;;;;x
ca_culture_nahuatl_4;Large Aztec Pyramid;Très grande piste d'entraînement pour chameaux;Sehr großes Kamel-Reitgelände;;Enorme campo de monta de camellos;;;;;;;;;x
ca_culture_nahuatl_5;Great Aztec Pyramid;Très grande piste d'entraînement pour chameaux;Sehr großes Kamel-Reitgelände;;Enorme campo de monta de camellos;;;;;;;;;x
ca_culture_roman_1;Vegrandus Campus Martius;Vegrandus Campus Martius;Vegrandus Campus Martius;;Vegrandus Campus Martius;;;;;;;;;x
ca_culture_roman_1_desc;The “Campus Martius” (or field of mars) is where military training for legionaries is carried out. Traditionally the training consisted of using training weapons that were much heavier than the actual weapon. The recruits place a stake in the training field and attack it as if it were an enemy. Commoners will generally come and spurn the young men on with cheering as well.;The “Campus Martius” (or field of mars) is where military training for legionaries is carried out. Traditionally the training consisted of using training weapons that were much heavier than the actual weapon. The recruits place a stake in the training field and attack it as if it were an enemy. Commoners will generally come and spurn the young men on with cheering as well.;The “Campus Martius” (or field of mars) is where military training for legionaries is carried out. Traditionally the training consisted of using training weapons that were much heavier than the actual weapon. The recruits place a stake in the training field and attack it as if it were an enemy. Commoners will generally come and spurn the young men on with cheering as well.;;The “Campus Martius” (or field of mars) is where military training for legionaries is carried out. Traditionally the training consisted of using training weapons that were much heavier than the actual weapon. The recruits place a stake in the training field and attack it as if it were an enemy. Commoners will generally come and spurn the young men on with cheering as well.;;;;;;;;;x
ca_culture_roman_2;Medius Campus Martius;Medius Campus Martius;Medius Campus Martius;;Medius Campus Martius;;;;;;;;;x
ca_culture_roman_3;Campus Martius;Campus Martius;Campus Martius;;Campus Martius;;;;;;;;;x
ca_culture_roman_4;Magnus Campus Martius;Magnus Campus Martius;Magnus Campus Martius;;Magnus Campus Martius;;;;;;;;;x
ca_culture_russian_1;Small Druzhina Training Ground;Camp des druzhinas;Kleiner Druschina-Übungsplatz;;Zona de entrenamiento de tropas selectas pequeñax;;;;;;;;;x
ca_culture_russian_2;Druzhina Training Ground;Garde des druzhinas;Druschina-Übungsplatz;;Zona de entrenamiento de tropas selectasx;;;;;;;;;x
ca_culture_russian_3;Medium Druzhina Training Ground;Garnison des druzhinas;Großer Druschina-Übungsplatz;;Zona de entrenamiento de tropas selectas grandex;;;;;;;;;x
ca_culture_russian_4;Large Druzhina Training Ground;Garnison des druzhinas;Großer Druschina-Übungsplatz;;Zona de entrenamiento de tropas selectas grandex;;;;;;;;;x
ca_culture_russian_5;Great Druzhina Training Ground;Garnison des druzhinas;Großer Druschina-Übungsplatz;;Zona de entrenamiento de tropas selectas grandex;;;;;;;;;x
ca_culture_saxon_english_1;Small Longbow Range;Archerie d’arc long;Langbogen-Schießplatz;;Arquería de arco largox;;;;;;;;;x
ca_culture_saxon_english_2;Longbow Range;Archerie d’arc long;Langbogen-Schießplatz;;Arquería de arco largox;;;;;;;;;x
ca_culture_saxon_english_3;Expanded Longbow Range;Grande archerie d’arc long;Erweiterter Langbogen-Schießplatz;;Arquería de arco largo ampliadax;;;;;;;;;x
ca_culture_saxon_english_4;Large Longbow Range;Arbalétrerie;Großer Langbogen-Schießplatz;;Arquería de arco largo grandex;;;;;;;;;x
ca_culture_saxon_english_5;Great Large Longbow Range;Arbalétrerie;Großer Langbogen-Schießplatz;;Arquería de arco largo grandex;;;;;;;;;x
ca_culture_scottish_1;Small Schiltron Training Ground;Terrain de piquiers;Kleiner Schiltron-Übungsplatz;;Zona de entrenamiento de falanges pequeñax;;;;;;;;;x
ca_culture_scottish_2;Schiltron Training Ground;Quartier des lanciers;Mittlerer Schiltron-Übungsplatz;;Zona de entrenamiento de falanges medianax;;;;;;;;;x
ca_culture_scottish_3;Medium Schiltron Training Ground;Quartier des schiltrons;Großer Schiltron-Übungsplatz;;Zona de entrenamiento de falanges grandex;;;;;;;;;x
ca_culture_scottish_4;Large Schiltron Training Ground;Quartier des Hallebardiers;Riesiger Schiltron-Übungsplatz;;Zona de entrenamiento de falanges muy grandex;;;;;;;;;x
ca_culture_scottish_5;Great Schiltron Training Ground;Quartier des Hallebardiers;Riesiger Schiltron-Übungsplatz;;Zona de entrenamiento de falanges muy grandex;;;;;;;;;x
ca_culture_west_african_1;Small West African Free Warrior Lodge;Petit terrain d'exercice des Éthiopiens;Kleines Äthiopier-Reitgelände;;Pequeño campo de ejercicio etíopex;;;;;;;;;x
ca_culture_west_african_2;West African Free Warrior Lodge;Terrain d'exercice des Éthiopiens;Äthiopier-Reitgelände;;Campo de ejercicio etíopex;;;;;;;;;x
ca_culture_west_african_3;Medium West African Free Warrior Lodge;Grand terrain d'exercice des Éthiopiens;Großes Äthiopier-Reitgelände;;Gran campo de ejercicio etíopex;;;;;;;;;x
ca_culture_west_african_4;Large West African Free Warrior Lodge;Très grand terrain d'exercice des Éthiopiens;Sehr großes Äthiopier-Reitgelände;;Enorme campo de ejercicio etíopex;;;;;;;;;x
ca_culture_west_african_5;Great West African Free Warrior Lodge;Très grand terrain d'exercice des Éthiopiens;Sehr großes Äthiopier-Reitgelände;;Enorme campo de ejercicio etíopex;;;;;;;;;x
ca_imperial_dec_1;Imperial Administration;Imperial Administration;Imperial Administration;;Imperial Administration;;;;;;;;;x
ca_imperial_dec_2;Imperial Administration;Imperial Administration;Imperial Administration;;Imperial Administration;;;;;;;;;x
ca_imperial_dec_3;Imperial Administration;Imperial Administration;Imperial Administration;;Imperial Administration;;;;;;;;;x
ca_imperial_dec_4;Imperial Administration;Imperial Administration;Imperial Administration;;Imperial Administration;;;;;;;;;x
ca_imperial_dec_5;Imperial Administration;Imperial Administration;Imperial Administration;;Imperial Administration;;;;;;;;;x
ca_imperial_dec_6;Imperial Administration;Imperial Administration;Imperial Administration;;Imperial Administration;;;;;;;;;x
ca_imperial_dec_7;Imperial Administration;Imperial Administration;Imperial Administration;;Imperial Administration;;;;;;;;;x
ca_imperial_dec_8;Imperial Administration;Imperial Administration;Imperial Administration;;Imperial Administration;;;;;;;;;x
ca_imperial_dec_desc;The decadence of the Imperial government has reduced its effectiveness at recruiting and maintaining a standing army.;The decadence of the Imperial government has reduced its effectiveness at recruiting and maintaining a standing army.;The decadence of the Imperial government has reduced its effectiveness at recruiting and maintaining a standing army.;;The decadence of the Imperial government has reduced its effectiveness at recruiting and maintaining a standing army.;;;;;;;;;x
ca_order_house;Order House;Maison de l'Ordre;Ordenshaus;;Order House;;;;;;;;;x
ca_study_1;Castle Study;Bureau du château;Burg Arbeitszimmer;;Castle Study;;;;;;;;;x
ca_study_2;Castle Library;Bibliothèque du Château;Burg Bücherei;;Castle Library;;;;;;;;;x
ca_study_3;Castle Archives;Archives du château;Burgarchiv;;Castle Archives;;;;;;;;;x
ca_study_4;Royal Archives;Archives royales;Königliche Archive;;Royal Archives;;;;;;;;;x
ft_upgrade_1;Reinforced Fort;Reinforced Fort;Reinforced Fort;;Reinforced Fort;;;;;;;;;x
ft_upgrade_2;Advanced Fort;Advanced Fort;Advanced Fort;;Advanced Fort;;;;;;;;;x
ft_upgrade_3;Superior Fort;Superior Fort;Superior Fort;;Superior Fort;;;;;;;;;x
ft_upgrade_4;Large Advanced Fort;Large Advanced Fort;Large Advanced Fort;;Large Advanced Fort;;;;;;;;;x
ft_upgrade_5;Large Superior Fort;Large Superior Fort;Large Superior Fort;;Large Superior Fort;;;;;;;;;x
ft_upgrade_1_desc;Standard forts are useful only for holding an empty province. They need to be upgraded in order to possess real fortifications or garrisons.;Standard forts are useful only for holding an empty province. They need to be upgraded in order to possess real fortifications or garrisons.;Standard forts are useful only for holding an empty province. They need to be upgraded in order to possess real fortifications or garrisons.;;Standard forts are useful only for holding an empty province. They need to be upgraded in order to possess real fortifications or garrisons.;;;;;;;;;x
ft_command_post;Command Post;;;;;;;;;;;;;x
ft_command_post_desc;Forts with a command post increase the size of local garrison, troop morale and provide a seat for one additional commander.;;;;;;;;;;;;;x
ft_ditch_1;Basic Ditch;;;;;;;;;;;;;x
ft_ditch_2;Upgraded Ditch;;;;;;;;;;;;;x
ft_ditch_3;Advanced Ditch;;;;;;;;;;;;;x
ft_ditch_4;Moat;;;;;;;;;;;;;x
ft_ditch_5;Drawbridge Moat;;;;;;;;;;;;;x
ft_ditch_1_desc;A ditch is an obstacle, designed to slow down or break up an attacking force. Upgrading the ditch will increase the fort level.;;;;;;;;;;;;;x
ft_ditch_4_desc;A moat is a deep, broad ditch, filled with water, that surrounds the fort, and provides it with a preliminary line of defence.;;;;;;;;;;;;;x
ft_ditch_5_desc;A moat is a deep, broad ditch, filled with water, that surrounds the fort, and provides it with a preliminary line of defence. Combined with a drawbridge it makes access to the fort nearly impossible.;;;;;;;;;;;;;x
ft_tower_1;Basic Tower;;;;;;;;;;;;;x
ft_tower_2;Upgraded Tower;;;;;;;;;;;;;x
ft_tower_3;Advanced Tower;;;;;;;;;;;;;x
ft_tower_4;Reinforced Tower;;;;;;;;;;;;;x
ft_tower_5;Superior Tower;;;;;;;;;;;;;x
ft_tower_1_desc;Archer Tower provides a higher ground for archers defending a fortification. With further upgrades, number of archers and their strength is increased.;;;;;;;;;;;;;x
tr_generic_road_1;Simple Paths;Simple Paths;Simple Paths;;Simple Paths;;;;;;;;;x
tr_generic_road_1_desc;This set of simple dirt roads has a few signs to help indicate where travelers and traders should go.;This simple dirt road has a few signs to help indicate where travelers and traders should go.;This simple dirt road has a few signs to help indicate where travelers and traders should go.;;This simple dirt road has a few signs to help indicate where travelers and traders should go.;;;;;;;;;x
tr_generic_road_2;Improved Paths;Improved Paths;Improved Paths;;Improved Paths;;;;;;;;;x
tr_generic_road_2_desc;The roads here have been improved with detailed signs posted as well as having been expanded to include some less travelled areas as part of this route. In addition the roads themselves have been improved, some areas even make use of cobblestone.;The roads here have been improved with detailed signs posted as well as having been expanded to include some less travelled areas as part of this route. In addition the roads themselves have been improved, some areas even make use of cobblestone.;The roads here have been improved with detailed signs posted as well as having been expanded to include some less travelled areas as part of this route. In addition the roads themselves have been improved, some areas even make use of cobblestone.;;The roads here have been improved with detailed signs posted as well as having been expanded to include some less travelled areas as part of this route. In addition the roads themselves have been improved, some areas even make use of cobblestone.;;;;;;;;;x
tr_generic_road_3;Highway;Highway;Highway;;Highway;;;;;;;;;x
tr_generic_road_3_desc;The roads here have been massively improved. Great care was taken to improve signage even further and large parts of the road now consist of some variant of stonework. Truely a trade route worthy of the name.;The roads here have been massively improved. Great care was taken to improve signage even further and large parts of the road now consist of some variant of stonework. Truely a trade route worthy of the name.;The roads here have been massively improved. Great care was taken to improve signage even further and large parts of the road now consist of some variant of stonework. Truely a trade route worthy of the name.;;The roads here have been massively improved. Great care was taken to improve signage even further and large parts of the road now consist of some variant of stonework. Truely a trade route worthy of the name.;;;;;;;;;x
tr_silk_road_1;Trade Post;;;;;;;;;;;;;x
tr_silk_road_1_desc;This is a small but vibrant trading post.;;;;;;;;;;;;;x
tr_silk_road_2;Thriving Trade Post;;;;;;;;;;;;;x
tr_silk_road_2_desc;This trading post's prosperity has allowed it to grow into a large town, offering more protection against raiders and brigands and thus attracting more merchants who prefer to stay here and trade.;;;;;;;;;;;;;x
tr_silk_road_3;Major Trading Hub;;;;;;;;;;;;;x
tr_silk_road_3_desc;This is a major trading hub, where merchants come from all directions to trade their wares. All goods and services known to civilized man can be found here, and a myriad of languages echo through the many streets and alleys.;;;;;;;;;;;;;x
tr_generic_toll_booth_1;Simple Toll Booth;Simple Toll Booth;Simple Toll Booth;;Simple Toll Booth;;;;;;;;;x
tr_generic_toll_booth_1_desc;This toll booth is very small, meagerly manned and the guards not very well trained in the manner of collecting tolls.;This toll booth is very meagerly manned and the guards not very well trained in the manner of collecting tolls.;This toll booth is very meagerly manned and the guards not very well trained in the manner of collecting tolls.;;This toll booth is very meagerly manned and the guards not very well trained in the manner of collecting tolls.;;;;;;;;;x
tr_generic_toll_booth_2;Toll Booth;Toll Booth;Toll Booth;;Toll Booth;;;;;;;;;x
tr_generic_toll_booth_2_desc;The toll booth has been expanded to better accomodate the guards. In addition specialized guards have been trained for further scrutiny of goods passing through here.;The toll booth has been expanded to better accomodate the guards. In addition specialized guards have been trained for further scrutiny of goods passing through here.;The toll booth has been expanded to better accomodate the guards. In addition specialized guards have been trained for further scrutiny of goods passing through here.;;The toll booth has been expanded to better accomodate the guards. In addition specialized guards have been trained for further scrutiny of goods passing through here.;;;;;;;;;x
tr_generic_toll_booth_3;Major Toll Booth;Major Toll Booth;Major Toll Booth;;Major Toll Booth;;;;;;;;;x
tr_generic_toll_booth_3_desc;This toll booth features a proper gate and porticullis, allowing only the most savvy of toll dodgers the ability to evade their dues.;This toll booth features a proper gate and porticullis, allowing only the most savvy of toll dodgers the ability to evade their dues.;This toll booth features a proper gate and porticullis, allowing only the most savvy of toll dodgers the ability to evade their dues.;;This toll booth features a proper gate and porticullis, allowing only the most savvy of toll dodgers the ability to evade their dues.;;;;;;;;;x
tr_trade_guild_1_desc;This small trade guild improves the value of the local trade network.;This small trade guild improves the value of the local trade network.;This small trade guild improves the value of the local trade network.;;This small trade guild improves the value of the local trade network.;;;;;;;;;x
tr_trade_guild_2_desc;This large trade guild improves the value of the local trade network.;This large trade guild improves the value of the local trade network.;This large trade guild improves the value of the local trade network.;;This large trade guild improves the value of the local trade network.;;;;;;;;;x
tr_trade_guild_3_desc;This is the headquarters of this network's trade guilds.;This is the headquarters of this network's trade guilds.;This is the headquarters of this network's trade guilds.;;This is the headquarters of this network's trade guilds.;;;;;;;;;x
tr_amber_road_trade_guild_1;Small Amber Road Trade Guild;;;;;;;;;;;;;x
tr_amber_road_trade_guild_2;Large Amber Road Trade Guild;;;;;;;;;;;;;x
tr_amber_road_trade_guild_3;Amber Road Trade Guild HQ;;;;;;;;;;;;;x
tr_atlantic_trade_guild_1;Small Atlantic Trade Guild;;;;;;;;;;;;;x
tr_atlantic_trade_guild_2;Large Atlantic Trade Guild;;;;;;;;;;;;;x
tr_atlantic_trade_guild_3;Atlantic Trade Guild HQ;;;;;;;;;;;;;x
tr_balkan_road_trade_guild_1;Small Balkan Road Trade Guild;;;;;;;;;;;;;x
tr_balkan_road_trade_guild_2;Large Balkan Road Trade Guild;;;;;;;;;;;;;x
tr_balkan_road_trade_guild_3;Balkan Road Trade Guild HQ;;;;;;;;;;;;;x
tr_baltic_trade_guild_1;Small Baltic Road Trade Guild;;;;;;;;;;;;;x
tr_baltic_trade_guild_2;Large Baltic Road Trade Guild;;;;;;;;;;;;;x
tr_baltic_trade_guild_3;Baltic Road Trade Guild HQ;;;;;;;;;;;;;x
tr_british_trade_guild_1;Small British Trade Guild;;;;;;;;;;;;;x
tr_british_trade_guild_2;Large British Trade Guild;;;;;;;;;;;;;x
tr_british_trade_guild_3;British Trade Guild HQ;;;;;;;;;;;;;x
tr_french_trade_guild_1;Small French Trade Guild;;;;;;;;;;;;;x
tr_french_trade_guild_2;Large French Trade Guild;;;;;;;;;;;;;x
tr_french_trade_guild_3;French Trade Guild HQ;;;;;;;;;;;;;x
tr_iberian_trade_guild_1;Small Iberian Trade Guild;;;;;;;;;;;;;x
tr_iberian_trade_guild_2;Large Iberian Trade Guild;;;;;;;;;;;;;x
tr_iberian_trade_guild_3;Iberian Trade Guild HQ;;;;;;;;;;;;;x
tr_mediterranean_trade_guild_1;Small Mediterranean Trade Guild;;;;;;;;;;;;;x
tr_mediterranean_trade_guild_2;Large Mediterranean Trade Guild;;;;;;;;;;;;;x
tr_mediterranean_trade_guild_3;Mediterranean Trade Guild HQ;;;;;;;;;;;;;x
tr_salt_road_trade_guild_1;Small Salt Road Trade Guild;;;;;;;;;;;;;x
tr_salt_road_trade_guild_2;Large Salt Road Trade Guild;;;;;;;;;;;;;x
tr_salt_road_trade_guild_3;Salt Road Trade Guild HQ;;;;;;;;;;;;;x
tr_customs_house_1;Small Customs House;;;;;;;;;;;;;x
tr_customs_house_1_desc;This building collects duties from passing traders;;;;;;;;;;;;;x
tr_customs_house_2;Customs House;;;;;;;;;;;;;x
tr_customs_house_2_desc;By expanding the structure we can more effectively collect duties;;;;;;;;;;;;;x
tr_customs_house_3;Large Customs House;;;;;;;;;;;;;x
tr_customs_house_3_desc;With further expansions to the building, as well as improvements in the bureaucracy itself, we can squeeze the maximum potential duties out of the traders;;;;;;;;;;;;;x
tr_tp_garrison_1;Small Trade Garrison;;;;;;;;;;;;;x
tr_tp_garrison_1_desc;Small Garrison to protect a trade post;;;;;;;;;;;;;x
tr_tp_garrison_2;Trade Garrison;;;;;;;;;;;;;x
tr_tp_garrison_2_desc;Garrison to protect a trade post with regular patrols to guard the route;;;;;;;;;;;;;x
tr_tp_garrison_3;Large Trade Garrison;;;;;;;;;;;;;x
tr_tp_garrison_3_desc;Large Garrison to protect the route with regular patrols and watchtowers along the way;;;;;;;;;;;;;x
ca_palaceaachen;Cathedral of Aachen;;;;;;;;;;;;;x
ca_palaceaachen_desc;The majestic Cathedral of Aachen proudly looks over its city. It is a sign of powerful realm ruled by even more powerful ruler.;;;;;;;;;;;;;x
ca_gizehpyramid;Pyramids of Giza;;;;;;;;;;;;;x
ca_gizehpyramid_desc;These ancient reminders of long lost civilization bring many wonderers here.;;;;;;;;;;;;;x
ca_petra;Petra;;;;;;;;;;;;;x
ca_petra_desc;This rock-cut city was abandoned after an earthquake struck it many centuries ago, but it can still teach us many things about architecture.;;;;;;;;;;;;;x
ct_visbyringmur;Visby City Walls;;;;;;;;;;;;;x
ct_visbyringmur_desc;Massive walls that protect the city against any foes.;;;;;;;;;;;;;x
ca_hadrianswall;Hadrian's Wall;;;;;;;;;;;;;x
ca_hadrianswall_desc;Former northern border of the mighty Roman Empire that can still be used against enemies.;;;;;;;;;;;;;x
ca_agrafort;Agra Fort;;;;;;;;;;;;;x
ca_agrafort_desc;This walled city serves as a showcase of power and influence, aswell as a wealth of a strong realm.;;;;;;;;;;;;;x
tr_quarantine_1;Quarantine;;;;;;;;;;;;;x
tr_quarantine_1_desc;Physicians will setup a detached hospital ward near a trade post and examine all incoming traders. Should it be necessary they will be placed into isolation before being allowed into the city.;;;;;;;;;;;;;x
tr_quarantine_2;Port Quarantine;;;;;;;;;;;;;x
tr_quarantine_2_desc;All incoming ships will be isolated for some time before being allowed to dock at the trade post.;;;;;;;;;;;;;x
tr_rus_road_trade_guild_1;Small Rus Road Trade Guild;;;;;;;;;;;;;x
tr_rus_road_trade_guild_2;Large Rus Road Trade Guild;;;;;;;;;;;;;x
tr_rus_road_trade_guild_3;Rus Road Trade Guild HQ;;;;;;;;;;;;;x
ca_estate_1;Small Estates;;;;;;;;;;;;;x
ca_estate_1_desc;Small Estates provide prestige and a steady income.;;;;;;;;;;;;;x
ca_culture_group_central_african_1;Savanna Riders Training Ground;;;;;;;;;;;;;x
ca_culture_group_central_african_2;Savanna Riders Training Ground;;;;;;;;;;;;;x
ca_culture_group_central_african_3;Savanna Riders Training Ground;;;;;;;;;;;;;x
ca_culture_group_central_african_4;Savanna Riders Training Ground;;;;;;;;;;;;;x
ca_culture_group_central_african_1_desc;The peoples of central Africa are well known for their superior horse breeds. By organizing their breeders and expanding their training schemes they can further push their renown in this field.;;;;;;;;;;;;;x
