#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
###############################################################################;;;;;;;;;;;;;;x;
#DEFAULT NON-LANDED;;;;;;;;;;;;;;x;
king_grecopersian;Despot;Despot;Despot;;Déspota;
king_female_grecopersian;Despotessa;Despotess;Despotin;;Desprecio;
imperial_king_grecopersian;Exarch;Exarque;;;Exarca;
imperial_king_female_grecopersian;Exarchessa;Exarque;;;Exarca;
city_emperor_grecopersian;Shahabasiles;;;;;
city_emperor_female_grecopersian;Shahabasileia;;;;;
emperor_grecopersian;Shahabasiles;;;;;
emperor_female_grecopersian;Shahabasileia;;;;;
imperial_emperor_grecopersian;Shahabasiles;;;;;
imperial_emperor_female_grecopersian;Shahabasileia;;;;;
# CELTIC GROUP OVERRIDES;;;;;;;;;;;;;;x;
family_palace_baron_celtic;Clan Chief;Chef de Clan;Clanchef;;Jefe del Clan;
tribal_baron_celtic;Prif;;;;;
city_duke_celtic;Prince;;Prinz;;Príncipe;
city_duke_female_celtic;Princess;Princesse;Prinzessin;;Princesa;
city_king_celtic;Chancellor;Chancellier;Kanzler;;Canciller;
city_emperor_celtic;High Chancellor;Grand Chancelier;Großkanzler;;Gran Canciller;
# Irish;;;;;;;;;;;;;;x;
tribal_duke_irish;King;Roi;König;;Rey;
tribal_duke_female_irish;Queen;Reine;Königin;;Reina;
tribal_king_irish;High King;Haut Roi;Hoher König;;Alto Rey;
tribal_king_female_irish;High Queen;Haute Reine;Hohe Königin;;Alta Reina;
king_irish;High King;Haut Roi;Hoher König;;Alto Rey;
king_female_irish;High Queen;Haute Reine;Hohe Königin;;Alta Reina;
emperor_irish;Highest King;Plus Haut Roi;Höchster König;;Más Alto Rey;
emperor_female_irish;Highest Queen;Plus Haute Reine;Höchster Königin;;Más Alto Reina;
imperial_emperor_irish;Highest King;Plus Haut Roi;Höchster König;;Más Alto Rey;
imperial_emperor_female_irish;Highest Queen;Plus Haute Reine;Höchster Königin;;Más Alto Reina;
tribal_emperor_female_irish;Highest Queen;Plus Haute Reine;Höchster Königin;;Más Alto Reina;
tribal_emperor_irish;Highest King;Plus Haut Roi;Höchster König;;Más Alto Rey;
# Scottish;;;;;;;;;;;;;;x;
city_count_scottish;Lord Provost;Seigneur Prévôt;Herr Propst;;Señor Preboste;
count_scottish;Thane;;;;;
count_female_scottish;Thane;;;;;
imperial_count_scottish;Thane;;;;;
imperial_count_female_scottish;Thane;;;;;
duke_scottish;Mormaer;;;;;
duke_female_scottish;Mormaer;;;;;
# Pictish;;;;;;;;;;;;;;x;
count_female_pictish;Thane;;;;;
count_pictish;Thane;;;;;
imperial_count_pictish;Thane;;;;;
imperial_count_female_pictish;Thane;;;;;
# Welsh;;;;;;;;;;;;;;x;
duke_welsh;Prince;;Prinz;;Príncipe;
duke_female_welsh;Princess;Princesse;Fürstin;;Princesa;
imperial_duke_welsh;Prince;;Prinz;;Príncipe;
imperial_duke_female_welsh;Princess;Princesse;Fürstin;;Princesa;
# Breton;;;;;;;;;;;;;;x;
city_king_breton;Tribune;Tribun;Volkstribun;;Tribuno;
# FINNO_UGRIC GROUP OVERRIDES;;;;;;;;;;;;;;x;
family_palace_baron_finno_ugric;Magnate;Magnat;Magnat;;;
city_duke_finno_ugric;First Mayor;Premier Maire;Erster Bürgermeister;;Primer Alcalde;
city_king_finno_ugric;Chancellor;Chancellier;Kanzler;;Canciller;
city_emperor_finno_ugric;High Chancellor;Grand Chancelier;Großkanzler;;Gran Canciller;
# Estonian;;;;;;;;;;;;;;x;
city_duke_estonian;Voivode;Voïvode;Woiwode;;Voïvode;
# BALTIC GROUP OVERRIDES;;;;;;;;;;;;;;x;
family_palace_baron_baltic;Magnate;Magnat;Magnat;;;
city_duke_baltic;Voivode;Voïvode;Woiwode;;Voïvode;
city_king_baltic;Chancellor;Chancellier;Kanzler;;Canciller;
city_emperor_baltic;High Chancellor;Grand Chancelier;Großkanzler;;Gran Canciller;
# Prussian;;;;;;;;;;;;;;x;
family_palace_baron_prussian;Grand Burgher;Grand Bourgeois;Großbürger;;Gran Burgués;
family_palace_baron_female_prussian;Grand Burgheress;Grande Bourgeoise;Großbürgerin;;Gran Burguesa;
city_duke_prussian;First Mayor;Premier Maire;Erster Bürgermeister;;Primer Alcalde;
# ALTAIC GROUP OVERRIDES;;;;;;;;;;;;;;x;
king_altaic;Khan;;;;Kan;
king_female_altaic;Khanum;Khanoum;;;;
emperor_altaic;Khagan;;;;Gran Kan;
emperor_female_altaic;Khatun;Khatoun;;;;
imperial_emperor_altaic;Khagan;;;;Gran Kan;
imperial_emperor_female_altaic;Khatun;Khatoun;;;;
almulk_emperor_altaic;Khagan;;;;Gran Kan;
almulk_emperor_female_altaic;Khatun;Khatoun;;;;
# Turkish;;;;;;;;;;;;;;x;
title_prince_turkish;Sehzade;;;;;
title_prince_female_turkish;Hatun;;;;;
almulk_title_prince_turkish;Sehzade;;;;;
almulk_title_prince_female_turkish;Hatun;;;;;
imperial_title_prince_turkish;Sehzade;;;;;
imperial_title_prince_female_turkish;Hatun;;;;;
emperor_title_queen_mother_female_turkish;Valide;;;;;
almulk_emperor_title_queen_mother_female_turkish;Valide;;Walide;;;
imperial_emperor_title_queen_mother_female_turkish;Valide;;Walide;;;
family_palace_baron_turkish;Bey;;;;;
baron_turkish;Timariot;Timariote;;;Timariots;
imperial_baron_turkish;Timariot;Timariote;;;Timariots;
almulk_baron_turkish;Timariot;Timariote;;;Timariots;
count_turkish;Bey;Bey;Bey;;Gobernador turco;
count_female_turkish;Begum;;;;;
imperial_count_turkish;Bey;;;;;
imperial_count_female_turkish;Begum;;;;;
almulk_count_turkish;Bey;;;;;
almulk_count_female_turkish;Begum;;;;;
duke_turkish;Beylerbey;;Beylerbey;;;
duke_female_turkish;Begum;;;;;
almulk_duke_turkish;Pasha;;;;;
almulk_duke_female_turkish;Begum;;;;;
imperial_duke_turkish;Pasha;;Pascha;;;
imperial_duke_female_turkish;Begum;;;;;
king_turkish;Sultan;;;;Sultán;
king_female_turkish;Sultana;Sultane;Sultanin;;;
almulk_king_turkish;Sehbender;;;;;
almulk_king_female_turkish;Begum;;;;;
imperial_king_turkish;Sehbender;;;;;
imperial_king_female_turkish;Sehbender;;;;;
emperor_turkish;Padishah Sultan;;Padischah Sultan;;;
emperor_female_turkish;Sultana;Sultane;Sultanin;;;
imperial_emperor_turkish;Padishah Sultan;;Padischah Sultan;;;
imperial_emperor_female_turkish;Sultana;Sultane;Sultanin;;;
almulk_emperor_turkish;Padishah Sultan;;Padischah Sultan;;;
almulk_emperor_female_turkish;Sultana;Sultane;Sultanin;;;
# Pecheneg;;;;;;;;;;;;;;x;
baron_pecheneg;Taishi;;;;;
imperial_baron_pecheneg;Taishi;;;;;
# Cuman;;;;;;;;;;;;;;x;
baron_cuman;Taishi;;;;;
imperial_baron_cuman;Taishi;;;;;
# Khazar;;;;;;;;;;;;;;x;
baron_khazar;Taishi;;;;;
imperial_baron_khazar;Taishi;;;;;
# Mongol;;;;;;;;;;;;;;x;
baron_mongol;Taishi;;;;;
imperial_baron_mongol;Taishi;;;;;
# Bolghar (Bulgar);;;;;;;;;;;;;;x;
baron_bulgar;Taishi;;;;;
imperial_baron_bulgar;Taishi;;;;;
# ARABIC GROUP OVERRIDES;;;;;;;;;;;;;;x;
family_palace_baron_arabic;Rais;;;;;
# MAGHREBI GROUP OVERRIDES;;;;;;;;;;;;;;x;
baron_maghrebi;Wâli;;;;Valí;
imperial_baron_maghrebi;Wâli;;;;Valí;
count_maghrebi;Sheikh;Cheikh;Scheich;;Jeque;
count_female_maghrebi;Shaykhah;Cheika;;;Jequesa;
imperial_count_maghrebi;Sheikh;Cheikh;Scheich;;Jeque;
imperial_count_female_maghrebi;Shaykhah;Cheika;;;Jequesa;
duke_maghrebi;Emir;Émir;;;;
duke_female_maghrebi;Emira;Émira;Emirin;;;
king_maghrebi;Sultan;;;;Sultán;
king_female_maghrebi;Sultana;Sultane;Sultanin;;;
# AMAZIGH GROUP OVERRIDES;;;;;;;;;;;;;;x;
baron_amazigh;Wâli;;;;Valí;
imperial_baron_amazigh;Wâli;;;;Valí;
count_amazigh;Sheikh;Cheikh;Scheich;;Jeque;
count_female_amazigh;Shaykhah;Cheika;Shaykhah;;Jequesa;
imperial_count_amazigh;Sheikh;Cheikh;Scheich;;Jeque;
imperial_count_female_amazigh;Shaykhah;Cheika;Shaykhah;;Jequesa;
duke_amazigh;Emir;Émir;;;;
duke_female_amazigh;Emira;Émira;Emirin;;;
king_amazigh;Sultan;;Sultan;;Sultán;
king_female_amazigh;Sultana;Sultane;Sultanin;;;
# EAST_SLAVIC GROUP OVERRIDES;;;;;;;;;;;;;;x;
family_palace_baron_east_slavic;Magnate;Magnat;Magnat;;Magnate;
family_palace_baron_female_east_slavic;Lady;Dame;Frau;;Señora;
city_count_east_slavic;Posadnik;;;;;
count_east_slavic;Grand Boyar;Grand-Boyard;Großen Bojare;;Gran Boyardo;
imperial_count_east_slavic;Grand Boyar;Grand-Boyard;Großen Bojare;;Gran Boyardo;
duke_east_slavic;Knyaz;;;;;
imperial_duke_east_slavic;Prince;;Prinz;;Príncipe;
duke_female_east_slavic;Knyaginya;;;;;
imperial_duke_female_east_slavic;Princess;Princesse;Fürstin;;Princesa;
city_king_east_slavic;Chancellor;Chancellier;Kanzler;;Canciller;
king_east_slavic;Velikii Kniaz;;;;;
imperial_king_east_slavic;Grand Prince;;Großfürst;;;
king_female_east_slavic;Velikaya Knyaginya;;;;;
imperial_king_female_east_slavic;Grand Princess;Grande Princesse;Großfürstin;;Gran Princesa;
city_emperor_east_slavic;High Chancellor;Grand Chancelier;Großkanzler;;Gran Canciller;
emperor_east_slavic;Tsar;;;;;
emperor_female_east_slavic;Tsaritsa;;;;;
imperial_emperor_east_slavic;Tsar;;;;;
imperial_emperor_female_east_slavic;Tsaritsa;;;;;
# WEST_SLAVIC GROUP OVERRIDES;;;;;;;;;;;;;;x;
family_palace_baron_west_slavic;Grand Burgher;Grand Bourgeois;Großbürger;;Gran Burgués;
family_palace_baron_female_west_slavic;Grand Burgheress;Grande Bourgeoise;Großbürgerin;;Gran Burguesa;
city_duke_west_slavic;Voivode;Voïvode;Woiwode;;Voïvode;
city_king_west_slavic;Chancellor;Chancellier;Kanzler;;Canciller;
city_emperor_west_slavic;High Chancellor;Grand Chancelier;Großkanzler;;Gran Canciller;
# Polish;;;;;;;;;;;;;;x;
family_palace_baron_polish;Magnate;Magnat;Magnat;;;
baron_polish;Castellan;Châtelain;Kastellan;;Castellán;
imperial_baron_polish;Castellan;Châtelain;Kastellan;;Castellán;
# SOUTH_SLAVIC GROUP OVERRIDES;;;;;;;;;;;;;;x;
city_duke_south_slavic;Rector;Recteur;Rektor;;Rectorado;
city_king_south_slavic;Tribune;Tribun;Volkstribun;;Tribuno;
# Bulgarian;;;;;;;;;;;;;;x;
count_bulgarian;Boyar;Boyard;Bojare;;Boyardo;
imperial_count_bulgarian;Boyar;Boyard;Bojare;;Boyardo;
duke_bulgarian;Grand Boyar;Grand-Boyard;Großen Bojare;;Gran Boyardo;
imperial_duke_bulgarian;Grand Boyar;Grand-Boyard;Großen Bojare;;Gran Boyardo;
king_bulgarian;Grand Prince;;Großfürst;;;
king_female_bulgarian;Grand Princess;Grande Princesse;Großfürstin;;Gran Princesa;
imperial_king_bulgarian;Knyaz;;;;;
imperial_king_female_bulgarian;Knyaginya;;;;;
city_duke_bulgarian;Voyvoda;Voïvode;Woiwode;;Voïvode;
city_king_bulgarian;Chancellor;Chancellier;Kanzler;;Canciller;
city_emperor_bulgarian;High Chancellor;Grand Chancelier;Großkanzler;;Gran Canciller;
emperor_female_bulgarian;Tsaritsa;;;;;
emperor_bulgarian;Tsar;;;;;
imperial_emperor_female_bulgarian;Tsaritsa;;;;;
imperial_emperor_bulgarian;Tsar;;;;;
# MAGYAR GROUP OVERRIDES;;;;;;;;;;;;;;x;
family_palace_baron_magyar;Magnate;Magnat;Magnat;;;
city_duke_magyar;Rector;Recteur;Rektor;;Rectorado;
duke_female_magyar;Banna;;;;;
duke_magyar;Ban;;;;;
city_king_magyar;Chancellor;Chancellier;Kanzler;;Canciller;
city_emperor_magyar;High Chancellor;Grand Chancelier;Großkanzler;;Gran Canciller;
nomadic_king_magyar;Úr;;;;;
nomadic_king_female_magyar;Úrun;;;;;
nomadic_emperor_magyar;Gyula;;;;;
nomadic_emperor_female_hmagyar;Gyulun;;;;;
# IRANIAN GROUP OVERRIDES;;;;;;;;;;;;;;x;
title_prince_iranian;Shahzadeh;;;;;
imperial_title_prince_iranian;Shahzadeh;;;;;
title_prince_female_iranian;Shahdokht;;;;;
imperial_title_prince_female_iranian;Shahdokht;;;;;
almulk_title_prince_iranian;Shahzadeh;;;;;
almulk_title_prince_female_iranian;Shahdokht;;;;;
emperor_title_queen_mother_female_iranian;Shahmam;;;;;
imperial_emperor_title_queen_mother_female_iranian;Shahmam;;;;;
almulk_emperor_title_queen_mother_female_iranian;Shahmam;;;;;
family_palace_baron_iranian;Pasha;;;;;
baron_iranian;Argbed;;;;;
imperial_baron_iranian;Argbed;;;;;
almulk_baron_iranian;Argbed;;;;;
city_count_iranian;Shahrdar;;;;;
count_iranian;Marzban;;;;;
imperial_count_iranian;Marzban;;;;;
duke_iranian;Satrap;Satrape;;;Sátrapa;
duke_female_iranian;Satrap Banu;Satrape Banu;;;Sátrapa Banu;
imperial_duke_iranian;Satrap;Satrape;;;Sátrapa;
imperial_duke_female_iranian;Satrap Banu;Satrape Banu;;;Sátrapa Banu;
king_iranian;Shah;;Schah;;;
king_female_iranian;Shahbanu;;;;;
city_emperor_iranian;Shahanshah;;;;;
emperor_female_iranian;Shahbanu;;;;;
emperor_iranian;Shahanshah;;Schahanschah;;;
imperial_emperor_iranian;Shahanshah;;Schahanschah;;;
imperial_emperor_female_iranian;Shahbanu;;;;;
# EAST_AFRICAN GROUP OVERRIDES ;;;;;;;;;;;;;;x;
family_palace_baron_east_african;Pasha;;;;;
city_count_east_african;Mekonnen;;;;;
city_duke_east_african;Liqat;;;;;
duke_east_african;Prince;;Prinz;;Príncipe;
duke_female_east_african;Princess;Princesse;Fürstin;;Princesa;
city_king_east_african;Chancellor;Chancellier;Kanzler;;Canciller;
city_emperor_east_african;Tsehafi Tezaz;;;;;
# Somali;;;;;;;;;;;;;;x;
baron_somali;Wâli;;;;Valí;
imperial_baron_somali;Wâli;;;;Valí;
count_somali;Sheikh;Cheikh;Scheich;;Jeque;
count_female_somali;Shaykhah;Cheika;;;Jequesa;
imperial_count_somali;Sheikh;Cheikh;Scheich;;Jeque;
imperial_count_female_somali;Shaykhah;Cheika;;;Jequesa;
duke_somali;Emir;Émir;;;;
duke_female_somali;Emira;Émira;Emirin;;;
king_somali;Sultan;;;;Sultán;
king_somali_female;Sultana;Sultane;Sultanin;;;
# Daju;;;;;;;;;;;;;;x;
king_daju;Bugur;;;;;
imperial_king_daju;Bugur;;;;;
almulk_king_daju;Bugur;;;;;
tribal_king_daju;Bugur;;;;;
# WEST_AFRICAN GROUP OVERRIDES;;;;;;;;;;;;;;x;
title_prince_west_african;Farin;;;;;
imperial_title_prince_west_african;Farin;;;;;
family_palace_baron_west_african;Horon;;;;;
baron_west_african;Ton-Tigui;;;;;
imperial_baron_west_african;Ton-Tigui;;;;;
city_baron_west_african;Dougou-Tigui;;;;;
city_count_west_african;Kafo-Tigui;;;;;
count_female_west_african;Farina;;;;;
count_west_african;Farin;;;;;
imperial_count_female_west_african;Farina;;;;;
imperial_count_west_african;Farin;;;;;
city_duke_west_african;Dyamani-Tigui;;;;;
duke_west_african;Faama;;;;;
imperial_duke_west_african;Faama;;;;;
almulk_duke_west_african;Faama;;;;;
tribal_duke_west_african;Faama;;;;;
city_king_west_african;Mansa;;;;;
king_west_african;Mansa;;;;;
imperial_king_west_african;Mansa;;;;;
almulk_king_west_african;Mansa;;;;;
tribal_king_west_african;Mansa;;;;;
city_emperor_west_african;Grand Mansa;;;;;
emperor_west_african;Grand Mansa;;;;;
almulk_emperor_west_african;Grand Mansa;;;;;
imperial_emperor_west_african;Grand Mansa;;;;;
tribal_emperor_west_african;Grand Mansa;;;;;
# CENTRAL_AFRICAN GROUP OVERRIDES;;;;;;;;;;;;;;x;
duke_central_african;Shehu;;;;;
imperial_duke_central_african;Shehu;;;;;
almulk_duke_central_african;Shehu;;;;;
tribal_duke_central_african;Shehu;;;;;
king_central_african;Mai;;;;;
imperial_king_central_african;Mai;;;;;
almulk_king_central_african;Mai;;;;;
tribal_king_central_african;Mai;;;;;
city_emperor_central_african;Mai;;;;;
emperor_central_african;Grand Mai;;;;;
almulk_emperor_central_african;Grand Mai;;;;;
imperial_emperor_central_african;Grand Mai;;;;;
tribal_emperor_central_african;Grand Mai;;;;;
# ISRAELITE GROUP OVERRIDES;;;;;;;;;;;;;;x;
title_lord_israelite;Adon;;;;;
imperial_title_lord_israelite;Adon;;;;;
baron_female_israelite;Nagidah;;;;;
baron_israelite;Nagid;;;;;
imperial_baron_female_israelite;Nagidah;;;;;
imperial_baron_israelite;Nagid;;;;;
city_baron_female_israelite;Sar;;;;;
city_baron_israelite;Sar;;;;;
city_count_female_israelite;Parnas;;;;;
city_count_israelite;Parnas;;;;;
count_female_israelite;Shiltanah;;;;;
count_israelite;Shilton;;;;;
imperial_count_female_israelite;Shiltanah;;;;;
imperial_count_israelite;Shilton;;;;;
city_duke_female_israelite;Shofet;;;;;
city_duke_israelite;Shofet;;;;;
duke_female_israelite;Alufa;;;;;
duke_israelite;Aluf;;;;;
city_king_female_israelite;Nesi;;;;;
city_king_israelite;Nesi;;;;;
king_female_israelite;Malcah;;;;;
king_israelite;Melech;;;;;
city_emperor_female_israelite;Rosh HaMemshala;;;;;
city_emperor_israelite;Rosh HaMemshala;;;;;
emperor_female_israelite;Malcah ha-M'lachim;;;;;
emperor_israelite;Melech ha-M'lachim;;;;;
imperial_emperor_female_israelite;Malcah ha-M'lachim;;;;;
imperial_emperor_israelite;Melech ha-M'lachim;;;;;
# COPTIC GROUP OVERRIDES;;;;;;;;;;;;;;;
title_prince_coptic;Irypat;;;;;
title_prince_female_coptic;Irypat;;;;;
baron_coptic;Hatya;;;;;
imperial_baron_coptic;Hatya;;;;;
baron_female_coptic;Hatya;;;;;
imperial_baron_female_coptic;Hatya;;;;;
count_coptic;Pagarch;;;;;
count_female_coptic_Group;Pagarch;;;;;
imperial_count_coptic;Pagarch;;;;;
imperial_count_female_coptic;Pagarch;;;;;
duke_coptic;Nomarch;Nomarque;;;;
duke_female_coptic;Nomarch;Nomarque;;;;
imperial_duke_coptic;Nomarch;Nomarque;;;;
imperial_duke_female_coptic;Nomarch;Nomarque;;;;
# ARAMAIC GROUP OVERRIDES;;;;;;;;;;;;;;x;
king_assyrian;Mandic;;;;;
emperor_assyrian;Sar-šarrani;;;;;
imperial_emperor_assyrian;Sar-šarrani;;;;;
