#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
;;;;;;;;;;
allowed_to_serve_holy_order;Allowed to Join Order;Allowed to Join Order;Allowed to Join Order;;Allowed to Join Order;;;;;;;;;;x
EVTDESC_ancrel_1190;A courier has come forth inviting all free men and women of the realm to attend a grand Aonach Tailteann, the like of which is only seen once per reign.;Un coursier est venu inviter tous les hommes et femmes libres du Royaume à participer à un grand Aonach Teltainn, de ceux qui ne sont organisés qu’une fois au cours d’un règne.;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
EVTOPTA_ancrel_1190;A perfect opportunity to prove ourselves;L’occasion de prouver notre valeur.;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
EVTOPTB_ancrel_1190;I prefer to worship my ancestors in private.;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
EVTOPTA_ancrel_0217;Was it a dream?;Ai-je rêvé ?;War das ein Traum ?;;¿Fue un sueño?;;;;;;;;;x
EVTDESC_ancrel_0219;[From.GetFirstName] is sitting on the floor, playing with [From.GetHerHis] toys when something dark suddely seems to come over the child. While spasming wildly, [From.GetFirstName] cries out in a tongue foreign to you and looks wildy about, looking for shelter from.. something.;[From.GetFirstName] est assis(e) au sol, jouant avec ses jouets, quand une sombre chose semble soudainement l'envahir. Secoué(e) de spasmes, [From.GetFirstName] crie dans une langue qui vous est étrangère et ses yeux se révulsent.;[From.GetFirstName] sitzt auf dem Boden und spielt mit [From.GetHerHis] Spielsachen, als plötzlich etwas Dunkles über das Kind kommt. Wild zuckend schreit [From.GetFirstName] in fremden Zungen, mit nach hinten gerollten Augen.;;[From.GetFirstName] está sentado en el suelo, jugando con [From.GetHerHis] juguetes cuando algo oscuro parece sucederle al niño. Mientras tiene violentos espasmos, [From.GetFirstName] grita en un idioma extranjero  y [From.GetHerHis] ojos ruedan hacia dentro de [From.GetHerHis] cabeza.;;;;;;;;;x
EVTOPTA_ancrel_0219;That can't be a good sign...;C'est de bien mauvais augure...;Das kann kein gutes Zeichen sein…;;Eso no puede ser una buena señal…;;;;;;;;;x
EVTDESC_ancrel_0221;An inhuman wail interrupts your sleep, and you hurry outside with your sword. On the ground in front of the castle you find [From.GetFirstName] running around in circles around a burning fire.;Un cri inhumain vous réveille et vous vous ruez à l'extérieur, la hache à la main. Vous apercevez [From.GetFirstName], la tête à l'envers, courant à quatre pattes comme une araignée, en faisant de grands cercles devant la longère.;Ein unmenschlicher Schrei unterbricht Euren Schlaf und mit Eurer Axt eilt Ihr nach draußen. Auf dem Boden vor dem Langhaus findet Ihr [From.GetFirstName] im Kreis rennend vor, gleich einer Spinne auf allen Vieren laufend.;;Un aullido inhumano interrumpe tu sueño, y sales afuera apresuradamente con tu hacha. En el suelo frente a la casa comunal encuentras a [From.GetFirstName] corriendo en círculos arriba y abajo a cuatro patas como una araña.;;;;;;;;;x
EVTOPTA_ancrel_0221;[This.Religion.GetRandomGodNameCap] help me...;Que [This.Religion.GetRandomGodNameCap] me vienne en aide...;[This.Religion.GetRandomGodNameCap] hilf mir…;;[This.Religion.GetRandomGodNameCap] ayúdame…;;;;;;;;;x
EVTDESC_ancrel_0224;The corpse of [From.GetTitledName] was discovered today at the bottom of a steep ravine with a broken neck. It seems to have been a tragic accident ordained by the gods, but strangely, [FromFrom.GetFirstName] was seen standing next to the ravine, peering down into it just before the tragedy was revealed.;Le corps de [From.GetTitledName] a été découvert aujourd'hui au fond d'un ravin escarpé, le cou brisé. Ce semble être un tragique accident, un châtiment des dieux, mais, étrangement, peu de temps avant qu'on ait eu vent de cette tragédie, on a vu [FromFrom.GetFirstName] près du ravin, observant quelque chose en contrebas.;Die Leiche von [From.GetTitledName] wurde heute, am Boden einer steilen Schlucht mit gebrochenem Genick, entdeckt. Es scheint ein tragischer Unfall zu sein, hervorgebracht durch den Willen der Götter, doch seltsamerweise wurde [FromFrom.GetFirstName] ganz in der Nähe gesehen, kurz bevor die Tragödie entdeckt wurde.;;El cadáver de [From.GetTitledName] fue descubierto hoy en el fondo de un barranco con el cuello roto. Parece haber sido un trágico accidente ordenado por los dioses, pero extrañamente, [FromFrom.GetFirstName] fue visto de pie junto a la quebrada, mirando hacia abajo justo antes de que se produjera la tragedia.;;;;;;;;;x
EVTOPTA_ancrel_0224;Curious...;Curieux...;Seltsam…;;Curioso…;;;;;;;;;x
EVTDESC_ancrel_0227;[From.GetTitledName] was found impaled on a wooden fence just outside your courtyard this morning. You can only deduce that [From.GetSheHe] fell on the fence from the roof of your stable, though what business [From.GetSheHe] had up there you cannot fathom. Poor [FromFrom.GetFirstName] was the first one to lay eyes on the gruesome scene...;Ce matin, [From.GetTitledName] a été trouvé(e) empalé(e) sur une clôture de bois à l'extérieur de la longère. Vous déduisez qu'[From.GetSheHe] était sur le toit de la longère avant de tomber sur la clôture, mais ce qu'[From.GetSheHe] y faisait, vous n'en avez aucune idée. Pauvre [FromFrom.GetFirstName] qui a vu cette horrible scène en premier... ;[From.GetTitledName] wurde, direkt vor Eurem Langhaus auf einem Holzzaun aufgespießt, gefunden. Es scheint, als sei [From.GetSheHe] vom Dach deines Langhauses gefallen, doch was [From.GetSheHe] dort oben zu tun hatte, ist unklar. [FromFrom.GetFirstName] erblickte die grauenvolle Szene unglückseligerweise als Erstes...;;[From.GetTitledName] fue encontrado esta mañana atravesado en una valla de madera fuera de tu casa comunal. Sólo puedes deducir que [From.GetSheHe] se cayó en la valla desde el tejado de la casa comunal, aunque lo que [From.GetSheHe] hacía allí arriba no lo puedes comprender. El pobre [FromFrom.GetFirstName] fue el primero en ver la horripilante escena...;;;;;;;;;x
EVTOPTA_ancrel_0227;Yes, an interesting coincidence...;En effet, c'est une étrange coïncidence...;Welch seltsamer Zufall…;;Sí, una interesante coincidencia…;;;;;;;;;x
EVTDESC_ancrel_0230;[From.GetTitledName] was found stuffed head first into a barrel full of rain water this morning, with only [From.GetHerHis] pale, rigid legs visible above the surface. Your guards speculate that [From.GetSheHe] tripped, somehow fell into the barrel and then tragically drowned. [FromFrom.GetFirstName] was found playing just nearby, but doesn't seem to have seen anything.;Ce matin, [From.GetTitledName] a été trouvé(e) la tête au fond du tonneau d'eau de pluie, on ne voyait dépasser que ses jambes pales et raides. Vos gardes présument qu'[From.GetSheHe] a trébuché et glissé dans le tonneau, se noyant ainsi. [FromFrom.GetFirstName] jouait dans les parages, mais n'a semble-t-il rien vu.;[From.GetTitledName] wurde heute morgen Kopf voran in einem Wasserfass gefunden, nur die fahlen, starren Beine sichtbar über der Wasseroberfläche. Eure Wachen spekulieren, dass [From.GetSheHe] stolperte, irgendwie in das Fass fiel und ertrank. [FromFrom.GetFirstName] spielte ganz in der Nähe, hat aber scheinbar nichts gesehen. ;;[From.GetTitledName] fue encontrado esta mañana con la cabeza metida en un barril lleno de agua de lluvia, con sólo [From.GetHerHis] pálidas y rígidas piernas visibles sobre la superficie. Tus guardias especulan que [From.GetSheHe] se tropezó, de alguna manera cayó en el barril y luego se ahogó trágicamente. [FromFrom.GetFirstName] fue encontrado jugando muy cerca, pero no parece haber visto nada.;;;;;;;;;x
EVTOPTA_ancrel_0230;Yes... I suppose it could have happened that way...;Oui... Je suppose que c'est arrivé ainsi...;Ja… Ich glaube, es könnte so passiert sein.;;Sí… Supongo que puede haber pasado así…;;;;;;;;;x
changeling_child_acts_strange;[From.GetFirstName]'s behavior concerns you sometimes.\n;Le comportement de [From.GetFirstName] vous inquiète parfois.;Manchmal bereitet Euch [From.GetFirstName]s Verhalten Sorgen.;;La conducta de [From.GetFirstName] a veces te preocupa.;;;;;;;;;x
EVTDESC_ancrel_0233;[From.GetTitledName] ambushes you as you leave your personal grove and speaks to you in a pleading voice. [FromFrom.GetFirstName] has clearly been taking by the lesser Sidhe, [FromFrom.GetSheHe] has been replaced with a changeling. I must try to contact the Sidhe and perform a trade, there is no other way, but I won't lie - the child may or may not survive the ordeal. Nevertheless, the child must be saved.;[From.GetTitledName] se met en travers de votre chemin alors que vous quittez votre longère et vous demande d'une voix plaintive : 'Il faut purger [FromFrom.GetFirstName] du mal qu'[FromFrom.GetSheHe] porte en [FromFrom.GetHerHim]. Nous n'avons d'autre choix. Je peux célébrer un rituel galdr, mais je dois vous dire la vérité : l'enfant peut ne pas survivre à cette épreuve. Le démon doit être vaincu.';[From.GetTitledName] überrascht Euch, als Ihr gerade Euer Langhaus verlasst und spricht mit flehender Stimme: '[FromFrom.GetFirstName] muss von dem Bösen befreit werden, das in dem Kind lauert. Es gibt keinen anderen Weg! Ich kann das Galdr-Ritual durchführen, doch ich werde nicht lügen: Das Kind wird den Ritus vielleicht nicht überleben. Dennoch - der Dämon muss vernichtet werden!';;[From.GetTitledName] te tiende una emboscada cuando sales de la casa comunal y te habla con una voz suplicante. [FromFrom.GetFirstName] debe ser purgado del mal que [FromFrom.GetSheHe] lleva en [FromFrom.GetHerHim]. No hay otra manera. Puedo realizar un ritual galdr, pero no te voy a mentir, el niño puede o no sobrevivir a la terrible experiencia. Sin embargo, el demonio será vencido.;;;;;;;;;x
EVTOPTA_ancrel_0233;Perform the ritual.;Lancez le rituel.;Führt das Ritual durch.;;Realizar el ritual.;;;;;;;;;x
EVTOPTB_ancrel_0233;If you so much as touch [FromFrom.GetFirstName]...;Si vous osez toucher à [FromFrom.GetFirstName]...;Wehe, wenn Ihr [FromFrom.GetFirstName] auch nur anrührt…;;Si se te ocurre tocar a [FromFrom.GetFirstName]...;;;;;;;;;x
EVTDESC_ancrel_0234;The druidic ritual to contact the Sidhe has begun. The child is brought to a raised platform in a grove where [FromFrom.GetFirstName] awaits surrounded by chanting maidens. You are not permitted to witness the sacred ritual itself, so you depart the grove and wait.;Le rituel galdr pour purifier votre progéniture de son mal commence. On emmène l'enfant dans un bosquet sur une plateforme surélevée. Là, [FromFrom.GetFirstName] l'attend, entourée de jeunes filles qui chantent. Vous ne pouvez assister à ce rituel sacré, vous quittez donc le bosquet et attendez.;Das Galdr-Ritual, um Euer Kind vom Bösen zu befreien, hat begonnen. Es wird zu einer Plattform in einem Hain geführt, wo [FromFrom.GetFirstName] umgeben von singenden Mädchen wartet. Es ist nicht erlaubt, dass Ihr das heilige Ritual beobachtet, also verlasst Ihr den Wald und wartet. ;;El ritual galdr para limpiar a tu engendro del mal ha comenzado. El niño es llevado a una plataforma elevada en un bosque donde [FromFrom.GetFirstName] espera rodeado de doncellas cantando. Tú no estás autorizado a presenciar el ritual sagrado, por lo que sales del bosque y esperas.;;;;;;;;;x
EVTOPTA_ancrel_0234;[This.Religion.GetRandomGodNameCap] preserve us.;Que [This.Religion.GetRandomGodNameCap] nous garde du mal.;[This.Religion.GetRandomGodNameCap] rette uns!;;[This.Religion.GetRandomGodNameCap] protégenos.;;;;;;;;;x
EVTDESC_ancrel_0237;The incantations from the grove suddenly stop, and several maidens, their white gowns red with someone else's blood, run past screaming. Fearing the worst you hurry back, but when you reach the platform you find only the butchered remains of [From.GetFirstName]... and [FromFrom.GetFirstName] laying unconscious next to them.;Les incantations qui proviennent du bosquet s'arrêtent soudainement et plusieurs jeunes filles, la robe blanche maculée du sang d'un autre, en sortent en hurlant. Craignant le pire, vous accourez à la plateforme où vous ne trouvez que des restes déchiquetés de [From.GetFirstName]... et [FromFrom.GetFirstName] tout sourire juste à côté.;Die Gesänge aus dem Hain hören plötzlich auf und einige der Mädchen, ihre weißen Kleider rot von fremden Blut, rennen schreiend davon. Das Schlimmste befürchtend eilt Ihr zurück, doch als Ihr die Plattform erreicht, findet Ihr nur die zerfleischten Überreste von [From.GetFirstName]... und [FromFrom.GetFirstName] steht lächelnd daneben.;;Los encantamientos de la arboleda paran de repente, y varias doncellas, con sus togas blancas de color rojo con la sangre de otra persona, pasan corriendo gritando. Temiendo lo peor te das prisa en regresar, pero al llegar a la plataforma sólo encuentras los restos descuartizados de [From.GetFirstName]... y [FromFrom.GetFirstName] sonriendo a su lado.;;;;;;;;;x
EVTOPTA_ancrel_0237;[This.Religion.GetRandomGodNameCap] preserve us...;Que [This.Religion.GetRandomGodNameCap] nous garde du mal.;[This.Religion.GetRandomGodNameCap] rette uns!;;[This.Religion.GetRandomGodNameCap] protégenos…;;;;;;;;;x
EVTDESC_ancrel_0238;A solemn procession of maidens led by [From.GetTitledName] finally emerges from the grove, but there is no sign of [FromFrom.GetFirstName]. It is done, [From.GetFirstName] announces. The changeling has been sent back... but I fear there was no way to save your child. The Sidhe are fickle beings.;Une procession solennelle de jeunes filles, guidée par [From.GetTitledName] émerge finalement du bosquet mais nul signe de [FromFrom.GetFirstName]. 'C'est fait, annonce [From.GetFirstName]. Le démon n'est plus... mais je crains n'avoir pu sauver votre enfant. Le mal était trop enraciné.';Eine feierliche Prozession von Mädchen, angeführt von [From.GetTitledName], verlässt endlich den Hain, aber ohne ein Zeichen von [FromFrom.GetFirstName]. 'Es ist vollbracht,' meint [From.GetFirstName]. 'Der Dämon ist nicht mehr... doch ich fürchte, es gab keinen Weg, das Kind zu retten. Das Verderben war schon zu tief eingedrungen.';;Una solemne procesión de doncellas lideradas por [From.GetTitledName] finalmente emerge del bosque, pero no hay ninguna señal de [FromFrom.GetFirstName]. Ya está hecho, anuncia [From.GetFirstName]. El demonio ya no está... pero me temo que no ha habido manera de salvar a tu hijo. La corrupción simplemente fue demasiado profunda.;;;;;;;;;x
EVTOPTA_ancrel_0238;Then your life is forfeit as well, druid!;Vous paierez de votre vie, sorcière !;Dann ist auch Euer Leben verwirkt, Hexe!;;¡Entonces también perderás tu vida, buja!;;;;;;;;;x
EVTOPTB_ancrel_0238;Leave while you still can, [From.GetFirstName], and never return.;Sauvez-vous pendant que vous le pouvez, [From.GetFirstName], et ne revenez plus jamais.;Verschwindet, so lange Ihr noch könnt und kehrt niemals zurück, [From.GetFirstName].;;Vete mientras puedas, [From.GetFirstName], y no vuelvas nunca.;;;;;;;;;x
EVTOPTC_ancrel_0238;You have my thanks... it had to be done.;Je vous remercie... ce devait être fait.;Ich danke Euch… es musste vollbracht werden.;;Te doy las gracias… había que hacerlo.;;;;;;;;;x
EVTDESC_ancrel_0239;The chanting from the grove comes closer and [From.GetTitledName] appears together with [FromFrom.GetFirstName], flanked on either side by singing maidens. The child looks shaken, but otherwise unharmed. It is done, [From.GetFirstName] announces. The child has been saved.;Les chants qui proviennent du bosquet se rapprochent et [From.GetTitledName] apparaît en compagnie de [FromFrom.GetFirstName] et entouré des jeunes filles qui chantent. L'enfant semble secoué mais sain et sauf. 'C'est fait, annonce [From.GetFirstName]. Le démon n'est plus. [FromFrom.GetFirstName] est de nouveau [FromFrom.GetHerselfHimself].';Die Gesänge aus dem Hain kommen näher und [From.GetTitledName] erscheint zusammen mit [FromFrom.GetFirstName], flankiert von singenden Mädchen. Das Kind wirkt verwirrt, aber unverletzt. 'Es ist vollbracht,' ruft [From.GetFirstName] aus. 'Der Dämon ist hinfort. [FromFrom.GetFirstName] ist wieder [FromFrom.GetHerselfHimself].';;Los cantos de la arboleda se oyen más cerca y [From.GetTitledName] aparece junto a [FromFrom.GetFirstName], flanqueado a ambos lados por doncellas cantando. El niño se ve sacudido, pero por lo demás sano y salvo. Ya está hecho, anuncia [From.GetFirstName]. El demonio ya no existe. [FromFrom.GetFirstName] es [FromFrom.GetHerselfHimself] de nuevo.;;;;;;;;;x
EVTOPTA_ancrel_0239;Thank the gods!;Les dieux soient loués !;Den Göttern sei gedankt!;;¡Gracias a los dioses!;;;;;;;;;x
EVTDESC_ancrel_0240;The chanting from the grove comes closer and [From.GetTitledName] appears together with [FromFrom.GetFirstName], flanked on either side by singing maidens. The child's vacant stare hints that something is wrong. It is done, [From.GetFirstName] announces. The changeling has been sent back, but the struggle was great. I fear it has left scars on [FromFrom.GetFirstName] that may never heal...;Les chants qui proviennent du boisé se rapprochent et [From.GetTitledName] apparaît avec [FromFrom.GetFirstName], entourés de jeunes filles qui chantent. Le regard fixe et vide de votre enfant indique que quelque chose ne tourne pas rond. 'C'est fait, annonce [From.GetFirstName]. Le démon n'est plus, mais ce fut une dure bataille. Je crains que [FromFrom.GetFirstName] n'ait subi d'incurables séquelles.';Die Gesänge aus dem Hain kommen näher und [From.GetTitledName] erscheint zusammen mit [FromFrom.GetFirstName], flankiert von singenden Mädchen. Der starre Blick des Kindes zeigt, dass etwas nicht stimmt. 'Es ist vollbracht,' ruft [From.GetFirstName] aus. 'Der Dämon ist hinfort, doch der Kampf war schwer. Ich fürchte, er hat bei [FromFrom.GetFirstName] Narben hinterlassen, die vielleicht niemals heilen werden...';;Los cantos de la arboleda se oyen más cerca y [From.GetTitledName] aparece junto a [FromFrom.GetFirstName], flanqueado a ambos lados por doncellas cantando. La vacante mirada del niño revela que algo anda mal. Ya está hecho, anuncia [From.GetFirstName]. El demonio ya no existe, pero la lucha fue enorme. Me temo que ha dejado cicatrices en [FromFrom.GetFirstName] que quizá nunca curen...;;;;;;;;;x
EVTDESC_ancrel_0241;You have known since you were a child that you were not fully.. normal. The druids say that you were switched at birth and that your strange temperament and short fuse are due to yor otherworldy nature, for you are a changeling, half human, half sidhe or maybe... half fomorian?;FRENCH;GERMAN;;SPANISH;;;;;;;x
EVTOPTA_ancrel_0241;It is my time now;French;German;;Spanish;;;;;;;;;x
###Divination
EVTDESC_ancrel_0020;You have sent out summons to all of your vassals for the divination. Those that have been baptized or profess to follow the teachings of the Prophet will have to offer gold to be exempted from this sacred ceremony.;Vous avez envoyé un avis de convocation à tous vos vassaux pour le blót. Ceux qui ont été baptisés ou qui affirment suivre l'enseignement du prophète devront offrir de l'or pour être exemptés de ce festin majestueux. ;Ihr habt all Eure Vasallen zum Blót zusammengerufen. Diejenigen, die getauft wurden oder den Lehren des Propheten folgen, müssen Gold anbieten, um von diesem großartigen Festschmaus fernbleiben zu können.;;Has enviado citaciones a todos tus vasallos para la mancha. Los que han sido bautizados o profesan seguir las enseñanzas del profeta tendrán que ofrecer oro para quedar exentos de esta magnífica fiesta.;;;;;;;;;x
EVTOPTA_ancrel_0020;I can hardly wait!;Je ne peux plus attendre !;Ich kann es kaum erwarten!;;¡No puedo esperar!;;;;;;;;;x
EVTTOOLTIP_ancrel_0021;Summoned to celtic divination.;Convoqué(e) au blót;Zur Teilnahme am Blót gerufen.;;Convocado a mancha.;;;;;;;;;x
EVTTOOLTIP_ancrel_0022;Exempted from celtic divination.;Exempté(e) du blót;Vom Blót ausgeschlossen.;;Exentos de mancha.;;;;;;;;;x
EVTDESC_ancrel_0021;Your wise liege, [From.GetTitledFirstName], has summoned you and [From.GetHerHis] other vassals to a celtic divination. There you will worship and give sacrifice to the gods before taking part in a ceremony where you learn the fate the gods have in stock.;Votre sage seigneur, [From.GetTitledFirstName], vous a convoqué(e) vous et ses autres vassaux pour assister au blót. Vous y vénérerez les dieux et vous leur ferez des offrandes avant de prendre part à un grand festin où vous boirez en leur nom.;Euer weiser Lehnsherr, [From.GetTitledFirstName], hat Euch und [From.GetHerHis] anderen Vasallen zu einem Blót herbeigeordert. Dort werdet Ihr den Göttern huldigen und ihnen opfern, bevor Ihr an einem gewaltigen Festschmaus teilnehmt, wo Ihr auf ihren Namen anstoßen werdet.;;Tu sabio señor, [From.GetTitledFirstName], te ha convocado a ti y a [From.GetHerHis] otros vasallos a una mancha. Allí podrás adorar y dar sacrificio a los dioses antes de tomar parte en una gran fiesta donde se bebe en su nombre.;;;;;;;;;x
EVTOPTA_ancrel_0021;I wouldn't miss it.;Je ne veux pas manquer ça.;Das will ich nicht verpassen.;;No me lo perdería.;;;;;;;;;x
EVTDESC_ancrel_0022;Your liege, [From.GetTitledFirstName], remains trapped in [From.GetHerHis] heathen ways, and now [From.GetSheHe] has summoned all of [From.GetHerHis] vassals to a divination where [From.GetSheHe] intends to give sacrifice to [From.GetHerHis] pagan gods. Since you do not practise their heathen religion, you will be expected to contribute gold in order to be exempted from this ceremony.;Votre seigneur, [From.GetTitledFirstName], demeure prisonnier de ses mœurs païennes et a convoqué tous ses vassaux à assister au blót lors duquel [From.GetSheHe] compte faire des offrandes à ses dieux païens. Puisque vous ne pratiquez pas la religion païenne, vous devrez donner de l'or pour être exempté de cette cérémonie. ;Euer Lehnsherr, [From.GetTitledFirstName], ist weiterhin gefangen in [From.GetHerHis] ketzerischen Pfaden und [From.GetSheHe] hat nun all [From.GetHerHis] Vasallen zu einem Blót herbeigeordert, bei dem [From.GetSheHe] [From.GetHerHis] heidnischen Göttern Opfergaben darbringen will. Da Ihr diese heidnische Religion nicht praktiziert, wird erwartet, dass Ihr Gold beisteuert, um euch von dieser Zeremonie freizukaufen.;;Tu señor, [From.GetTitledFirstName], sigue atrapado en [From.GetHerHis] formas paganas, y ahora [From.GetSheHe] ha convocado a todos [From.GetHerHis] vasallos a una mancha donde [From.GetSheHe] tiene la intención de dar sacrificio a [From.GetHerHis] dioses paganos. Dado que no practicas su religión pagana, se espera que contribuyas con oro con el fin de quedar exento de esta ceremonia.;;;;;;;;;x
EVTOPTA_ancrel_0022;I suppose I have no choice in the matter.;J'imagine que je n'ai pas la choix.;Da habe ich wohl keine andere Wahl.;;Supongo que no tengo otra opción.;;;;;;;;;x
EVTOPTB_ancrel_0022;As [This.Religion.GetRandomGodNameCap] is my witness, I shan't pay!;[This.Religion.GetRandomGodNameCap] m'en est témoin, je ne paierai pas !;[This.Religion.GetRandomGodNameCap] sei mein Zeuge, ich werde nicht zahlen!;;Como [This.Religion.GetRandomGodNameCap] es mi testigo, ¡no pagaré!;;;;;;;;;x
EVTTOOLTIP_ancrel_0023;Your payment is received.;Votre paiement a été reçu. ;Eure Zahlung wurde erhalten.;;Tu pago es recibido.;;;;;;;;;x
EVTDESC_ancrel_0023;[From.GetTitledFirstName], your vassal, is stubborn in [From.GetHerHis] ways and speaks only of the mercy of [From.Religion.GetRandomGodNameCap], but [From.GetSheHe] has wisely decided to offer you some gold to be exempted from the divination.;[From.GetTitledFirstName], votre vassal, est entêté(e) et ne répond qu'à la miséricorde de [From.Religion.GetRandomGodNameCap]. Cependant, [From.GetSheHe] a sagement décidé de vous offrir de l'or pour être libéré(e) de son obligation d'assister au blót. ;[From.GetTitledFirstName], Euer Vasall, ist stur und spricht nur noch von der Gnade von [From.Religion.GetRandomGodNameCap], doch [From.GetSheHe] hat weise beschlossen, Euch etwas Gold anzubieten, um vom Blót fernbleiben zu können.;;[From.GetTitledFirstName], tu vasallo, es terco en [From.GetHerHis] modos y solo habla de la misericordia de [From.Religion.GetRandomGodNameCap], pero [From.GetSheHe] ha decidido sabiamente ofrecerte un poco de oro para quedar exento de la mancha.;;;;;;;;;x
EVTOPTA_ancrel_0023;As well [From.GetSheHe] should.;[From.GetSheHe] fait bien.;Das sollte [From.GetSheHe] auch.;;Así que [From.GetSheHe] debería.;;;;;;;;;x
EVTOPTA_ancrel_0025;Now for the human sacrifice...;Et maintenant, le sacrifice humain...;Und jetzt zum Menschenopfer…;;Ahora, para el sacrificio humano...;;;;;;;;;x
EVTTOOLTIP_ancrel_0056;Your refusal to pay is received.;Votre refus de payer a été reçu.;Eure Weigerung zu zahlen wurde erhalten.;;Se recibe tu negativa a pagar.;;;;;;;;;x
EVTDESC_ancrel_0056;Despite having sworn you fealty, [From.GetTitledFirstName] refuses to offer gold in order to be exempted from the festivities! According to [From.GetFirstName], [From.Religion.GetRandomGodName] would not forgive [From.GetHerHim] if [From.GetSheHe] contributed as much as a single copper to a heathen festival.;Malgré son serment, [From.GetTitledFirstName] refuse de vous offrir de l'or afin d'être libéré(e) de son obligation à assister au blót ! Selon [From.GetFirstName], [From.Religion.GetRandomGodName] ne lui pardonnerait pas si [From.GetSheHe] donnait ne serait-ce qu'une seule pièce de cuivre à un 'festival païen'.  ;Trotz des Treueschwurs Euch gegenüber weigert sich [From.GetTitledFirstName], Euch Gold anzubieten, um dem Blót fernbleiben zu können! Laut [From.GetFirstName] würde [From.Religion.GetRandomGodName] es [From.GetHerHim] nie verzeihen, wenn [From.GetSheHe] auch nur einen einzigen Kupferschilling zu einem “ketzerischen Fest” beitragen würde.;;A pesar de haberte jurado lealtad, ¡[From.GetTitledFirstName] se niega a ofrecer oro para quedar exento de la mancha!. Según [From.GetFirstName], [From.Religion.GetRandomGodName] no perdonará a [From.GetHerHim] si [From.GetSheHe] ha contribuido con un solo cobre para una fiesta pagana.;;;;;;;;;x
EVTOPTA_ancrel_0056;This insult will not be forgotten.;On n'oubliera pas cette insulte de sitôt.;Diese Beleidigung wird nicht vergessen werden.;;Este insulto no será olvidado.;;;;;;;;;x
EVTDESC_ancrel_0024;The guests have arrived, and the time has come for the divination to begin! You gather near the grove, and start by offering animals as sacrifice to the gods. While their meat is prepared for the feast that is to follow,the blood is sprinkled on the trees and the many representations of the gods, as well as on the worshippers themselves.;Les invités sont arrivés et il est temps de commencer le blót ! Vous vous rassemblez devant le temple et commencez par offrir des animaux en sacrifice aux dieux. Tandis qu'on prépare leur viande pour le festin qui doit suivre, on arrose de leur sang les statues d'Odin, de Thor, de Freyr et des autres dieux, ainsi que les adorateurs eux-mêmes.;Die Gäste sind angekommen und die Zeit für das Blót ist gekommen! Alle versammeln sich außerhalb des Tempels und man beginnt mit den Tieropfern an die Götter. Während ihr Fleisch für den nachfolgenden Festschmaus vorbereitet wird, wird ihr Blut auf die Statuen von Odin, Thor, Freyr und die anderen Götter gespritzt und auch auf die Betenden selbst.;;Los invitados han llegado, y ¡ha llegado el momento de que la mancha comience! Te reúnes fuera del templo, y comienzas ofreciendo animales como sacrificio a los dioses. Mientras se prepara la carne para la fiesta que va a seguir, la sangre salpica las estatuas de Odín, Thor, Freyr y los otros dioses, así como a los mismísimos fieles.;;;;;;;;;x
EVTOPTA_ancrel_0024;Now for the human sacrifice...;Et maintenant, le sacrifice humain...;Und jetzt zum Menschenopfer…;;Ahora, para el sacrificio humano...;;;;;;;;;x
EVTDESC_ancrel_0025;The time has come for the divination held by [From.GetTitledFirstName] to begin! You gather near the grove,and start by offering animals as sacrifice to the gods. While their meat is prepared for the feast that is to follow, the blood is sprinkled on the trees and the many representations of the gods, as well as on the worshippers themselves.;Il est temps de commencer le blót tenu par [From.GetTitledFirstName] ! Vous vous rassemblez devant le temple et commencez par offrir des animaux en sacrifice aux dieux. Tandis qu'on prépare leur viande pour le festin qui doit suivre, on arrose de leur sang les statues d'Odin, de Thor, de Freyr et des autres dieux, ainsi que les adorateurs eux-mêmes.;Die Zeit für das von [From.GetTitledFirstName] veranstaltete Blót ist gekommen! Alle versammeln sich außerhalb des Tempels und man beginnt mit den Tieropfern an die Götter. Während ihr Fleisch für den nachfolgenden Festschmaus vorbereitet wird, wird ihr Blut auf die Statuen von Odin, Thor, Freyr und die anderen Götter gespritzt und auch auf die Betenden selbst.;;¡Ha llegado el momento de empezar la mancha celebrada por [From.GetTitledFirstName]!. Te reúnes fuera del templo, y comienzas ofreciendo animales como sacrificio a los dioses. Mientras se prepara la carne para la fiesta que va a seguir, la sangre salpica las estatuas de Odín, Thor, Freyr y los otros dioses, así como a los mismísimos fieles.;;;;;;;;;x
