#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#;;;;;;;;;;;;;;x
# FACTION MAIN;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
CB_NAME_OVERTHROWRULER;Overthrow Ruler;Renverser le Suzerain;Herrscher stürzen;;Gobernante derrocado;;;;;;;;;x
do_not_disturb;Currently busy\n;Currently busy\n;Derzeit beschäftigt\n;;Currently busy\n;;;;;;;;;x
#;;;;;;;;;;;;;;x
# FACTION TOOLTIPS;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
ASK_SUPPORT_CLAIMANT;Ask [Root.GetTitledName] to support [From.SupportedClaimant.GetTitledName]'s claim to [From.SupportedClaimantTitle.GetBaseName].;;Bitten Sie [Root.GetTitledName], den Anspruch von [From.SupportedClaimant.GetTitledName] auf [From.SupportedClaimantTitle.GetBaseName] zu unterstützen.;;;;;;;;;;;x
ATTEMPT_COURT_FACTION;Begin to court [Root.GetTitledName]'s good opinion\n;Begin to court [Root.GetTitledName]'s good opinion\n;Beginnen Sie, um die gute Meinung von [Root.GetTitledName] zu werben.;;Begin to court [Root.GetTitledName]'s good opinion\n;;;;;;;;;x
ATTEMPT_RECRUIT_FACTION;Approach [Root.GetTitledName] in an attempt to recruit [Root.GetHerHim] into your faction\n;Approach [Root.GetTitledName] in an attempt to recruit [Root.GetHerHim] into your faction\n;Nähern Sie sich [Root.GetTitledName] in dem Versuch, [Root.GetHerHim] für Ihre Fraktion zu rekrutieren\n;;Approach [Root.GetTitledName] in an attempt to recruit [Root.GetHerHim] into your faction\n;;;;;;;;;x
CA_LOWERED;Crown Authority will be §Rreduced§! in §Y[This.GetFullBaseName]§!\n;Crown Authority will be §Rreduced§!\n;Die Kronenautorität wird in §Y[This.GetFullBaseName]§!\n §RReduziert§!;;Crown Authority will be §Rreduced§!\n;;;;;;;;;x
CAN_HOLD_FACTION_MEETING;The faction is ready to have another meeting\n;The faction is ready to have another meeting\n;Die Fraktion ist bereit, eine weitere Sitzung abzuhalten\n;;The faction is ready to have another meeting\n;;;;;;;;;x
COURTFACTIONMOODMINUS;The mood of the §YCourt Faction§! in the §Y[Root.PrimaryTitle.GetFullBaseName]§! led by §Y[This.GetTitledFirstName]§! is §Rworsened§!\n;The mood of the §YCourt Faction§! in the §Y[Root.PrimaryTitle.GetFullBaseName]§! led by §Y[This.GetTitledFirstName]§! is §Rworsened§!\n;Die Stimmung der §YHof-Fraktionn§! in der §Y[Root.PrimaryTitle.GetFullBaseName]§! angeführt von §Y[This.GetTitledFirstName]§! ist §RVerstärkt§!\n;;The mood of the §YCourt Faction§! in the §Y[Root.PrimaryTitle.GetFullBaseName]§! led by §Y[This.GetTitledFirstName]§! is §Rworsened§!\n;;;;;;;;;x
COURTFACTIONMOODPLUS;The mood of the §YCourt Faction§! in the §Y[Root.PrimaryTitle.GetFullBaseName]§! led by §Y[This.GetTitledFirstName]§! is §Gimproved§!\n;The mood of the §YCourt Faction§! in the §Y[Root.PrimaryTitle.GetFullBaseName]§! led by §Y[This.GetTitledFirstName]§! is §Gimproved§!\n;Die Stimmung der §YHof-Fraktion§! in der §Y[Root.PrimaryTitle.GetFullBaseName]§! angeführt von §Y[This.GetTitledFirstName]§! ist §GVerbessert§!\n;;The mood of the §YCourt Faction§! in the §Y[Root.PrimaryTitle.GetFullBaseName]§! led by §Y[This.GetTitledFirstName]§! is §Gimproved§!\n;;;;;;;;;x
COURT_GOOD_MEETING;The meeting with §Y[From.GetTitledFirstNameNoRegnal]§! goes well\n;The meeting with §Y[From.GetTitledFirstNameNoRegnal]§! goes well\n;Das Treffen mit §Y[From.GetTitledFirstNameNoRegnal]§! verläuft gut\n;;The meeting with §Y[From.GetTitledFirstNameNoRegnal]§! goes well\n;;;;;;;;;x
COURT_NOTHING_HAPPENS;The meeting with §Y[From.GetTitledFirstNameNoRegnal]§! produces no results\n;The meeting with §Y[From.GetTitledFirstNameNoRegnal]§! produces no results\n;Das Treffen mit §Y[From.GetTitledFirstNameNoRegnal]§! bringt keine Ergebnisse\n;;The meeting with §Y[From.GetTitledFirstNameNoRegnal]§! produces no results\n;;;;;;;;;x
COURT_POOR_MEETING;The meeting with §Y[From.GetTitledFirstNameNoRegnal]§! goes poorly\n;The meeting with §Y[From.GetTitledFirstNameNoRegnal]§! goes poorly\n;Die Besprechung mit §Y[From.GetTitledFirstNameNoRegnal]§! verläuft schlecht\n;;The meeting with §Y[From.GetTitledFirstNameNoRegnal]§! goes poorly\n;;;;;;;;;x
CUSTOMTOOLTIP27;§Y[Root.GetTitledFirstName]§!'s vassals will be upset\n;Les vassaulx de §Y[Root.GetTitledFirstName]§! seront bouleversés\n;§Y[Root.GetTitledFirstName]§!'s Vasallen werden verärgert\n;;§Y[Root.GetTitledFirstName]§!'s vassals will be upset\n;;;;;;;;;x
CUSTOMTOOLTIP39;Is rewarded with tax privileges\n;Est récompensé par une réduction d'imposts\n;Wird mit Steuerprivilegien belohnt\n;;Is rewarded with tax privileges\n;;;;;;;;;x
CUSTOMTOOLTIP40;Is rewarded with glory and honor\n;Est récompensé par la gloire et l'honneur\n;Wird mit Ruhm und Ehre belohnt\n;;Is rewarded with glory and honor\n;;;;;;;;;x
CUSTOMTOOLTIP44;A vote of no confidence will be held\n;Un vote de destitution du meneur aura lieu\n;Ein Misstrauensvotum wird abgehalten\n;;A vote of no confidence will be held\n;;;;;;;;;x
CUSTOMTOOLTIP45;[Root.GetBestName] is removed from leadership of the faction\n;[Root.GetBestName] ne sera plus le meneur de la faction.\n;[Root.GetBestName] wird von der Führung der Fraktion entfernt\n;;[Root.GetBestName] is removed from leadership of the faction\n;;;;;;;;;x
CUSTOMTOOLTIP46A;§Y[This.GetTitledFirstNameNoRegnal]§! voted §GYES§! (x1)\n;§Y[This.GetTitledFirstNameNoRegnal]§! voted §GYES§! (x1)\n;§Y[This.GetTitledFirstNameNoRegnal]§! stimmte §GJA§! (x1)\n;;§Y[This.GetTitledFirstNameNoRegnal]§! voted §GYES§! (x1)\n;;;;;;;;;x
CUSTOMTOOLTIP46B;§Y[This.GetTitledFirstNameNoRegnal]§! voted §GYES§! (x2)\n;§Y[This.GetTitledFirstNameNoRegnal]§! voted §GYES§! (x2)\n;§Y[This.GetTitledFirstNameNoRegnal]§! stimmte §GJA§! (x2)\n;;§Y[This.GetTitledFirstNameNoRegnal]§! voted §GYES§! (x2)\n;;;;;;;;;x
CUSTOMTOOLTIP46C;§Y[This.GetTitledFirstNameNoRegnal]§! voted §GYES§! (x4)\n;§Y[This.GetTitledFirstNameNoRegnal]§! voted §GYES§! (x4)\n;§Y[This.GetTitledFirstNameNoRegnal]§! stimmte §GJA§! (x4)\n;;§Y[This.GetTitledFirstNameNoRegnal]§! voted §GYES§! (x4)\n;;;;;;;;;x
CUSTOMTOOLTIP46D;§Y[This.GetTitledFirstNameNoRegnal]§! voted §GYES§! (x8)\n;§Y[This.GetTitledFirstNameNoRegnal]§! voted §GYES§! (x8)\n;§Y[This.GetTitledFirstNameNoRegnal]§! stimmte §GJA§! (x8)\n;;§Y[This.GetTitledFirstNameNoRegnal]§! voted §GYES§! (x8)\n;;;;;;;;;x
CUSTOMTOOLTIP47A;§Y[This.GetTitledFirstNameNoRegnal]§! voted §RNO§! (x1)\n;§Y[This.GetTitledFirstNameNoRegnal]§! voted §RNO§! (x1)\n;§Y[This.GetTitledFirstNameNoRegnal]§! stimmte §RNEIN§! (x1)\n;;§Y[This.GetTitledFirstNameNoRegnal]§! voted §RNO§! (x1)\n;;;;;;;;;x
CUSTOMTOOLTIP47B;§Y[This.GetTitledFirstNameNoRegnal]§! voted §RNO§! (x2)\n;§Y[This.GetTitledFirstNameNoRegnal]§! voted §RNO§! (x2)\n;§Y[This.GetTitledFirstNameNoRegnal]§! stimmte §RNEIN§! (x2)\n;;§Y[This.GetTitledFirstNameNoRegnal]§! voted §RNO§! (x2)\n;;;;;;;;;x
CUSTOMTOOLTIP47C;§Y[This.GetTitledFirstNameNoRegnal]§! voted §RNO§! (x4)\n;§Y[This.GetTitledFirstNameNoRegnal]§! voted §RNO§! (x4)\n;§Y[This.GetTitledFirstNameNoRegnal]§! stimmte §RNEIN§! (x4)\n;;§Y[This.GetTitledFirstNameNoRegnal]§! voted §RNO§! (x4)\n;;;;;;;;;x
CUSTOMTOOLTIP47D;§Y[This.GetTitledFirstNameNoRegnal]§! voted §RNO§! (x8)\n;§Y[This.GetTitledFirstNameNoRegnal]§! voted §RNO§! (x8)\n;§Y[This.GetTitledFirstNameNoRegnal]§! stimmte §RNEIN§! (x8)\n;;§Y[This.GetTitledFirstNameNoRegnal]§! voted §RNO§! (x8)\n;;;;;;;;;x
CUSTOMTOOLTIP50;The meeting will be postponed\n;La réunion sera remise à plus tard\n;Die Sitzung wird vertagt\n;;The meeting will be postponed\n;;;;;;;;;x
CUSTOMTOOLTIP51;The members of the Court Faction will be summoned to a general assembly\n;Les membres de la Faction Courtisane seront convoqués à une assemblée générale\n;Die Mitglieder der Hoffraktion werden zu einer allgemeinen Versammlung einberufen\n;;The members of the Court Faction will be summoned to a general assembly\n;;;;;;;;;x
CUSTOMTOOLTIP52;The members of the Prosperity Faction will be summoned to a general assembly\n;The members of the Prosperity Faction will be summoned to a general assembly\n;Die Mitglieder der Wohlstandsfraktion werden zu einer allgemeinen Versammlung einberufen\n;;The members of the Prosperity Faction will be summoned to a general assembly\n;;;;;;;;;x
CUSTOMTOOLTIP53;The members of the Glory Faction will be summoned to a general assembly\n;The members of the Glory Faction will be summoned to a general assembly\n;Die Mitglieder der Ruhmesfraktion werden zu einer Generalversammlung einberufen\n;;The members of the Glory Faction will be summoned to a general assembly\n;;;;;;;;;x
CUSTOMTOOLTIP54;The members of the Tradition Faction will be summoned to a general assembly\n;The members of the Tradition Faction will be summoned to a general assembly\n;Die Mitglieder der Traditionsfraktion werden zu einer Generalversammlung einberufen\n;;The members of the Tradition Faction will be summoned to a general assembly\n;;;;;;;;;x
CUSTOMTOOLTIP55;[Root.GetTitledFirstName] reconsiders the agenda\n;[Root.GetTitledFirstName] reconsidère l'agenda\n;[Root.GetTitledFirstName] überdenkt die Tagesordnung\n;;[Root.GetTitledFirstName] reconsiders the agenda\n;;;;;;;;;x
CUSTOMTOOLTIP56;[Root.GetTitledFirstName] will ensure nothing gets done\n;[Root.GetTitledFirstName] s'assurera que rien ne sera fait \n;[Root.GetTitledFirstName] wird dafür sorgen, dass nichts erledigt wird\n;;[Root.GetTitledFirstName] will ensure nothing gets done\n;;;;;;;;;x
CUSTOMTOOLTIP57;[Root.GetTitledFirstName] will encourage caution as the better side of valor\n;[Root.GetTitledFirstName] encouragera à la prudence\n;[Root.GetTitledFirstName] wird zur Vorsicht raten, denn das ist die bessere Seite der Tapferkeit\n;;[Root.GetTitledFirstName] will encourage caution as the better side of valor\n;;;;;;;;;x
CUSTOMTOOLTIP59;[Root.GetTitledFirstName] will encourage loyalty until the war is over\n;[Root.GetTitledFirstName] conseillera de rester loyal tant que la guerre n'est point finie\n;[Root.GetTitledFirstName] wird zur Loyalität ermutigen, bis der Krieg vorbei ist\n;;[Root.GetTitledFirstName] will encourage loyalty until the war is over\n;;;;;;;;;x
emf_faction_ctt_no_liege_in_revolt;Neither rebelling [This.GetHerselfHimself] nor any of [This.GetHerHis] lieges rebelling at this time.\n;;Weder der rebellierende [From.GetHerHis] noch einer der [From.GetHerHis] Lehnsleute rebelliert zu diesem Zeitpunkt.\n;;;;;;;;;;;x
EVTDEMANDNO;Refuse this outrageous demand;Refuser cette demande outrageuse;Weist diese unverschämte Forderung zurück;;Refuse this outrageous demand;;;;;;;;;x
EVTDEMANDYES;Accept their rightful request;Accepter leur demande légitime;Akzeptiert ihre rechtmäßige Forderung;;Accept their rightful request;;;;;;;;;x
EVTTOOLTIP1900600;[Root.GetTitledFirstName] will attempt to promote [Root.GetHerHis] own standing in the faction\n;[Root.GetTitledFirstName] tentera d'améliorer [Root.GetHerHis]sa position dans la faction.;[Root.GetTitledFirstName] wird versuchen, [Root.GetHerHis] eigenes Ansehen in der Fraktion zu fördern\n;;[Root.GetTitledFirstName] will attempt to promote [Root.GetHerHis] own standing in the faction;;;;;;;;;x
EVTTOOLTIP1900601;[Root.GetTitledFirstName] will attempt to gain support for [Root.Liege.GetTitledFirstName] within the faction\n;[Root.GetTitledFirstName] quiert à rassembler du soutien pour [Root.Liege.GetTitledFirstName] dans la faction;[Root.GetTitledFirstName] wird versuchen, Unterstützung für [Root.Liege.GetTitledFirstName] innerhalb der Fraktion zu gewinnen\n;;[Root.GetTitledFirstName] will attempt to gain support for [Root.Liege.GetTitledFirstName] within the faction;;;;;;;;;x
EVTTOOLTIP1900602;[Root.GetTitledFirstName] will attempt to undermine's [Root.Liege.GetTitledFirstName] position within the faction\n;[Root.GetTitledFirstName] va sapper la position de  [Root.Liege.GetTitledFirstName] dans la faction.;[Root.GetTitledFirstName] wird versuchen, die Position von [Root.Liege.GetTitledFirstName] innerhalb der Fraktion zu untergraben\n;;[Root.GetTitledFirstName] will attempt to undermine's [Root.Liege.GetTitledFirstName] position within the faction;;;;;;;;;x
EVTTOOLTIP1900603;[Root.GetTitledFirstName] will propose a declaration of war to overthrow [Root.Liege.GetTitledFirstName]\n;[Root.GetTitledFirstName] proposera une déclaration de guerre pour renverser [Root.Liege.GetTitledFirstName];[Root.GetTitledFirstName] wird eine Kriegserklärung vorschlagen, um [Root.Liege.GetTitledFirstName] zu stürzen\n;;[Root.GetTitledFirstName] will propose a declaration of war to overthrow [Root.Liege.GetTitledFirstName];;;;;;;;;x
EVTTOOLTIP1900604;[Root.GetTitledFirstName] will propose to demand a concession from [Root.Liege.GetTitledFirstName]\n;[Root.GetTitledFirstName] proposera d'exiger des concessions à [Root.Liege.GetTitledFirstName];[Root.GetTitledFirstName] wird vorschlagen, von [Root.Liege.GetTitledFirstName]\n ein Zugeständnis zu verlangen;;[Root.GetTitledFirstName] will propose to demand a concession from [Root.Liege.GetTitledFirstName];;;;;;;;;x
EVTTOOLTIP1900700;Your speech is met with cheers and applause\n;Votre discours est acclamé et applaudi.;Ihre Rede wird mit Jubel und Beifall bedacht\n;;Your speech is met with cheers and applause;;;;;;;;;x
EVTTOOLTIP1900702;Your speech is well received by the audience\n;Votre discours est bien reçu par l'audience.;Ihre Rede wird von den Zuhörern gut aufgenommen\n;;Your speech is well received by the audience;;;;;;;;;x
EVTTOOLTIP1900704;Your speech meets a tepid reception\n;Votre discours suscite une réaction tiède.;Ihre Rede wird lauwarm aufgenommen\n;;Your speech meets a tepid reception;;;;;;;;;x
EVTTOOLTIP1900706;Your speech is poorly received\n;Votre discours est mal reçu;Ihre Rede wird schlecht aufgenommen\n;;Your speech is poorly received;;;;;;;;;x
EVTTOOLTIP1900708;You are laughed out of the room\n;Les rires vous chassent de la pièce.;Sie werden aus dem Saal gelacht\n;;You are laughed out of the room;;;;;;;;;x
EVTTOOLTIP1900710;The assembled Lords will vote on your proposal for membership dues\n;Les Seigneurs réunis vont voter la proposition de cotisations.;Die versammelten Lords stimmen über Ihren Vorschlag zu den Mitgliedsbeiträgen ab\n;;The assembled Lords will vote on your proposal for membership dues;;;;;;;;;x
EVTTOOLTIP1900713;Your rousing speech greatly improves the faction's mood\n;Votre discours retentissant améliore l'humeur de la faction.;Ihre mitreißende Rede verbessert die Stimmung in der Fraktion erheblich\n;;Your rousing speech greatly improves the faction's mood;;;;;;;;;x
EVTTOOLTIP1900716;Your supportive words slightly improves the faction's mood\n;Votre discours améliore quelque peu l'humeur de la faction;Ihre unterstützenden Worte verbessern die Stimmung der Fraktion leicht\n;;Your supportive words slightly improves the faction's mood;;;;;;;;;x
EVTTOOLTIP1900719;Your failed speech only make things worse\n;Votre discours raté ne fait qu'envenimer les choses.;Deine misslungene Rede macht alles nur noch schlimmer\n;;Your failed speech only make things worse;;;;;;;;;x
EVTTOOLTIP1900722;The assembled Lords will vote on your proposal for financial aid to the crown\n;Les Seigneurs réunis vont voter la proposition d'aide financière pour la Couronne;Die versammelten Lords werden über deinen Vorschlag für finanzielle Hilfe für die Krone abstimmen\n;;The assembled Lords will vote on your proposal for financial aid to the crown;;;;;;;;;x
EVTTOOLTIP1900725;The assembled Lords will vote on your proposal for a show of support towards [Root.Liege.GetTitledFirstName]\n;Les Seigneurs réunis vont voter la proposition de démonstration de soutien envers [Root.Liege.GetTitledFirstName];Die versammelten Lords werden über Euren Vorschlag für eine Unterstützungsaktion für [Root.Liege.GetTitledFirstName] abstimmen.;;The assembled Lords will vote on your proposal for a show of support towards [Root.Liege.GetTitledFirstName];;;;;;;;;x
EVTTOOLTIP1900728;Your searing denouncement greatly worsens the faction's mood\n;Votre accusation flamboyante dégrade grandement l'humeur de la faction.;Eure scharfe Anprangerung verschlechtert die Stimmung in der Fraktion erheblich\n;;Your searing denouncement greatly worsens the faction's mood;;;;;;;;;x
EVTTOOLTIP1900731;Your doubts and concerns slightly worsens the faction's mood\n;Vos accusations dégradent quelque peu l'humeur de la faction.;Ihre Zweifel und Bedenken verschlechtern die Stimmung der Fraktion leicht\n;;Your doubts and concerns slightly worsens the faction's mood;;;;;;;;;x
EVTTOOLTIP1900734;Your attempt to sow discontent backfires\n;Votre tentative de semer la discorde s'est retournée contre vous;Dein Versuch, Unzufriedenheit zu säen, geht nach hinten los\n;;Your attempt to sow discontent backfires;;;;;;;;;x
EVTTOOLTIP1900737;The assembled Lords will vote on your proposal for a declaration of war\n;Les Seigneurs réunis vont voter la proposition de déclaration de guerre.;Die versammelten Lords werden über Ihren Vorschlag für eine Kriegserklärung abstimmen\n;;The assembled Lords will vote on your proposal for a declaration of war;;;;;;;;;x
EVTTOOLTIP1900740;The assembled faction members will vote on your proposal;The assembled faction members will vote on your proposal;Die versammelten Fraktionsmitglieder werden über Euren Vorschlag abstimmen;;The assembled faction members will vote on your proposal;;;;;;;;;x
EVTTOOLTIP1900741;The assembled chiefs will vote on your proposal to demand a reduction in tribal organization\n;The assembled chiefs will vote on your proposal to demand a reduction in tribal organization\n;Die versammelten Häuptlinge werden über deinen Vorschlag abstimmen, eine Reduzierung der Stammesorganisation zu fordern\n;;The assembled chiefs will vote on your proposal to demand a reduction in tribal organization\n;;;;;;;;;x
EVTTOOLTIP1900743;The assembled Lords will vote on your proposal to demand a reduction of the taxes collected by the crown\n;Les Seigneurs réunis vont voter la pétition pour exiger une réduction des imposts collectés par la Couronne.;Die versammelten Fürsten werden über Euren Vorschlag abstimmen, eine Reduzierung der von der Krone erhobenen Steuern zu fordern\n;;The assembled Lords will vote on your proposal to demand a reduction of the taxes collected by the crown;;;;;;;;;x
EVTTOOLTIP1900746;The assembled Lords will vote on your proposal on a change of the tax privilege laws in favor of vassal lords\n;Les Seigneurs réunis vont voter la pétition pour changer les privilèges d'imposition en faveur des vassaulx.;Die versammelten Fürsten werden über Euren Vorschlag einer Änderung der Steuerprivileggesetze zugunsten der Vasallenfürsten abstimmen\n;;The assembled Lords will vote on your proposal on a change of the tax privilege laws in favor of vassal lords;;;;;;;;;x
EVTTOOLTIP1900749;The assembled Lords will vote on your proposal on a change in the levy privilege law to the benefit of vassal lords\n;Les Seigneurs réunis vont voter la pétition pour changer les privilèges de levée en faveur des vassaulx.;Die versammelten Fürsten werden über Euren Vorschlag einer Änderung des Abgabenprivileggesetzes zugunsten der Vasallenfürsten abstimmen\n;;The assembled Lords will vote on your proposal on a change in the levy privilege law to the benefit of vassal lords;;;;;;;;;x
EVTTOOLTIP1900752;The assembled Lords will vote on your proposal on a change in the council laws to allow councilor to serve for life\n;Les Seigneurs réunis vont voter la pétition pour nommer les conseillers à vie.;Die versammelten Fürsten werden über Euren Vorschlag zur Änderung der Ratsgesetze abstimmen, damit Ratsmitglieder auf Lebenszeit gewählt werden können\n;;The assembled Lords will vote on your proposal on a change in the council laws to allow councillors to serve for life;;;;;;;;;x
EVTTOOLTIPGIFT;[This.GetBestName] receives a letter with the good news\n;[This.GetBestName] reçoit une lettre avec les bonnes nouvelles\n;[This.GetBestName] erhält einen Brief mit einer guten Nachricht\n;;[This.GetBestName] receives a letter with the good news\n;;;;;;;;;x
EVTTOOLTIPULTIMATUM;Receives an ultimatum\n;Reçoit un ultimatum\n;Erhält ein Ultimatum\n;;Receives an ultimatum\n;;;;;;;;;x
FACTION_LEADER_CHALLENGE;Begin a vote to challenge your faction's leadership\n;Begin a vote to challenge your faction's leadership\n;Beginnt eine Abstimmung, um die Führung eurer Fraktion anzufechten\n;;Begin a vote to challenge your faction's leadership\n;;;;;;;;;x
FACTION_UNDERMINE_DISCOVERED;Attempt to undermine fails & is discovered\n;Attempt to undermine fails & is discovered\n;Versuch der Unterwanderung scheitert und wird entdeckt\n;;Attempt to undermine fails & is discovered\n;;;;;;;;;x
FACTION_UNDERMINE_FAILS;Attempt to undermine fails\n;Attempt to undermine fails\n;Versuch der Unterwanderung scheitert\n;;Attempt to undermine fails\n;;;;;;;;;x
FACTION_UNDERMINE_SUCCEEDS;Attempt to undermine succeeds\n;Attempt to undermine succeeds\n;Versuch der Unterwanderung ist erfolgreich\n;;Attempt to undermine succeeds\n;;;;;;;;;x
FACTION_UNDERMINE_THREATEN;Openly threaten [faction_member.GetTitledFirstNameNoRegnal] and force [faction_member.GetHerHim] to leave [faction_member.GetHerHis] faction;Openly threaten [faction_member.GetTitledFirstNameNoRegnal] and force [faction_member.GetHerHim] to leave [faction_member.GetHerHis] faction;Drohen Sie [faction_member.GetTitledFirstNameNoRegnal] offen und zwingen Sie [faction_member.GetHerHim], die [faction_member.GetHerHis] Fraktion zu verlassen;;Openly threaten [faction_member.GetTitledFirstNameNoRegnal] and force [faction_member.GetHerHim] to leave [faction_member.GetHerHis] faction;;;;;;;;;x
GLORYFACTIONMOODMINUS;The mood of the §YGlory Faction§! in the §Y[Root.PrimaryTitle.GetFullBaseName]§! led by §Y[This.GetTitledFirstName]§! is §Rworsened§!\n;The mood of the §YGlory Faction§! in the §Y[Root.PrimaryTitle.GetFullBaseName]§! led by §Y[This.GetTitledFirstName]§! is §Rworsened§!\n;Die Stimmung der Ruhm-Fraktion! in der §Y[Root.PrimaryTitle.GetFullBaseName]§! angeführt von §Y[This.GetTitledFirstName]§! ist §RVerstärkt§!\n;;The mood of the §YGlory Faction§! in the §Y[Root.PrimaryTitle.GetFullBaseName]§! led by §Y[This.GetTitledFirstName]§! is §Rworsened§!\n;;;;;;;;;x
GLORYFACTIONMOODPLUS;The mood of the §YGlory Faction§! in the §Y[Root.PrimaryTitle.GetFullBaseName]§! led by §Y[This.GetTitledFirstName]§! is §Gimproved§!\n;The mood of the §YGlory Faction§! in the §Y[Root.PrimaryTitle.GetFullBaseName]§! led by §Y[This.GetTitledFirstName]§! is §Gimproved§!\n;Die Stimmung der Ruhm-Fraktion! in der §Y[Root.PrimaryTitle.GetFullBaseName]§! angeführt von §Y[This.GetTitledFirstName]§! ist §GVerbessert§!\n;;The mood of the §YGlory Faction§! in the §Y[Root.PrimaryTitle.GetFullBaseName]§! led by §Y[This.GetTitledFirstName]§! is §Gimproved§!\n;;;;;;;;;x
INFORM_LIEGE_UNDERMINE;Inform [Root.Liege.GetHerHim] of the chance to undermine [faction_member.GetTitledFirstNameNoRegnal];Inform [Root.Liege.GetHerHim] of the chance to undermine [faction_member.GetTitledFirstNameNoRegnal];Informiere [Root.Liege.GetHerHim] über die Möglichkeit, [faction_member.GetTitledFirstNameNoRegnal] zu untergraben;;Inform [Root.Liege.GetHerHim] of the chance to undermine [faction_member.GetTitledFirstNameNoRegnal];;;;;;;;;x
INFORM_FACTION_LEADER;Tell [This.GetHerHim] of [FromFrom.GetTitledFirstName]'s visit;Tell [This.GetHerHim] of [FromFrom.GetTitledFirstName]'s visit;Informiere [This.GetHerHim] über den Besuch von [FromFrom.GetTitledFirstName];;Tell [This.GetHerHim] of [FromFrom.GetTitledFirstName]'s visit;;;;;;;;;x
INFORM_MAY_OVERTHROW;Send a refusal of the ultimatum -- but be aware: [This.GetHerHis] faction may decide to overthrow you!;Send a refusal of the ultimatum -- but be aware: [This.GetHerHis] faction may decide to overthrow you!;Senden Sie eine Ablehnung des Ultimatums - aber seien Sie sich bewusst: [From.GetHerHis] Fraktion könnte beschließen, Euch zu stürzen!;;Send a refusal of the ultimatum -- but be aware: [This.GetHerHis] faction may decide to overthrow you!;;;;;;;;;x
INVITE_TO_JOIN_CIVIL_WAR;Invite all vassals not part of your faction to join the coming civil war);Invite all vassals not part of your faction to join the coming civil war;Ladet alle Vasallen, die nicht zu Eurer Fraktion gehören, ein, sich dem kommenden Bürgerkrieg anzuschließen);;Invite all vassals not part of your faction to join the coming civil war;;;;;;;;;x
IS_NOT_BUSY;Is not currently busy\n;Is not currently busy\n;Ist derzeit nicht beschäftigt\n;;Is not currently busy\n;;;;;;;;;x
LEAVE_ALL_FACTIONS_10_YEARS;Leave all factions for ten years\n;Leave all factions for ten years\n;Verlasse alle Fraktionen für zehn Jahre\n;;Leave all factions for ten years\n;;;;;;;;;x
MAKE_THINGS_WORSE;You make things with [target_faction_dispute.GetTitledFirstNameNoRegnal] even worse!\n;You make things with [target_faction_dispute.GetTitledFirstNameNoRegnal] even worse!\n;Du machst die Dinge mit [target_faction_dispute.GetTitledFirstNameNoRegnal] noch schlimmer!\n;;You make things with [target_faction_dispute.GetTitledFirstNameNoRegnal] even worse!\n;;;;;;;;;x
MAY_TAKE_CIVIL_WAR_DECISION;You may now take the §Y'Declare Civil War'§! decision within the next 60 days\n;You may now take the §Y'Declare Civil War'§! decision within the next 60 days\n;Du darfst jetzt innerhalb der nächsten 60 Tage die Entscheidung §Y'Bürgerkrieg erklären'§! treffen\n;;You may now take the §Y'Declare Civil War'§! decision within the next 60 days\n;;;;;;;;;x
MAY_TAKE_ULTIMATUM_DECISION;You may now take the §Y'Make Ultimatum to Liege'§! decision within the next 60 days\n;You may now take the §Y'Make Ultimatum to Liege'§! decision within the next 60 days\n;Du kannst nun innerhalb der nächsten 60 Tage die Entscheidung §Y'Ultimatum an Lehnsherrn stellen'§! treffen.;;You may now take the §Y'Make Ultimatum to Liege'§! decision within the next 60 days\n;;;;;;;;;x
MEETING_CONTINUES;The regular faction meeting will resume as planned\n;The regular faction meeting will resume as planned\n;Die reguläre Fraktionssitzung wird wie geplant wieder aufgenommen\n;;The regular faction meeting will resume as planned\n;;;;;;;;;x
NEGOTIATE_FACTION_FAIL;Relations with the faction are not improved\n;Relations with the faction are not improved\n;Die Beziehungen zur Fraktion werden nicht verbessert\n;;Relations with the faction are not improved\n;;;;;;;;;x
NEGOTIATE_FACTION_INFORM;Inform [Root.Liege.GetTitledFirstNameNoRegnal] of the opportunity;Inform [Root.Liege.GetTitledFirstNameNoRegnal] of the opportunity;Informiert [Root.Liege.GetTitledFirstNameNoRegnal] über die Gelegenheit;;Inform [Root.Liege.GetTitledFirstNameNoRegnal] of the opportunity;;;;;;;;;x
NEGOTIATE_FACTION_SUCCEED;Relations with the faction are improved\n;Relations with the faction are improved\n;Die Beziehungen mit der Fraktion werden verbessert\n;;Relations with the faction are improved\n;;;;;;;;;x
NEGOTIATE_FACTION_WORSE;Relations with the faction are worsened\n;Relations with the faction are worsened\n;Die Beziehungen zu der Fraktion haben sich verschlechtert\n;;Relations with the faction are worsened\n;;;;;;;;;x
NO_PENDING_CIVIL_WAR;No civil war mobilizing in [Root.Liege.PrimaryTitle.GetName]\n;No civil war mobilizing in [Root.Liege.PrimaryTitle.GetName]\n;Kein Bürgerkrieg mobilisiert in [Root.Liege.PrimaryTitle.GetName]\n;;No civil war mobilizing in [Root.Liege.PrimaryTitle.GetName]\n;;;;;;;;;x
