#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x,,,,
AI_EVENT;AI_EVENT;AI_EVENT;AI_EVENT;;AI_EVENT;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC_Plus_283;Disaster! One of the [Root.Culture.GetName] lords recognized your agent, and evidently believed that you were trying to trick him. He has been complaining loudly in [Root.Capital.GetName], loudly enough that agents of [Root.TopLiege.GetTitledFirstNameNoRegnal] overheard and have pieced together what really happened.;Disaster! One of the [Root.Culture.GetName] lords recognized your agent, and evidently believed that you were trying to trick him. He has been complaining loudly in [Root.Capital.GetName], loudly enough that agents of [Root.TopLiege.GetTitledFirstNameNoRegnal] overheard and have pieced together what really happened.;Disaster! One of the [Root.Culture.GetName] lords recognized your agent, and evidently believed that you were trying to trick him. He has been complaining loudly in [Root.Capital.GetName], loudly enough that agents of [Root.TopLiege.GetTitledFirstNameNoRegnal] overheard and have pieced together what really happened.;;Disaster! One of the [Root.Culture.GetName] lords recognized your agent, and evidently believed that you were trying to trick him. He has been complaining loudly in [Root.Capital.GetName], loudly enough that agents of [Root.TopLiege.GetTitledFirstNameNoRegnal] overheard and have pieced together what really happened.;;;;;;;;;x
EVTDESC_Plus_284;My [Root.GetLordLady], we have word from an agent in [From.Capital.County.GetName] that [From.GetTitledName] was attempting to incite rebellion amongst the [From.Culture.GetName] peasants--a rebellion that almost certainly would have been directed against your rule. [From.GetHerHisCap] efforts thankfully failed, and we have proof of [From.GetHerHis] deeds.;My [Root.GetLordLady], we have word from an agent in [From.Capital.County.GetName] that [From.GetTitledName] was attempting to incite rebellion amongst the [From.Culture.GetName] peasants--a rebellion that almost certainly would have been directed against your rule. [From.GetHerHisCap] efforts thankfully failed, and we have proof of [From.GetHerHis] deeds.;My [Root.GetLordLady], we have word from an agent in [From.Capital.County.GetName] that [From.GetTitledName] was attempting to incite rebellion amongst the [From.Culture.GetName] peasants--a rebellion that almost certainly would have been directed against your rule. [From.GetHerHisCap] efforts thankfully failed, and we have proof of [From.GetHerHis] deeds.;;My [Root.GetLordLady], we have word from an agent in [From.Capital.County.GetName] that [From.GetTitledName] was attempting to incite rebellion amongst the [From.Culture.GetName] peasants--a rebellion that almost certainly would have been directed against your rule. [From.GetHerHisCap] efforts thankfully failed, and we have proof of [From.GetHerHis] deeds.;;;;;;;;;x
EVTOPTA_Plus_284;Has [From.GetSheHe] gone mad?;Has [From.GetSheHe] gone mad?;Has [From.GetSheHe] gone mad?;;Has [From.GetSheHe] gone mad?;;;;;;;;;x
EVTDESC_Plus_285;My [Root.GetLordLady],\nIt has recently come to my attention that [From.GetBestName] plots against you, and thus I felt it best if you were to be aware of that fact. I trust you will take whatever steps required to protect yourself.\n\nWith respect,\n[FromFrom.GetBestName];My [Root.GetLordLady], it has recently come to my attention that [From.GetBestName] plots against you, and thus I felt it best if you were to be aware of that fact. I trust you will take whatever steps required to protect yourself.\n\nWith respect,\n[FromFrom.GetBestName];My [Root.GetLordLady], it has recently come to my attention that [From.GetBestName] plots against you, and thus I felt it best if you were to be aware of that fact. I trust you will take whatever steps required to protect yourself.\n\nWith respect,\n[FromFrom.GetBestName];;My [Root.GetLordLady], it has recently come to my attention that [From.GetBestName] plots against you, and thus I felt it best if you were to be aware of that fact. I trust you will take whatever steps required to protect yourself.\n\nWith respect,\n[FromFrom.GetBestName];;;;;;;;;x
EVTOPTA_Plus_285;[FromFrom.GetSheHeCap] is [From.GetTitledFirstNameNoRegnal]'s liege -- [FromFrom.GetSheHe] should do something!;[FromFrom.GetSheHeCap] is [From.GetTitledFirstNameNoRegnal]'s liege -- [FromFrom.GetSheHe] should do something!;[FromFrom.GetSheHeCap] is [From.GetTitledFirstNameNoRegnal]'s liege -- [FromFrom.GetSheHe] should do something!;;[FromFrom.GetSheHeCap] is [From.GetTitledFirstNameNoRegnal]'s liege -- [FromFrom.GetSheHe] should do something!;;;;;;;;;x
EVTOPTB_Plus_285;This is good to know!;This is good to know!;This is good to know!;;This is good to know!;;;;;;;;;x
EVTDESC_Plus_286;My [Root.GetLordLady],\nI truly appreciate your assistance in alerting me to [FromFrom.GetTitledFirstNameNoRegnal]'s scheme, though as [FromFrom.GetHerHis] liege, I truly hope you will also take steps to deal with [FromFrom.GetHerHis] criminal behavior.\n\nWith gratitude,\n[From.GetTitledName];My [Root.GetLordLady],\nI truly appreciate your assistance in alerting me to [FromFrom.GetTitledFirstNameNoRegnal]'s scheme, though as [FromFrom.GetHerHis] liege, I truly hope you will also take steps to deal with [FromFrom.GetHerHis] criminal behavior.\n\nWith gratitude,\n[From.GetTitledName];My [Root.GetLordLady],\nI truly appreciate your assistance in alerting me to [FromFrom.GetTitledFirstNameNoRegnal]'s scheme, though as [FromFrom.GetHerHis] liege, I truly hope you will also take steps to deal with [FromFrom.GetHerHis] criminal behavior.\n\nWith gratitude,\n[From.GetTitledName];;My [Root.GetLordLady],\nI truly appreciate your assistance in alerting me to [FromFrom.GetTitledFirstNameNoRegnal]'s scheme, though as [FromFrom.GetHerHis] liege, I truly hope you will also take steps to deal with [FromFrom.GetHerHis] criminal behavior.\n\nWith gratitude,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_Plus_287;My [Root.GetLordLady],\nI truly appreciate your assistance in alerting me to [FromFrom.GetTitledFirstNameNoRegnal]'s scheme. It seems I will have to deal with [FromFrom.GetHerHim], and quickly.\n\nWith gratitude,\n[From.GetTitledName];My [Root.GetLordLady],\nI truly appreciate your assistance in alerting me to [FromFrom.GetTitledFirstNameNoRegnal]'s scheme. It seems I will have to deal with [FromFrom.GetHerHim], and quickly.\n\nWith gratitude,\n[From.GetTitledName];My [Root.GetLordLady],\nI truly appreciate your assistance in alerting me to [FromFrom.GetTitledFirstNameNoRegnal]'s scheme. It seems I will have to deal with [FromFrom.GetHerHim], and quickly.\n\nWith gratitude,\n[From.GetTitledName];;My [Root.GetLordLady],\nI truly appreciate your assistance in alerting me to [FromFrom.GetTitledFirstNameNoRegnal]'s scheme. It seems I will have to deal with [FromFrom.GetHerHim], and quickly.\n\nWith gratitude,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_Plus_288;Unfortunately, it appears that [Root.PlotTarget.GetTitledName] has become aware of your plot against [Root.PlotTarget.GetHerHim]. You strongly suspect that [FromFrom.GetTitledFirstNameNoRegnal]'s spymaster learned of the plot and [FromFrom.GetTitledFirstNameNoRegnal] then revealed it to [Root.PlotTarget.GetTitledFirstNameNoRegnal].;Unfortunately, it appears that [Root.PlotTarget.GetTitledName] has become aware of your plot against [Root.PlotTarget.GetHerHim]. You strongly suspect that [FromFrom.GetTitledFirstNameNoRegnal]'s spymaster learned of the plot and [FromFrom.GetTitledFirstNameNoRegnal] then revealed it to [Root.PlotTarget.GetTitledFirstNameNoRegnal].;Unfortunately, it appears that [Root.PlotTarget.GetTitledName] has become aware of your plot against [Root.PlotTarget.GetHerHim]. You strongly suspect that [FromFrom.GetTitledFirstNameNoRegnal]'s spymaster learned of the plot and [FromFrom.GetTitledFirstNameNoRegnal] then revealed it to [Root.PlotTarget.GetTitledFirstNameNoRegnal].;;Unfortunately, it appears that [Root.PlotTarget.GetTitledName] has become aware of your plot against [Root.PlotTarget.GetHerHim]. You strongly suspect that [FromFrom.GetTitledFirstNameNoRegnal]'s spymaster learned of the plot and [FromFrom.GetTitledFirstNameNoRegnal] then revealed it to [Root.PlotTarget.GetTitledFirstNameNoRegnal].;;;;;;;;;x
EVTDESC_Plus_303;The sharp decline of my power and territories have not gone unnoticed by other rulers. While I continue to insist on my claims to Imperial dignity, it is clear that my peers no longer take them seriously.;La forte baisse de mon pouvoir et de mes territoires ne sont point passées inaperçues aulx yeulx des aultres souverains. Bien que je continue d'insister sur mes prétentions à la dignité impériale, il est clair que mes pairs ne me prennent plus au sérieulx.;Der starke Rückgang meiner Macht und Territorien hat sich den anderen Herrscher nicht unbemerkt passiert. Während ich auf meinen Anspruch auf dem Kaisertum fortsetze, ist es klar, dass meine Kollegen mich nicht mehr ernst nehmen.;;The sharp decline of my power and territories have not gone unnoticed by other rulers. While I continue to insist on my claims to Imperial dignity, it is clear that my peers no longer take them seriously.;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTA_Plus_303;But I *am* the [Root.GetTitle]!;Mais je *suis* le [Root.GetTitle] !;Aber ich *bin* der [Root.GetTitle]!;;But I *am* the [Root.GetTitle]!;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC_Plus_304;The change in crown authority has forced me to change some of my demesne laws.;Le changement de l'autorité de la couronne m'a forcé à changer certaines de mes lois domaniales.;Die Veränderung der Kronautorität hat mich gezwungen, einige meiner Herrschaftgesetze zu verändern.;;The change in crown authority has forced me to change some of my demesne laws.;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC_Plus_310;My changes to the crown authority of the Empire have now been fully implemented across the realm.;Le changement d'autorité de la Couronne de l'Empire que j'ai désiré est désormais pleinement mis en œuvre à travers le Royaume.;Meine Änderungen der Krone-Autorität  sind jetzt im ganzen Reich durchgeführt worden.;;My changes to the crown authority of the Empire have now been fully implemented across the realm.;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC_Plus_325;This was not a just act!;Ce n'estoit point un acte juste !;Das war kein rechtmäßiger Akt!;;This was not a just act!;;;;;;x;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTA_Plus_325;Oh well;Oh bien !;Nun ja;;Oh well;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC_Plus_326;I have reclaimed the Byzantine Empire for the Orthodox faith. The title of Augustus is rightfully mine.;J'ai repris l'Empire Byzantin au nom de la foi Orthodoxe. Le titre d'Augustus est mien de droit.;I have reclaimed the Byzantine Empire for the Orthodox faith. The title of Augustus is rightfully mine.;;I have reclaimed the Byzantine Empire for the Orthodox faith. The title of Augustus is rightfully mine.;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTA_Plus_326;Glorious day!;Un jour glorieulx !;Glorreicher Tag!;;Glorious day!;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC_Plus_327;Following a faith completely different from Catholicism, I cannot legitimately claim to be Latin Emperor.;Étant donné que je suis une foi complètement différente du Catholicisme, je ne puis point me revendiquer comme Empereur Latin.;Following a faith completely different from Catholicism, I cannot legitimately claim to be Latin Emperor.;;Following a faith completely different from Catholicism, I cannot legitimately claim to be Latin Emperor.;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC_Plus_328;Following a faith completely different from Orthodoxy, I cannot legitimately claim to be Byzantine Emperor.;Étant donné que je suis une foi complètement différente de l'Orthodoxisme, je ne puis point me revendiquer comme Empereur Byzantin.;Following a faith completely different from Orthodoxy, I cannot legitimately claim to be Byzantine Emperor.;;Following a faith completely different from Orthodoxy, I cannot legitimately claim to be Byzantine Emperor.;;;;;;;;;x
EVTDESC_Plus_334;One of the provinces in your realm has finally seen the light, with the majority of its inhabitants at last accepting your culture. This should make your realm easier to manage and better unify your people.;Une des provinces de votre royaume s'est enfin rendue à la raison, alors que la majorité de ses habitants ont finalement adopté votre culture. Cela devroit rendre votre royaume plus facile à diriger et unifier davantage votre peuple.;One of the provinces in your realm has finally seen the light, with the majority of its inhabitants at last accepting your culture. This should make your realm easier to manage and better unify your people.;;Una de las provincias en tu reino finalmente a visto la luz, con la mayor’a de sus habitantes aceptando a tu cultura. Esto debe unir tu reino y hacer lo mas f‡cil de controlar.;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC_Plus_336;Those who have gone into hiding have been sent a message to return.;Those who have gone into hiding have been sent a message to return.;Those who have gone into hiding have been sent a message to return.;;Those who have gone into hiding have been sent a message to return.;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC_Plus_338;Following a faith completely different from Catholicism, I cannot legitimately claim to be Holy Roman Emperor.;Étant donné que je suis une foi complètement différente de l'Catholicism, je ne puis point me revendiquer comme Empereur Holy Roman.;Following a faith completely different from Catholicism, I cannot legitimately claim to be Holy Roman Emperor.;;Following a faith completely different from Catholicism, I cannot legitimately claim to be Holy Roman Emperor.;;;;;;;;;x
EVTDESC_Plus_341;As I move to re-assume power in [FromFrom.GetBaseName], I am approached by a cabal of local lords insisting I step down in favour of my heir, lest they rebel again and force the issue...;;;;;;;;;;;;;x
EVTDESC_Plus_400;The Crusade was a great success, but to whom shall I grant the lands I have gained?;La Croisade fut un grand succès, mais à qui accorderois-je les terres que j'ai obtenu?;Der Kreuzzug war ein großer Erfolg. An wen werde ich das neu erworbene Land geben?;;The Crusade was a great success, but to whom shall I grant the lands I have gained?;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTA_Plus_400;To my son;A mon fils;An meinen Sohn;;To my son;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTC_Plus_400;To a capable relative;Pour un parent capable;An einen tauglichen Verwandten;;To a capable relative;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTD_Plus_400;To myself;À moi-mesme;An mich selbst;;To myself;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTE_Plus_400;To my brother;A mon frère;An meinen Bruder;;To my brother;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTF_Plus_400;To a valiant retainer;À un preulx serviteur;To a valiant retainer;;To a valiant retainer;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC_Plus_401;The Crusade was a great success and now I must decide whether to request a fief in the captured lands for one of my relatives.;La Croisade fut fructueuse, je dois maintenant décider pour quel membre de ma famille je devrois demander un fief, en terre sainte.;The Crusade was a great success and now I must decide whether to request a fief in the captured lands for one of my relatives.;;The Crusade was a great success and now I must decide whether to request a fief in the captured lands for one of my relatives.;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTA_Plus_401;Request a fief for my son;Demander un fief pour mon fils;Request a fief for my son;;Request a fief for my son;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTB_Plus_401;Request a fief for my brother;Demander un fief pour mon frère;Request a fief for my brother;;Request a fief for my brother;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTC_Plus_401;Request a fief for a relative;Demander un fief pour un parent;Request a fief for a relative;;Request a fief for a relative;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTD_Plus_401;No, our victory belongs to God;Que nenni, notre victoire appartient à Dieu;No, our victory belongs to God;;No, our victory belongs to God;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC_Plus_402;I have distributed fiefs in my new lands among the relatives of the Crusading lords.;J'ai distribué mes nouveaulx fiefs parmis les parents des seigneurs Croisés.;I have distributed fiefs in my new lands among the relatives of the Crusading lords.;;I have distributed fiefs in my new lands among the relatives of the Crusading lords.;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC_Plus_425;Little [From.GetFirstName] is the spitting image of [From.GetHerHis] father, [From.Father.GetTitledFirstName]. We are unmarried, of course, but I can hardly deny the child is mine.;Little [From.GetFirstName] is the spitting image of [From.GetHerHis] father, [From.Father.GetTitledFirstName]. We are unmarried, of course, but I can hardly deny the child is mine.;Little [From.GetFirstName] is the spitting image of [From.GetHerHis] father, [From.Father.GetTitledFirstName]. We are unmarried, of course, but I can hardly deny the child is mine.;;Little [From.GetFirstName] is the spitting image of [From.GetHerHis] father, [From.Father.GetTitledFirstName]. We are unmarried, of course, but I can hardly deny the child is mine.;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTA_Plus_425;I love [From.GetHerHim], anyway;I love [From.GetHerHim], anyway;I love [From.GetHerHim], anyway;;I love [From.GetHerHim], anyway;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC_Plus_430;The Civil War has weakened the authority of the crown to the point where my own distant and disconnected realm cannot be considered a part of [Root.Liege.PrimaryTitle.GetName] any longer.;La guerre civile a affaibli l'autorité de la couronne, au point où mon propre royaume lointain ne peult plus estre considéré comme une partie de [Root.Liege.PrimaryTitle.GetName].;The Civil War has weakened the authority of the crown to the point where my own distant and disconnected realm cannot be considered a part of [Root.Liege.PrimaryTitle.GetName] any longer.;;The Civil War has weakened the authority of the crown to the point where my own distant and disconnected realm cannot be considered a part of [Root.Liege.PrimaryTitle.GetName] any longer.;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTA_Plus_430;Declare independence!;Déclarer l'indépendance!;Declare independence!;;Declare independence!;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTB_Plus_430;No, I remain faithful to [Root.Liege.PrimaryTitle.GetName];Non, je reste féal au [Root.Liege.PrimaryTitle.GetName];No, I remain faithful to [Root.Liege.PrimaryTitle.GetName];;No, I remain faithful to [Root.Liege.PrimaryTitle.GetName];;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC_Plus_431;The Civil War has weakened the authority of the crown to the point where [From.GetTitledName] has become effectively independent.;La guerre civile a affaibli l'autorité de la couronne, [From.GetTitledName] est devenu indépendant.;The Civil War has weakened the authority of the crown to the point where [From.GetTitledName] has become effectively independent.;;The Civil War has weakened the authority of the crown to the point where [From.GetTitledName] has become effectively independent.;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTA_Plus_431;Oh no!;Oh non !;Oh no!;;Oh no!;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC_Plus_434;You spend an evening with [debater.GetTitledFirstNameNoRegnal] as [debater.GetSheHe] goes on at length about the importance of [debater.Religion.GetName] virtues. It turns into a lively debate, and one [debater.GetTitledFirstNameNoRegnal] seems insistent on winning!;You spend an evening with [debater.GetTitledFirstNameNoRegnal] as [debater.GetSheHe] goes on at length about the importance of [debater.Religion.GetName] virtues. It turns into a lively debate, and one [debater.GetTitledFirstNameNoRegnal] seems insistent on winning!;You spend an evening with [debater.GetTitledFirstNameNoRegnal] as [debater.GetSheHe] goes on at length about the importance of [debater.Religion.GetName] virtues. It turns into a lively debate, and one [debater.GetTitledFirstNameNoRegnal] seems insistent on winning!;;You spend an evening with [debater.GetTitledFirstNameNoRegnal] as [debater.GetSheHe] goes on at length about the importance of [debater.Religion.GetName] virtues. It turns into a lively debate, and one [debater.GetTitledFirstNameNoRegnal] seems insistent on winning!;;;;;;;;;x
EVTOPTA_Plus_434;Win a debate? Against me? Hah!;Win a debate? Against me? Hah!;Win a debate? Against me? Hah!;;Win a debate? Against me? Hah!;;;;;;;;;x
EVTOPTB_Plus_434;I'll skillfully steer us onto another topic;I'll skillfully steer us onto another topic;I'll skillfully steer us onto another topic;;I'll skillfully steer us onto another topic;;;;;;;;;x
EVTOPTC_Plus_434;[debater.GetSheHeCap] can't win--I cheat;[debater.GetSheHeCap] can't win--I cheat;[debater.GetSheHeCap] can't win--I cheat;;[debater.GetSheHeCap] can't win--I cheat;;;;;;;;;x
EVTOPTD_Plus_434;I'll let [debater.GetHerHim] win--this time;I'll let [debater.GetHerHim] win--this time;I'll let [debater.GetHerHim] win--this time;;I'll let [debater.GetHerHim] win--this time;;;;;;;;;x
EVTDESC_Plus_435;We started early, the sun had barely risen above the horizon. There was plenty of prey, the dogs caught many rabbits and I slayed one great boar before he killed my horse and myself.;Nous avons commencé tost, l'astre du jour venoit à peine de percer l'horizon. Les proies abondoient, les chiens ont pris moults lapins et j'ai occis un sanglier avant qu'il ne tue mon cheval et moi-mesme.;Wir fingen früh an, die Sonne hatte sich über dem Horizont kaum erhoben. Es gab viel Beute, die Hunde fingen viele Kaninchen und ich tötete einen großen Eber, bevor er mein Pferd und mich selbst tötete.;;We started early, the sun had barely risen above the horizon. There was plenty of prey, the dogs caught many rabbits and I slayed one great boar before he killed my horse and myself.;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTA_Plus_435;I'm a hunter;Je suis un(e) chasseur(se);Ich bin ein Jäger;;I'm a hunter;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTB_Plus_435;That lifestyle is not for me;Ce mode de vie n'est point pour moi;Diese Lebensweise ist nichts für mich;;That lifestyle is not for me;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC_Plus_436;The new bird is almost too perfect. I enjoy every hunt with her, and the cook has trouble finding new recipes for rabbit.;Le nouvel oiseau est presque trop parfait. J'éprouve une grande joie à chaque chasse avec lui et le cuisinier à du mal à trouver de nouveaulx récipients pour conserver les lapins.;Der neue Vogel ist fast zu vollkommen. Ich genieße jede Jagd mit ihm, und der Koch hat Schwierigkeiten, neue Rezepte für das Kaninchen zu finden.;;The new bird is almost too perfect. I enjoy every hunt with her, and the cook has trouble finding new recipes for rabbit.;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTA_Plus_436;I'm a falconer;Je suis un(e) fauconnier(ière);Ich bin ein Falkner;;Soy un cetrero;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC_Plus_437;I'm never happier than when I'm in my study, poring over some newly imported volume. Books are truly God's greatest gift to man.;Je ne suis jamais aussi heureulx que lorsque je suis à mon étude, étudiant de près quelques nouveaulx manuscrits importés. Les grimoires sont vraiment les plus beaulx cadeaulx que Dieu ait fait aulx hommes.;Ich bin nie glücklicher wenn ich über einem kürzlich importierten Buch brüte. Bücher sind wahrhaft das größte Geschenk Gottes, des Allmächtigen.;;I'm never happier than when I'm in my study, poring over some newly imported volume. Books are truly God's greatest gift to man.;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTA_Plus_437;I'm a scholar;Je suis un(e) lettré(e);Ich bin ein Schüler;;I'm a scholar;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC_Plus_438;I found the strange book collecting dust in a forgotten corner of the castle library. It took me several weeks of intense study before its mystery revealed itself to me. The gibberish parts was encoded and after many hours trying to decipher I managed to break it and construct a key to make it easier for me to read. Its mystery is still not solved...;J'ai trouvé ce grimoire poussiéreulx dans un coin perdu de la bibliothèque du castel. Cela m'a pris plusieurs semaines d'intenses études avant que je puisse percer son mystère. Les parties pleines de charabia estoient en réalité codées. Après maintes heures et tentatives pour les déchiffrer, j'ai réussi à m'en défaire et à fabriquer une clé me permettant de lire plus facilement. Son mystère n'est toujours point résolu....;Ich fand das fremde Buch, das Staub an einer vergessenen Ecke der Schlossbibliothek sammelt. Ich brauchte mehrere Wochen der intensiven Studie, bevor sein Mysterium sich zu mir offenbarte. Die Kauderwelsch-Teile wurden verschlüsselt und nach vielen Stunden versuchend zu entziffern ich schaffte, es zu brechen und einen Schlüssel zu bauen, es leichter für mich zu machen, zu lesen. Sein Mysterium wird noch immer nicht gelöst...;;I found the strange book collecting dust in a forgotten corner of the castle library. It took me several weeks of intense study before its mystery revealed itself to me. The gibberish parts was encoded and after many hours trying to decipher I managed to break it and construct a key to make it easier for me to read. Its mystery is still not solved...;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTA_Plus_438;I'm a mystic;Je suis un mystique;Ich bin ein Mystiker;;I'm a mystic;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC_Plus_439;My regular excursions into the dungeon have only served to whet my appetite. I have sent for a skilled torturer who will teach me more about the arts of pain.;Mes excursions régulières dans le donjon ont seulement servies à aiguiser mon appétit. J'ai envoyé quérir un bourreau talentueulx qui m'en apprendra plus sur l'art de la douleur.;Meine regelmäßigen Ausflüge in den Kerker haben nur meinem Verlangen nach mehr gedient. Ich habe nach einem Fachpeiniger geschickt, der mich mehr über die Künste des Schmerzes lehren wird.;;My regular excursions into the dungeon have only served to whet my appetite. I have sent for a skilled torturer who will teach me more about the arts of pain.;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTA_Plus_439;I'm an impaler;Je suis un empaleur;Ich bin ein Pfähler;;I'm an impaler;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC_Plus_440;My garden is the apple of my eye, my pride and joy. I distrust my gardener and would spend every hour of the day in my garden if I could.;Mon jardin est la prune de mes yeulx, ma fierté et ma joie. Je me méfie de mon jardinier et passerois ma vie dans mon jardin si je pouvois.;Mein Garten ist wie mein Augapfel, mein Stolz und meine Heiterkeit. Ich misstraue meinem Gärtner und würde jede Stunde des Tages in meinem Garten verbringen, wenn ich könnte.;;My garden is the apple of my eye, my pride and joy. I distrust my gardener and would spend every hour of the day in my garden if I could.;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTA_Plus_440;I'm a gardener;Je suis un jardinier;Ich bin ein Gärtner;;I'm a gardener;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC_Plus_441;My modest attempts to write poetry were never meant to be published in any way, but wherever I go, bards and minstrels are reciting or singing my poems.;Mes modestes tentatives pour écrire de la poésie n'ont jamais été publiées, mais où que j'ailles, bardes et menestrels récitent mes poèmes.;Meine bescheidenen Versuche, Gedichte zu schreiben, waren nie dazu gedacht veröffentlicht zu werden, aber wohin auch immer ich gehe, rezitieren Barden und Minnesänger  meine Gedichte;;My modest attempts to write poetry were never meant to be published in any way, but wherever I go, bards and minstrels are reciting or singing my poems.;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTA_Plus_441;I'm a poet;Je suis un Poète;Ich bin ein Poet;;I'm a poet;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC_Plus_442;After a long time of contemplation and soul-searching it feels as if I could bear to live in complete celibacy for the rest of my life.;Après un long moment de contemplation et de retour sur moi-mesme il semble que je puisse vivre dans un célibat complet jusqu'à la fin de mes jours.;Nach einer langen Zeit des Nachdenkens und der Gewissenserforschung fühlt es sich, als ob ich die Last des Zölibat den Rest meines Lebens ertragen könnte.;;After a long time of contemplation and soul-searching it feels as if I could bear to live in complete celibacy for the rest of my life.;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC_Plus_442;There is nothing that brings me more joy than the day-to-day task of ruling [Root.PrimaryTitle.GetName]. Some may think it lacks glory, but I do it well enough that I've become known for my prowess.;There is nothing that brings me more joy than the day-to-day task of ruling [Root.PrimaryTitle.GetName]. Some may think it lacks glory, but I do it well enough that I've become known for my prowess.;There is nothing that brings me more joy than the day-to-day task of ruling [Root.PrimaryTitle.GetName]. Some may think it lacks glory, but I do it well enough that I've become known for my prowess.;;There is nothing that brings me more joy than the day-to-day task of ruling [Root.PrimaryTitle.GetName]. Some may think it lacks glory, but I do it well enough that I've become known for my prowess.;;;;;;;;;x
EVTOPTA_Plus_442;I'm an administrator!;I'm an administrator!;I'm an administrator!;;I'm an administrator!;;;;;;;;;x
