#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

# Also used in soa_heresy_events.txt
ATTEMPT_IMPRISON;Attempt to have [This.GetHerHim] imprisoned;;Versuchen, [This.GetHerHim] ins Gefängnis zu bringen;;;;;;;;;;;x
EVTOPTA_GoPagan_142;In truth, I expected no less;;In Wahrheit habe ich nicht weniger erwartet;;;;;;;;;;;x
EVTDESC_GoPagan_143_a;[From.GetTitledFirstNameNoRegnal] summons you to [From.GetHerHis] court, and it is there you realize you are in trouble. 'I cannot have a member of my court spreading these false beliefs,' [From.GetSheHe] tells you sternly. 'I must demand that you convert to the [From.Religion.GetName] faith, or it is prison for you.';;"[From.GetTitledFirstNameNoRegnal] zitiert Euch an den Hof von [From.GetHerHis], und dort wird Euch klar, dass Ihr in Schwierigkeiten steckt. Ich kann nicht zulassen, dass ein Mitglied meines Hofes diesen falschen Glauben verbreitet"", sagt [From.GetSheHe] streng zu dir. Ich muss verlangen, dass Ihr zum [From.Religion.GetName]-Glauben konvertiert, oder es bedeutet Gefängnis für Euch.";;;;;;;;;;;x
EVTDESC_GoPagan_143_b;[From.GetTitledFirstNameNoRegnal] summons you to [From.GetHerHis] court, and it is there you realize you are in trouble. 'I cannot have a member of my court spreading these false beliefs,' [From.GetSheHe] tells you sternly. 'I must demand that you convert to the [From.GetRites] rites, or it is prison for you.';;"[From.GetTitledFirstNameNoRegnal] lädt dich zum [From.GetHerHis]-Gericht vor, und erst dort merkst du, dass du in Schwierigkeiten steckst. Ich kann nicht zulassen, dass ein Mitglied meines Hofes diesen falschen Glauben verbreitet"", sagt [From.GetSheHe] streng zu Euch. Ich muss verlangen, dass Ihr zu den [From.GetRites]-Riten konvertiert, oder es bedeutet Gefängnis für Euch.";;;;;;;;;;;x
EVTOPTA_GoPagan_143;[From.GetSheHeCap] leaves me no choice...;;[From.GetSheHeCap] lässt mir keine Wahl...;;;;;;;;;;;x
EVTOPTB_GoPagan_143_a;I will not bow to a [From.Religion.GetName] tyrant!;;Ich werde mich nicht vor einem [From.Religion.GetName] Tyrannen beugen!;;;;;;;;;;;x
EVTOPTB_GoPagan_143_b;I will not bow to a tyrant!;;Ich werde mich nicht vor einem Tyrannen verbeugen!;;;;;;;;;;;x
EVTDESC_GoPagan_144_a;You summon [From.GetTitledFirstNameNoRegnal] to your court, and there you explain the reality of [From.GetHerHis] situation: as [From.GetHerHis] liege, you cannot have [From.GetHerHim] spreading a false faith among your other subjects. Facing imprisonment, [From.GetSheHe] reluctantly agrees to convert.;;Ihr ruft [From.GetTitledFirstNameNoRegnal] an Euren Hof, und dort erklärt Ihr die Realität von [From.GetHerHis] Situation: Als [From.GetHerHis] Lehnsherr könnt Ihr nicht zulassen, dass [From.GetHerHim] einen falschen Glauben unter Euren anderen Untertanen verbreitet. Angesichts der drohenden Inhaftierung stimmt [From.GetSheHe] widerwillig zu, zu konvertieren.;;;;;;;;;;;x
EVTDESC_GoPagan_144_b;You summon [From.GetTitledFirstNameNoRegnal] to your court, and there you explain the reality of [From.GetHerHis] situation: as [From.GetHerHis] liege, you cannot have [From.GetHerHim] spreading a false interpretation among your other subjects. Facing imprisonment, [From.GetSheHe] reluctantly agrees to change rites.;;Ihr ruft [From.GetTitledFirstNameNoRegnal] an Euren Hof, und dort erklärt Ihr die Realität von [From.GetHerHis] Situation: Als [From.GetHerHis] Lehnsherr könnt Ihr nicht zulassen, dass [From.GetHerHim] eine falsche Auslegung unter Euren anderen Untertanen verbreitet. Angesichts seiner Inhaftierung willigt [From.GetSheHe] nur widerwillig ein, die Riten zu ändern.;;;;;;;;;;;x
EVTDESC_GoPagan_145_a;You summon [From.GetTitledFirstNameNoRegnal] to your court, and there you explain the reality of [From.GetHerHis] situation: as [From.GetHerHis] liege, you cannot have [From.GetHerHim] spreading a false faith among your other subjects. Even with the threat of prison, however, [From.GetSheHe] remains adamant: 'I will not bow to a [Root.Religion.GetName] tyrant'.;;"Ihr ruft [From.GetTitledFirstNameNoRegnal] an Euren Hof, und dort erklärt Ihr die Realität von [From.GetHerHis] Situation: Als [From.GetHerHis] Lehnsherr könnt Ihr nicht zulassen, dass [From.GetHerHim] einen falschen Glauben unter Euren anderen Untertanen verbreitet. Doch selbst unter Androhung von Gefängnis bleibt [From.GetSheHe] unnachgiebig: ""Ich werde mich keinem [Root.Religion.GetName] Tyrannen beugen"".";;;;;;;;;;;x
EVTDESC_GoPagan_145_b;You summon [From.GetTitledFirstNameNoRegnal] to your court, and there you explain the reality of [From.GetHerHis] situation: as [From.GetHerHis] liege, you cannot have [From.GetHerHim] spreading a false interpretation among your other subjects. Even with the threat of prison, however, [From.GetSheHe] remains adamant: 'I will not bow to a tyrant'.;;"Ihr ruft [From.GetTitledFirstNameNoRegnal] an Euren Hof, und dort erklärt Ihr die Realität von [From.GetHerHis] Situation: Als [From.GetHerHis] Lehnsherr könnt Ihr nicht zulassen, dass [From.GetHerHim] eine falsche Interpretation unter Euren anderen Untertanen verbreitet. Doch selbst unter Androhung von Gefängnis bleibt [From.GetSheHe] unnachgiebig: ""Ich werde mich keinem Tyrannen beugen.";;;;;;;;;;;x
EVTOPTA_GoPagan_145;I will let it slide...this time;;Ich werde es dieses Mal auf sich beruhen lassen...;;;;;;;;;;;x
EVTOPTC_GoPagan_145;I do not make idle threats!;;Ich mache keine leeren Drohungen!;;;;;;;;;;;x
EVTDESC_GoPagan_146_a;Your time in [From.GetTitledFirstNameNoRegnal]'s prison soon draws to an end, as the jailors come to you with an ultimatum: convert to the [From.Religion.GetName] faith, and you shall be free. Refuse, and you will die. You reluctantly agree, though in your heart you scarcely believe the words even as you utter them.;;Eure Zeit im Gefängnis von [From.GetTitledFirstNameNoRegnal] neigt sich bald dem Ende zu, als die Kerkermeister Euch ein Ultimatum stellen: Konvertiert zum [From.Religion.GetName]-Glauben, und Ihr werdet frei sein. Weigere dich, und du wirst sterben. Du stimmst widerwillig zu, obwohl du in deinem Herzen kaum an die Worte glaubst, selbst wenn du sie aussprichst.;;;;;;;;;;;x
EVTDESC_GoPagan_146_b;Your time in [From.GetTitledFirstNameNoRegnal]'s prison soon draws to an end, as the jailors come to you with an ultimatum: convert to the [From.GetRites] rites, and you shall be free. Refuse, and you will die. You reluctantly agree, though in your heart you scarcely believe the words even as you utter them.;;Deine Zeit im Gefängnis von [From.GetTitledFirstNameNoRegnal] neigt sich bald dem Ende zu, als die Kerkermeister dir ein Ultimatum stellen: Konvertiere zu den [From.GetRites]-Riten, und du wirst frei sein. Weigert Ihr Euch, so werdet Ihr sterben. Du stimmst widerwillig zu, obwohl du die Worte in deinem Herzen kaum glauben kannst, während du sie aussprichst.;;;;;;;;;;;x
EVTOPTA_GoPagan_146;I will never forgive [From.GetHerHim] for this!;;Das werde ich [From.GetHerHim] nie verzeihen!;;;;;;;;;;;x
EVTDESC_GoPagan_150;[zealous_courtier.GetTitledName] recently confronted you in [Root.Location.GetName]: 'I have listened when you speak of these other religions and how you sympathize with their beliefs, and I begin to wonder if you are even truly [Root.Religion.GetName]. What would [Root.Religion.GetHighGodName] think of such heresy?';;"[zealous_courtier.GetTitledName] hat Euch kürzlich in [Root.Location.GetName] zur Rede gestellt: ""Ich habe zugehört, als Ihr von diesen anderen Religionen spracht und wie Ihr mit ihrem Glauben sympathisiert, und ich beginne mich zu fragen, ob Ihr überhaupt wirklich [Root.Religion.GetName] seid. Was würde [Root.Religion.GetHighGodName] von einer solchen Ketzerei halten?'";;;;;;;;;;;x
EVTOPTA_GoPagan_150;I do not know [Root.Religion.GetHighGodName]'s mind any more than you;;Ich kenne die Gedanken von [Root.Religion.GetHighGodName] genauso wenig wie Sie.;;;;;;;;;;;x
EVTOPTB_GoPagan_150;Sometimes I wonder if [Root.Religion.GetHighGodName] even exists;;Manchmal frage ich mich, ob [Root.Religion.GetHighGodName] überhaupt existiert;;;;;;;;;;;x
EVTOPTC_GoPagan_150;Perhaps you are right...;;Vielleicht habt Ihr recht...;;;;;;;;;;;x
EVTDESC_GoPagan_155_manichaean;Your piety has been rewarded. [Root.RelHead.GetTitledName] has granted you the title of Apostle, and anointed you as one of the electors who shall choose [Root.RelHead.GetHerHis] successor.;;Eure Frömmigkeit ist belohnt worden. [Root.RelHead.GetTitledName] hat Euch den Titel eines Apostels verliehen und Euch zu einem der Wähler gesalbt, die [Root.RelHead.GetHerHis] Nachfolger wählen sollen.;;;;;;;;;;;x
EVTDESC_GoPagan_155_celtic;Your piety has been rewarded. You have been chosen to ascend into the ranks of the Circle of Druids, and are now one of the electors to choose [Root.RelHead.GetTitledFirstNameNoRegnal]'s successor.;;Deine Frömmigkeit ist belohnt worden. Du wurdest auserwählt, in die Reihen des Druidenzirkels aufzusteigen, und bist nun einer der Auserwählten, die den Nachfolger von [Root.RelHead.GetTitledFirstNameNoRegnal] wählen.;;;;;;;;;;;x
EVTDESC_GoPagan_155_hellenic;Your piety has been rewarded. [Root.RelHead.GetTitledName] has granted you the title of Pontiff, and anointed you as one of the electors who shall choose [Root.RelHead.GetHerHis] successor.;;Eure Frömmigkeit ist belohnt worden. [Root.RelHead.GetTitledName] hat Euch den Titel eines Pontifex verliehen und Euch zu einem der Wahlmänner gesalbt, die den Nachfolger von [Root.RelHead.GetHerHis] wählen sollen.;;;;;;;;;;;x
EVTDESC_GoPagan_155_cathar;Your piety has been rewarded. [Root.RelHead.GetTitledName] has granted you the title of Deacon, and anointed you as one of the electors who shall choose [Root.RelHead.GetHerHis] successor.;;Eure Frömmigkeit ist belohnt worden. [Root.RelHead.GetTitledName] hat dir den Titel eines Diakons verliehen und dich zu einem der Wahlmänner gesalbt, die [Root.RelHead.GetHerHis] Nachfolger wählen sollen.;;;;;;;;;;;x
EVTDESC_GoPagan_155_bogomilist;Your piety has been rewarded. [Root.RelHead.GetTitledName] has granted you the title of Stroinik, and anointed you as one of the electors who shall choose [Root.RelHead.GetHerHis] successor.;;Eure Frömmigkeit ist belohnt worden. [Root.RelHead.GetTitledName] hat Euch den Titel des Stroinik verliehen und Euch zu einem der Kurfürsten gesalbt, die [Root.RelHead.GetHerHis] Nachfolger wählen sollen.;;;;;;;;;;;x
EVTDESC_GoPagan_156_manichaean;Your vassal [From.GetFirstName] was given a seat on the Council of Apostles.;;Euer Vasall [From.GetFirstName] hat einen Sitz im Rat der Apostel erhalten.;;;;;;;;;;;x
EVTDESC_GoPagan_156_celtic;Your vassal [From.GetFirstName] has become a member of the Circle of Druids.;;Euer Vasall [From.GetFirstName] ist Mitglied des Zirkels der Druiden geworden.;;;;;;;;;;;x
EVTDESC_GoPagan_156_hellenic;Your vassal [From.GetFirstName] was given a seat on the College of Pontiffs.;;Deinem Vasallen [From.GetFirstName] wurde ein Sitz im Päpstlichen Kollegium zuerkannt.;;;;;;;;;;;x
EVTDESC_GoPagan_156_cathar;Your vassal [From.GetFirstName] was given a seat on the Council of Perfecti.;;Deinem Vasallen [From.GetFirstName] wurde ein Sitz im Rat der Perfecti zuerkannt.;;;;;;;;;;;x
EVTDESC_GoPagan_156_bogomilist;Your vassal [From.GetFirstName] was given a seat on the Council of Advisors.;;Deinem Vasallen [From.GetFirstName] wurde ein Sitz im Rat der Berater zuerkannt.;;;;;;;;;;;x
EVTDESC_GoPagan_157_manichaean;[From.GetFirstName] was given a seat on the Council of Apostles.;;[From.GetFirstName] wurde ein Sitz im Rat der Apostel zuerkannt.;;;;;;;;;;;x
EVTDESC_GoPagan_157_celtic;[From.GetFirstName] has become a member of the Circle of Druids.;;[From.GetFirstName] ist Mitglied im Kreis der Druiden geworden.;;;;;;;;;;;x
EVTDESC_GoPagan_157_hellenic;[From.GetFirstName] was given a seat on the College of Pontiffs.;;[From.GetFirstName] hat einen Sitz im Kollegium der Päpste erhalten.;;;;;;;;;;;x
EVTDESC_GoPagan_157_cathar;[From.GetFirstName] was given a seat on the Council of Perfecti.;;[From.GetFirstName] hat einen Sitz im Rat der Perfecti erhalten.;;;;;;;;;;;x
EVTDESC_GoPagan_157_bogomilist;[From.GetFirstName] was given a seat on the Council of Advisors.;;[From.GetFirstName] wurde in den Rat der Berater aufgenommen.;;;;;;;;;;;x
